sys_updated_on,assigned_to,caller_id,opened_at,closed_by,number,state,sys_updated_by,closed_at,short_description,assignment_group,priority,category
2023-11-23 15:31:09.687479590,Howard Johnson,David Loo,2023-11-19 06:46:00,Luke Wilson,INC0000000391,Closed,employee,2023-11-23 15:31:09.687479590,Cannot access internal systems,Network,2 - High,Network
2023-11-25 23:52:45.957181386,Luke Wilson,David Loo,2023-11-20 11:08:00,Fred Luddy,INC0000000392,Closed,employee,2023-11-25 23:52:45.957181386,Unable to access the company database,Database,2 - High,Database
2023-12-03 12:34:12.833519309,Fred Luddy,Don Goodliffe,2023-11-20 23:27:00,Luke Wilson,INC0000000393,Closed,admin,2023-12-03 12:34:12.833519309,Error in database connectivity,Database,2 - High,Database
2023-11-25 04:16:50.390955859,Charlie Whitherspoon,Don Goodliffe,2023-11-21 05:50:00,Howard Johnson,INC0000000394,Resolved,admin,2023-11-25 04:16:50.390955859,Cannot connect to VPN,Network,2 - High,Network
2023-11-26 08:40:59.683398627,Beth Anglin,David Loo,2023-11-21 22:25:00,Fred Luddy,INC0000000395,Resolved,system,2023-11-26 08:40:59.683398627,Cannot connect to the database,Database,1 - Critical,Database
2023-12-06 09:18:54.156873003,Fred Luddy,David Loo,2023-11-22 05:21:00,Howard Johnson,INC0000000396,Resolved,employee,2023-12-06 09:18:54.156873003,Issues with network connectivity,Network,2 - High,Network
2023-11-28 18:48:28.907695045,Fred Luddy,Bud Richman,2023-11-22 15:49:00,Howard Johnson,INC0000000397,Resolved,system,2023-11-28 18:48:28.907695045,Database connectivity issue,Database,2 - High,Database
2023-11-23 22:11:00.000000000,Luke Wilson,David Loo,2023-11-22 22:11:00,Charlie Whitherspoon,INC0000000398,Closed,employee,2023-11-23 22:11:00.000000000,Cannot connect to VPN,Network,2 - High,Network
2023-12-04 21:21:55.748867804,Beth Anglin,ITIL User,2023-11-23 06:59:00,Beth Anglin,INC0000000399,Resolved,employee,2023-12-04 21:21:55.748867804,Cannot connect to office VPN,Network,2 - High,Network
2023-12-05 21:32:23.378521565,Howard Johnson,Bud Richman,2023-11-24 05:55:00,Fred Luddy,INC0000000400,Resolved,employee,2023-12-05 21:32:23.378521565,Cannot connect to VPN,Network,2 - High,Network
2023-11-25 11:43:07.154433008,Howard Johnson,David Loo,2023-11-24 06:05:00,Charlie Whitherspoon,INC0000000401,Closed,admin,2023-11-25 11:43:07.154433008,Email client not syncing properly,Software,3 - Moderate,Software
2023-11-28 15:40:43.705232351,Charlie Whitherspoon,David Loo,2023-11-25 08:33:00,Luke Wilson,INC0000000402,Resolved,system,2023-11-28 15:40:43.705232351,Unable to connect to database,Database,2 - High,Database
2023-11-30 17:50:15.169332456,Luke Wilson,Bud Richman,2023-11-25 10:58:00,Charlie Whitherspoon,INC0000000403,Closed,employee,2023-11-30 17:50:15.169332456,Database connection issue,Database,2 - High,Database
2023-11-27 23:52:13.760047347,Fred Luddy,Don Goodliffe,2023-11-25 16:37:00,Beth Anglin,INC0000000404,Resolved,system,2023-11-27 23:52:13.760047347,Unable to connect to the network,Network,2 - High,Network
2023-12-05 23:02:56.603770004,Beth Anglin,Don Goodliffe,2023-11-27 19:16:00,Luke Wilson,INC0000000405,Resolved,admin,2023-12-05 23:02:56.603770004,System-wide network speed issues,Network,2 - High,Network
2023-12-03 06:45:14.178350420,Beth Anglin,David Loo,2023-11-29 10:20:00,Howard Johnson,INC0000000406,Closed,employee,2023-12-03 06:45:14.178350420,Unable to access company database,Database,2 - High,Database
2023-12-03 01:13:59.828373470,Fred Luddy,David Loo,2023-11-29 23:48:00,Beth Anglin,INC0000000407,Closed,system,2023-12-03 01:13:59.828373470,Cannot connect to database,Database,2 - High,Database
2023-12-08 23:39:23.304749453,Beth Anglin,ITIL User,2023-11-30 05:32:00,Luke Wilson,INC0000000408,Closed,system,2023-12-08 23:39:23.304749453,Email system failure,Network,1 - Critical,Network
2023-12-17 02:43:41.114203581,Fred Luddy,David Loo,2023-12-01 23:53:00,Howard Johnson,INC0000000409,Closed,admin,2023-12-17 02:43:41.114203581,Database server crashes intermittently,Database,1 - Critical,Database
2023-12-12 08:52:55.540166389,Charlie Whitherspoon,Don Goodliffe,2023-12-03 07:43:00,Luke Wilson,INC0000000410,Closed,system,2023-12-12 08:52:55.540166389,Unable to connect to the server,Network,2 - High,Network
2023-12-11 19:53:50.398537251,Charlie Whitherspoon,David Loo,2023-12-03 19:28:00,Fred Luddy,INC0000000411,Closed,admin,2023-12-11 19:53:50.398537251,Cannot connect to email server,Network,3 - Moderate,Network
2023-12-08 05:18:59.071357371,Howard Johnson,David Loo,2023-12-04 08:03:00,Charlie Whitherspoon,INC0000000412,Resolved,employee,2023-12-08 05:18:59.071357371,Need assistance with VPN setup,Network,3 - Moderate,Network
2023-12-14 02:17:53.428195619,Fred Luddy,David Loo,2023-12-05 06:19:00,Charlie Whitherspoon,INC0000000413,Closed,employee,2023-12-14 02:17:53.428195619,Unable to connect to VPN,Network,2 - High,Network
2023-12-07 07:07:00.000000000,Beth Anglin,David Loo,2023-12-06 07:07:00,Fred Luddy,INC0000000414,Resolved,employee,2023-12-07 07:07:00.000000000,Unable to access certain features on the platform,Software,2 - High,Inquiry / Help
2023-12-14 14:08:39.634458480,Charlie Whitherspoon,David Loo,2023-12-07 05:12:00,Fred Luddy,INC0000000415,Resolved,employee,2023-12-14 14:08:39.634458480,Database connection issue,Database,2 - High,Database
2023-12-13 02:56:08.870426179,Beth Anglin,Don Goodliffe,2023-12-08 02:22:00,Howard Johnson,INC0000000416,Resolved,system,2023-12-13 02:56:08.870426179,Internet connection is unstable,Network,2 - High,Network
2023-12-14 08:08:23.518829741,Luke Wilson,Bud Richman,2023-12-09 00:43:00,Luke Wilson,INC0000000417,Closed,admin,2023-12-14 08:08:23.518829741,Cannot access database,Database,2 - High,Database
2023-12-10 10:28:05.864347163,Charlie Whitherspoon,David Loo,2023-12-09 07:28:00,Charlie Whitherspoon,INC0000000418,Closed,system,2023-12-10 10:28:05.864347163,Email server downtime,Network,1 - Critical,Network
2023-12-12 19:27:05.081860846,Fred Luddy,David Loo,2023-12-10 04:14:00,Howard Johnson,INC0000000419,Resolved,system,2023-12-12 19:27:05.081860846,Unable to access email,Network,3 - Moderate,Inquiry / Help
2023-12-14 16:13:41.464715544,Fred Luddy,David Loo,2023-12-12 11:16:00,Charlie Whitherspoon,INC0000000420,Closed,system,2023-12-14 16:13:41.464715544,Cannot connect to VPN,Network,1 - Critical,Network
2023-12-27 09:44:11.290208070,Luke Wilson,Don Goodliffe,2023-12-13 01:40:00,Charlie Whitherspoon,INC0000000421,Closed,employee,2023-12-27 09:44:11.290208070,Printer connectivity issue,Hardware,3 - Moderate,Hardware
2023-12-15 05:07:21.035841931,Howard Johnson,David Loo,2023-12-13 16:53:00,Luke Wilson,INC0000000422,Closed,system,2023-12-15 05:07:21.035841931,Can't connect to the company VPN,Network,2 - High,Network
2023-12-22 15:07:25.103792256,Luke Wilson,David Loo,2023-12-14 03:08:00,Beth Anglin,INC0000000423,Resolved,employee,2023-12-22 15:07:25.103792256,Email server outage,Network,1 - Critical,Network
2023-12-25 02:07:03.936705518,Luke Wilson,David Loo,2023-12-14 13:44:00,Luke Wilson,INC0000000424,Closed,employee,2023-12-25 02:07:03.936705518,Cannot connect to the office VPN,Network,2 - High,Network
2023-12-16 02:41:56.031379424,Fred Luddy,David Loo,2023-12-14 21:10:00,Luke Wilson,INC0000000425,Resolved,admin,2023-12-16 02:41:56.031379424,Unable to access the company's database,Database,2 - High,Database
2023-12-25 05:46:59.436149049,Charlie Whitherspoon,David Loo,2023-12-17 16:13:00,Charlie Whitherspoon,INC0000000426,Closed,admin,2023-12-25 05:46:59.436149049,Cannot connect to Office VPN network,Network,2 - High,Network
2023-12-19 23:19:00.000000000,Beth Anglin,David Loo,2023-12-18 23:19:00,Fred Luddy,INC0000000427,Resolved,system,2023-12-19 23:19:00.000000000,Email server downtime issue,Network,1 - Critical,Inquiry / Help
2023-12-28 04:12:49.021006488,Luke Wilson,David Loo,2023-12-20 15:07:00,Charlie Whitherspoon,INC0000000428,Resolved,employee,2023-12-28 04:12:49.021006488,Unable to access the intranet,Network,2 - High,Network
2023-12-26 07:45:55.105181051,Beth Anglin,David Loo,2023-12-20 18:05:00,Charlie Whitherspoon,INC0000000429,Closed,system,2023-12-26 07:45:55.105181051,Unable to connect to the VPN,Network,2 - High,Network
2023-12-28 21:46:44.459362929,Luke Wilson,David Loo,2023-12-21 18:09:00,Fred Luddy,INC0000000430,Closed,employee,2023-12-28 21:46:44.459362929,Cannot access company VPN,Network,2 - High,Network
2023-12-29 10:45:47.241562912,Luke Wilson,ITIL User,2023-12-22 17:04:00,Fred Luddy,INC0000000431,Closed,admin,2023-12-29 10:45:47.241562912,Intranet connectivity issue,Network,2 - High,Network
2023-12-29 06:53:54.995582474,Fred Luddy,ITIL User,2023-12-22 23:39:00,Charlie Whitherspoon,INC0000000432,Closed,admin,2023-12-29 06:53:54.995582474,Unable to connect to the office Wi-Fi,Network,3 - Moderate,Network
2024-01-03 11:56:38.532773072,Charlie Whitherspoon,David Loo,2023-12-23 02:28:00,Charlie Whitherspoon,INC0000000433,Resolved,employee,2024-01-03 11:56:38.532773072,Unable to connect to VPN,Network,2 - High,Network
2023-12-28 20:10:31.185111762,Howard Johnson,David Loo,2023-12-24 06:06:00,Charlie Whitherspoon,INC0000000434,Closed,employee,2023-12-28 20:10:31.185111762,Unable to connect to the internet,Network,2 - High,Network
2023-12-29 08:28:11.849133054,Charlie Whitherspoon,Don Goodliffe,2023-12-24 11:42:00,Howard Johnson,INC0000000435,Closed,employee,2023-12-29 08:28:11.849133054,Unable to access company VPN,Network,2 - High,Network
2024-01-02 20:21:26.856353477,Howard Johnson,David Loo,2023-12-25 07:05:00,Beth Anglin,INC0000000436,Resolved,employee,2024-01-02 20:21:26.856353477,Software installation request,Software,3 - Moderate,Software
2023-12-27 05:48:03.326242666,Beth Anglin,David Loo,2023-12-25 08:15:00,Luke Wilson,INC0000000437,Resolved,admin,2023-12-27 05:48:03.326242666,Error on startup,Software,2 - High,Software
2024-01-01 03:12:08.967427349,Luke Wilson,David Loo,2023-12-25 10:27:00,Beth Anglin,INC0000000438,Resolved,employee,2024-01-01 03:12:08.967427349,Unable to access email account,Service Desk,2 - High,Inquiry / Help
2024-01-11 06:28:45.043570652,Howard Johnson,ITIL User,2023-12-26 02:00:00,Howard Johnson,INC0000000439,Closed,employee,2024-01-11 06:28:45.043570652,Cannot connect to the VPN,Network,1 - Critical,Network
2024-01-07 18:00:16.157593719,Fred Luddy,David Loo,2023-12-26 02:46:00,Fred Luddy,INC0000000440,Resolved,admin,2024-01-07 18:00:16.157593719,Unable to access company server,Network,2 - High,Network
2024-01-07 00:06:16.103714560,Fred Luddy,Bud Richman,2023-12-27 10:52:00,Luke Wilson,INC0000000441,Closed,system,2024-01-07 00:06:16.103714560,Password reset issue,Service Desk,2 - High,Inquiry / Help
2024-01-02 16:34:52.320510896,Fred Luddy,David Loo,2023-12-28 05:27:00,Howard Johnson,INC0000000442,Resolved,employee,2024-01-02 16:34:52.320510896,Email system down for an entire department,Network,1 - Critical,Network
2024-01-11 17:33:40.237458943,Beth Anglin,David Loo,2023-12-29 06:03:00,Beth Anglin,INC0000000443,Resolved,system,2024-01-11 17:33:40.237458943,Unable to access VPN,Network,2 - High,Network
2024-01-06 08:25:50.196088522,Beth Anglin,David Loo,2023-12-29 21:39:00,Beth Anglin,INC0000000444,Closed,system,2024-01-06 08:25:50.196088522,Internet connection unstable,Network,2 - High,Network
2024-01-07 06:55:38.746844878,Luke Wilson,Don Goodliffe,2023-12-30 11:38:00,Charlie Whitherspoon,INC0000000445,Resolved,employee,2024-01-07 06:55:38.746844878,Unable to login to the system,Database,3 - Moderate,Software
2024-01-12 01:37:25.948647033,Fred Luddy,Don Goodliffe,2023-12-31 01:49:00,Beth Anglin,INC0000000446,Resolved,admin,2024-01-12 01:37:25.948647033,Unable to access company database,Database,2 - High,Database
2024-01-10 16:19:25.700287395,Beth Anglin,Bud Richman,2023-12-31 22:09:00,Luke Wilson,INC0000000447,Closed,employee,2024-01-10 16:19:25.700287395,Printer not working,Hardware,2 - High,Hardware
2024-01-12 00:58:56.432816953,Fred Luddy,David Loo,2024-01-01 11:17:00,Luke Wilson,INC0000000448,Closed,employee,2024-01-12 00:58:56.432816953,Login issue with the ERP system,Service Desk,2 - High,Software
2024-01-07 12:10:20.812318054,Beth Anglin,David Loo,2024-01-01 14:18:00,Luke Wilson,INC0000000449,Resolved,employee,2024-01-07 12:10:20.812318054,Trouble connecting to VPN,Network,2 - High,Network
2024-01-08 15:29:07.409358065,Beth Anglin,David Loo,2024-01-01 15:36:00,Beth Anglin,INC0000000450,Closed,system,2024-01-08 15:29:07.409358065,Email server not responding,Network,2 - High,Network
2024-01-13 08:56:37.381875380,Charlie Whitherspoon,David Loo,2024-01-02 20:05:00,Howard Johnson,INC0000000451,Closed,employee,2024-01-13 08:56:37.381875380,Network connection issue,Network,2 - High,Network
2024-01-10 01:54:40.974837721,Charlie Whitherspoon,David Loo,2024-01-03 17:07:00,Beth Anglin,INC0000000452,Resolved,admin,2024-01-10 01:54:40.974837721,Unable to access the database,Database,2 - High,Database
2024-01-16 18:26:46.407569913,Beth Anglin,David Loo,2024-01-03 19:31:00,Howard Johnson,INC0000000453,Resolved,employee,2024-01-16 18:26:46.407569913,Cannot connect to VPN,Network,2 - High,Network
2024-01-09 20:11:22.641505598,Beth Anglin,David Loo,2024-01-04 02:13:00,Charlie Whitherspoon,INC0000000454,Resolved,system,2024-01-09 20:11:22.641505598,Email system not working properly,Network,2 - High,Software
2024-01-06 08:53:00.000000000,Howard Johnson,Bud Richman,2024-01-05 08:53:00,Fred Luddy,INC0000000455,Closed,employee,2024-01-06 08:53:00.000000000,Email client crashing on startup,Software,2 - High,Software
2024-01-13 18:15:39.322814988,Luke Wilson,David Loo,2024-01-06 02:05:00,Fred Luddy,INC0000000456,Closed,employee,2024-01-13 18:15:39.322814988,Unable to connect to the wifi network,Network,2 - High,Network
2024-01-16 14:29:37.047684286,Beth Anglin,David Loo,2024-01-07 08:13:00,Beth Anglin,INC0000000457,Resolved,system,2024-01-16 14:29:37.047684286,Database connection issue,Database,2 - High,Database
2024-01-19 14:59:48.902106836,Beth Anglin,David Loo,2024-01-09 01:15:00,Beth Anglin,INC0000000458,Closed,admin,2024-01-19 14:59:48.902106836,Unable to access customer database,Database,2 - High,Database
2024-01-10 14:40:56.763026650,Howard Johnson,David Loo,2024-01-09 02:45:00,Howard Johnson,INC0000000459,Resolved,admin,2024-01-10 14:40:56.763026650,Cannot access internal database,Database,2 - High,Database
2024-01-16 13:27:31.235897999,Beth Anglin,ITIL User,2024-01-09 04:22:00,Charlie Whitherspoon,INC0000000460,Resolved,admin,2024-01-16 13:27:31.235897999,Slow loading of database system,Database,2 - High,Database
2024-01-19 05:35:43.129756787,Beth Anglin,David Loo,2024-01-10 17:55:00,Fred Luddy,INC0000000461,Closed,admin,2024-01-19 05:35:43.129756787,Cannot login to my company's portal,Service Desk,2 - High,Software
2024-01-15 07:20:01.464416386,Fred Luddy,Bud Richman,2024-01-11 16:08:00,Howard Johnson,INC0000000462,Closed,employee,2024-01-15 07:20:01.464416386,Unable to connect to the VPN,Network,2 - High,Network
2024-01-21 21:51:45.259233797,Fred Luddy,David Loo,2024-01-12 06:06:00,Charlie Whitherspoon,INC0000000463,Closed,system,2024-01-21 21:51:45.259233797,Email server down,Network,1 - Critical,Network
2024-02-01 11:04:20.006071007,Fred Luddy,Don Goodliffe,2024-01-12 16:50:00,Howard Johnson,INC0000000464,Closed,admin,2024-02-01 11:04:20.006071007,Unable to access database,Database,1 - Critical,Database
2024-01-15 15:49:50.639313900,Fred Luddy,Bud Richman,2024-01-14 09:27:00,Beth Anglin,INC0000000465,Resolved,employee,2024-01-15 15:49:50.639313900,Network connectivity issue,Network,2 - High,Network
2024-01-19 00:20:38.635730775,Beth Anglin,David Loo,2024-01-15 06:44:00,Luke Wilson,INC0000000466,Closed,system,2024-01-19 00:20:38.635730775,Unable to access the database on server,Database,2 - High,Database
2024-01-16 07:35:00.000000000,Luke Wilson,Don Goodliffe,2024-01-15 07:35:00,Howard Johnson,INC0000000467,Resolved,admin,2024-01-16 07:35:00.000000000,Unable to access network server,Network,2 - High,Network
2024-02-04 22:25:29.288839865,Luke Wilson,David Loo,2024-01-15 18:53:00,Beth Anglin,INC0000000468,Resolved,employee,2024-02-04 22:25:29.288839865,Slow internet connection on office PC,Network,2 - High,Network
2024-01-22 20:52:34.416418194,Fred Luddy,ITIL User,2024-01-16 13:59:00,Luke Wilson,INC0000000469,Closed,employee,2024-01-22 20:52:34.416418194,Cannot connect to office VPN,Network,2 - High,Network
2024-01-25 16:12:17.320030391,Charlie Whitherspoon,Don Goodliffe,2024-01-18 03:43:00,Howard Johnson,INC0000000470,Resolved,admin,2024-01-25 16:12:17.320030391,Unable to connect to the printer,Hardware,2 - High,Hardware
2024-01-26 10:19:42.452926834,Fred Luddy,David Loo,2024-01-18 07:19:00,Charlie Whitherspoon,INC0000000471,Resolved,employee,2024-01-26 10:19:42.452926834,Server maintenance required,Database,2 - High,Hardware
2024-01-22 10:41:37.049896729,Charlie Whitherspoon,Bud Richman,2024-01-18 20:21:00,Fred Luddy,INC0000000472,Resolved,employee,2024-01-22 10:41:37.049896729,Internet connection not working,Network,2 - High,Network
2024-02-01 17:47:07.605967223,Fred Luddy,David Loo,2024-01-19 06:19:00,Howard Johnson,INC0000000473,Resolved,admin,2024-02-01 17:47:07.605967223,Email server not responding,Network,1 - Critical,Network
2024-02-01 10:04:31.818276272,Howard Johnson,ITIL User,2024-01-19 07:30:00,Howard Johnson,INC0000000474,Resolved,system,2024-02-01 10:04:31.818276272,Internet connectivity issue on third floor,Network,2 - High,Network
2024-01-28 07:19:03.505115556,Fred Luddy,Don Goodliffe,2024-01-20 06:38:00,Howard Johnson,INC0000000475,Resolved,employee,2024-01-28 07:19:03.505115556,Email service disruption,Network,2 - High,Network
2024-01-23 20:05:57.891698309,Fred Luddy,David Loo,2024-01-20 20:34:00,Beth Anglin,INC0000000476,Resolved,system,2024-01-23 20:05:57.891698309,Email server outage,Network,1 - Critical,Network
2024-01-27 00:13:47.070274496,Beth Anglin,Don Goodliffe,2024-01-22 01:54:00,Howard Johnson,INC0000000477,Resolved,admin,2024-01-27 00:13:47.070274496,Cannot connect to company VPN,Network,2 - High,Network
2024-02-03 16:56:33.901839886,Beth Anglin,David Loo,2024-01-23 00:18:00,Charlie Whitherspoon,INC0000000478,Resolved,employee,2024-02-03 16:56:33.901839886,Email server outage,Network,1 - Critical,Network
2024-01-30 04:10:50.234436434,Beth Anglin,Bud Richman,2024-01-23 00:58:00,Beth Anglin,INC0000000479,Resolved,admin,2024-01-30 04:10:50.234436434,Unable to connect to wifi,Network,2 - High,Network
2024-01-25 21:46:52.068873179,Charlie Whitherspoon,Don Goodliffe,2024-01-23 10:55:00,Charlie Whitherspoon,INC0000000480,Closed,admin,2024-01-25 21:46:52.068873179,Can't access company database,Database,2 - High,Database
2024-02-04 05:06:27.332517724,Howard Johnson,David Loo,2024-01-23 22:06:00,Fred Luddy,INC0000000481,Resolved,admin,2024-02-04 05:06:27.332517724,Email server is not responding,Network,2 - High,Network
2024-01-25 11:53:00.000000000,Luke Wilson,David Loo,2024-01-24 11:53:00,Howard Johnson,INC0000000482,Resolved,system,2024-01-25 11:53:00.000000000,Unable to access server due to network outage,Network,1 - Critical,Network
2024-02-02 22:57:55.184997645,Charlie Whitherspoon,Don Goodliffe,2024-01-24 14:01:00,Fred Luddy,INC0000000483,Closed,system,2024-02-02 22:57:55.184997645,Corporate network outage detected,Network,1 - Critical,Network
2024-01-30 11:35:59.929900379,Luke Wilson,Don Goodliffe,2024-01-24 18:47:00,Luke Wilson,INC0000000484,Resolved,admin,2024-01-30 11:35:59.929900379,Unable to access database server,Database,2 - High,Database
2024-02-09 12:20:57.989786825,Beth Anglin,Bud Richman,2024-01-24 19:57:00,Beth Anglin,INC0000000485,Closed,system,2024-02-09 12:20:57.989786825,Email client is not syncing,Service Desk,2 - High,Software
2024-01-31 15:59:57.923503896,Charlie Whitherspoon,David Loo,2024-01-24 22:49:00,Beth Anglin,INC0000000486,Resolved,employee,2024-01-31 15:59:57.923503896,Cannot connect to the database,Database,2 - High,Database
2024-02-01 16:11:05.215029188,Luke Wilson,Bud Richman,2024-01-24 23:58:00,Howard Johnson,INC0000000487,Resolved,admin,2024-02-01 16:11:05.215029188,Email server down,Network,1 - Critical,Network
2024-02-08 13:47:00.706608390,Howard Johnson,Don Goodliffe,2024-01-26 10:56:00,Fred Luddy,INC0000000488,Closed,employee,2024-02-08 13:47:00.706608390,Server outage reported,Network,1 - Critical,Network
2024-01-27 22:09:00.000000000,Luke Wilson,David Loo,2024-01-26 22:09:00,Charlie Whitherspoon,INC0000000489,Closed,system,2024-01-27 22:09:00.000000000,Cannot connect to the internal database,Database,2 - High,Database
2024-02-02 17:51:25.772732588,Fred Luddy,David Loo,2024-01-27 11:19:00,Fred Luddy,INC0000000490,Resolved,employee,2024-02-02 17:51:25.772732588,Server downtime issue,Network,1 - Critical,Network
2024-02-09 09:20:57.480499701,Beth Anglin,David Loo,2024-01-27 11:59:00,Fred Luddy,INC0000000491,Resolved,admin,2024-02-09 09:20:57.480499701,Server network connectivity issue,Network,2 - High,Network
2024-02-01 15:38:44.588710199,Luke Wilson,David Loo,2024-01-28 04:48:00,Howard Johnson,INC0000000492,Resolved,admin,2024-02-01 15:38:44.588710199,Printer not responding,Hardware,2 - High,Hardware
2024-02-02 11:03:14.889641993,Luke Wilson,David Loo,2024-01-28 17:53:00,Fred Luddy,INC0000000493,Resolved,admin,2024-02-02 11:03:14.889641993,Email client not syncing properly,Software,2 - High,Software
2024-02-16 00:53:37.879972755,Howard Johnson,Bud Richman,2024-01-28 21:20:00,Howard Johnson,INC0000000494,Resolved,system,2024-02-16 00:53:37.879972755,Database connectivity issue,Database,2 - High,Database
2024-02-04 04:21:42.331910993,Howard Johnson,David Loo,2024-01-29 00:06:00,Beth Anglin,INC0000000495,Closed,employee,2024-02-04 04:21:42.331910993,Cannot connect to WiFi,Network,2 - High,Network
2024-02-13 06:30:13.095551096,Howard Johnson,David Loo,2024-01-31 01:14:00,Beth Anglin,INC0000000496,Closed,admin,2024-02-13 06:30:13.095551096,Software upgrade required,Service Desk,2 - High,Software
2024-02-12 19:52:14.955082996,Howard Johnson,David Loo,2024-01-31 10:46:00,Luke Wilson,INC0000000497,Resolved,employee,2024-02-12 19:52:14.955082996,Email application not working properly,Software,3 - Moderate,Software
2024-02-11 14:07:12.487635969,Beth Anglin,David Loo,2024-01-31 18:42:00,Howard Johnson,INC0000000498,Resolved,admin,2024-02-11 14:07:12.487635969,Cannot connect to the VPN,Network,2 - High,Network
2024-02-03 10:57:51.568952855,Fred Luddy,David Loo,2024-01-31 22:18:00,Beth Anglin,INC0000000499,Resolved,system,2024-02-03 10:57:51.568952855,Database Server Down,Database,1 - Critical,Database
