sys_updated_by,number,closed_by,state,caller_id,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority,category
system,INC0000000391,Howard Johnson,Resolved,Don Goodliffe,Luke Wilson,2023-10-25 21:56:00,2023-11-01 15:32:11.521523759,2023-11-01 15:32:11.521523759,Email server connectivity issues,Network,2 - High,Network
employee,INC0000000392,Beth Anglin,Closed,Don Goodliffe,Fred Luddy,2023-10-26 04:32:00,2023-11-01 06:01:23.492479750,2023-11-01 06:01:23.492479750,Database connection issue,Database,2 - High,Database
admin,INC0000000393,Luke Wilson,Closed,Don Goodliffe,Fred Luddy,2023-10-26 07:33:00,2023-11-05 01:18:19.954134461,2023-11-05 01:18:19.954134461,SQL server not responding,Database,1 - Critical,Database
system,INC0000000394,Howard Johnson,Closed,Don Goodliffe,Fred Luddy,2023-10-26 14:41:00,2023-10-27 20:21:47.711103901,2023-10-27 20:21:47.711103901,SQL server connectivity issues,Database,2 - High,Database
admin,INC0000000395,Howard Johnson,Closed,David Loo,Fred Luddy,2023-10-29 14:26:00,2023-11-11 14:31:36.899307582,2023-11-11 14:31:36.899307582,Database failure on server 3,Database,1 - Critical,Database
system,INC0000000396,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-10-29 16:21:00,2023-11-12 03:58:52.613353421,2023-11-12 03:58:52.613353421,Unable to access the VPN,Network,2 - High,Network
admin,INC0000000397,Howard Johnson,Resolved,ITIL User,Fred Luddy,2023-10-29 18:23:00,2023-11-10 00:53:23.585461932,2023-11-10 00:53:23.585461932,SQL server is not responding,Database,1 - Critical,Database
employee,INC0000000398,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2023-10-29 20:00:00,2023-11-03 18:00:58.727086000,2023-11-03 18:00:58.727086000,Cannot connect to database server,Database,1 - Critical,Database
admin,INC0000000399,Charlie Whitherspoon,Resolved,Don Goodliffe,Fred Luddy,2023-10-29 20:26:00,2023-11-08 04:19:53.169834945,2023-11-08 04:19:53.169834945,Failed to connect to VPN,Network,2 - High,Network
employee,INC0000000400,Luke Wilson,Resolved,Bud Richman,Fred Luddy,2023-10-29 23:03:00,2023-11-03 01:40:47.562736886,2023-11-03 01:40:47.562736886,Unable to access the company database,Database,2 - High,Database
admin,INC0000000401,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-10-30 19:42:00,2023-11-13 20:35:14.940575674,2023-11-13 20:35:14.940575674,Unable to access database,Database,2 - High,Database
employee,INC0000000402,Howard Johnson,Resolved,David Loo,Fred Luddy,2023-10-31 09:30:00,2023-11-01 09:30:00.000000000,2023-11-01 09:30:00.000000000,Internet connectivity issue,Network,2 - High,Network
admin,INC0000000403,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-11-01 12:41:00,2023-11-07 01:43:28.605535723,2023-11-07 01:43:28.605535723,Internet connectivity issues on floor 3,Network,2 - High,Network
employee,INC0000000404,Luke Wilson,Resolved,Don Goodliffe,Fred Luddy,2023-11-02 15:11:00,2023-11-03 15:11:00.000000000,2023-11-03 15:11:00.000000000,Unable to access company database,Database,2 - High,Database
employee,INC0000000405,Fred Luddy,Resolved,ITIL User,Howard Johnson,2023-11-02 23:05:00,2023-11-11 18:22:17.570767819,2023-11-11 18:22:17.570767819,Outlook keeps crashing,Software,2 - High,Software
employee,INC0000000406,Charlie Whitherspoon,Resolved,Bud Richman,Beth Anglin,2023-11-03 03:17:00,2023-11-15 08:08:33.460258178,2023-11-15 08:08:33.460258178,Cannot connect to the internet,Network,2 - High,Network
system,INC0000000407,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-11-03 04:45:00,2023-11-06 03:43:41.890184157,2023-11-06 03:43:41.890184157,Cannot connect to company VPN,Network,2 - High,Network
admin,INC0000000408,Luke Wilson,Resolved,David Loo,Fred Luddy,2023-11-03 07:44:00,2023-11-19 05:20:32.673518364,2023-11-19 05:20:32.673518364,Cannot connect to VPN,Network,2 - High,Network
admin,INC0000000409,Luke Wilson,Closed,Don Goodliffe,Fred Luddy,2023-11-06 23:54:00,2023-11-20 22:57:21.515268841,2023-11-20 22:57:21.515268841,Cannot connect to network,Network,2 - High,Network
employee,INC0000000410,Beth Anglin,Closed,Don Goodliffe,Beth Anglin,2023-11-07 05:14:00,2023-11-13 07:15:37.919371410,2023-11-13 07:15:37.919371410,Email system not functioning properly,Network,2 - High,Software
admin,INC0000000411,Luke Wilson,Closed,ITIL User,Beth Anglin,2023-11-07 20:05:00,2023-11-10 17:09:28.443997880,2023-11-10 17:09:28.443997880,Unable to connect to company VPN,Network,2 - High,Network
system,INC0000000412,Beth Anglin,Closed,ITIL User,Fred Luddy,2023-11-08 20:51:00,2023-11-16 08:41:16.620897995,2023-11-16 08:41:16.620897995,Email server is down,Network,1 - Critical,Network
employee,INC0000000413,Beth Anglin,Resolved,Don Goodliffe,Fred Luddy,2023-11-09 03:50:00,2023-11-15 10:03:24.795069039,2023-11-15 10:03:24.795069039,VPN access not working,Network,2 - High,Network
system,INC0000000414,Charlie Whitherspoon,Resolved,Bud Richman,Fred Luddy,2023-11-09 14:31:00,2023-11-13 06:59:27.247187584,2023-11-13 06:59:27.247187584,Unable to access the database,Database,2 - High,Database
admin,INC0000000415,Howard Johnson,Closed,ITIL User,Fred Luddy,2023-11-11 07:21:00,2023-11-14 12:39:00.762000159,2023-11-14 12:39:00.762000159,Unable to connect to the VPN,Network,2 - High,Network
employee,INC0000000416,Beth Anglin,Closed,Bud Richman,Fred Luddy,2023-11-11 19:52:00,2023-11-16 12:41:34.335625135,2023-11-16 12:41:34.335625135,Login access issue,Service Desk,2 - High,Software
employee,INC0000000417,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2023-11-12 21:30:00,2023-11-15 16:47:36.921302439,2023-11-15 16:47:36.921302439,Unable to connect to the database server,Database,2 - High,Database
system,INC0000000418,Luke Wilson,Closed,ITIL User,Charlie Whitherspoon,2023-11-13 03:46:00,2023-11-19 12:25:10.779672355,2023-11-19 12:25:10.779672355,Printing issues in office 3F,Hardware,2 - High,Hardware
system,INC0000000419,Charlie Whitherspoon,Resolved,Don Goodliffe,Fred Luddy,2023-11-13 18:17:00,2023-11-24 12:54:18.130765335,2023-11-24 12:54:18.130765335,Database connection issue in production,Database,2 - High,Database
admin,INC0000000420,Howard Johnson,Resolved,David Loo,Fred Luddy,2023-11-14 03:12:00,2023-11-20 00:31:45.502647150,2023-11-20 00:31:45.502647150,Cannot connect to the VPN,Network,2 - High,Network
admin,INC0000000421,Fred Luddy,Resolved,David Loo,Fred Luddy,2023-11-14 04:55:00,2023-11-21 05:55:18.428970435,2023-11-21 05:55:18.428970435,Cannot connect to office Wi-Fi,Network,2 - High,Network
admin,INC0000000422,Fred Luddy,Resolved,Don Goodliffe,Fred Luddy,2023-11-14 08:14:00,2023-11-19 12:34:31.507522579,2023-11-19 12:34:31.507522579,Unable to access shared drive,Network,2 - High,Software
system,INC0000000423,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-11-14 22:58:00,2023-11-24 00:38:36.707182854,2023-11-24 00:38:36.707182854,Service request for VPN setup,Network,3 - Moderate,Network
system,INC0000000424,Charlie Whitherspoon,Resolved,Bud Richman,Fred Luddy,2023-11-15 05:27:00,2023-11-24 14:22:15.581697468,2023-11-24 14:22:15.581697468,Internet Connection Issue in Meeting Room 3,Network,3 - Moderate,Network
system,INC0000000425,Beth Anglin,Closed,David Loo,Fred Luddy,2023-11-15 06:22:00,2023-11-28 20:10:47.973233893,2023-11-28 20:10:47.973233893,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000426,Luke Wilson,Closed,Bud Richman,Fred Luddy,2023-11-15 09:17:00,2023-11-23 09:30:26.548174506,2023-11-23 09:30:26.548174506,Unable to access VPN,Network,2 - High,Network
admin,INC0000000427,Luke Wilson,Resolved,David Loo,Fred Luddy,2023-11-15 13:47:00,2023-11-28 22:47:08.657038774,2023-11-28 22:47:08.657038774,Unable to connect to VPN,Network,2 - High,Network
admin,INC0000000428,Fred Luddy,Resolved,ITIL User,Fred Luddy,2023-11-16 05:16:00,2023-11-25 13:08:22.953414558,2023-11-25 13:08:22.953414558,Unable to access email,Service Desk,2 - High,Software
system,INC0000000429,Beth Anglin,Resolved,Don Goodliffe,Luke Wilson,2023-11-16 17:30:00,2023-11-24 21:03:52.312929276,2023-11-24 21:03:52.312929276,Unable to access the internet,Network,2 - High,Network
employee,INC0000000430,Beth Anglin,Closed,Don Goodliffe,Fred Luddy,2023-11-17 10:58:00,2023-11-24 10:48:36.973040809,2023-11-24 10:48:36.973040809,Email client not responding,Software,2 - High,Software
admin,INC0000000431,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-11-18 09:57:00,2023-11-21 11:24:22.422343864,2023-11-21 11:24:22.422343864,Cannot connect to VPN,Network,2 - High,Network
system,INC0000000432,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-11-18 20:36:00,2023-11-25 08:23:52.775401219,2023-11-25 08:23:52.775401219,Internet connection issue,Network,2 - High,Network
system,INC0000000433,Luke Wilson,Closed,David Loo,Beth Anglin,2023-11-20 00:30:00,2023-11-26 23:19:49.000571190,2023-11-26 23:19:49.000571190,Can't connect to office wifi,Network,2 - High,Network
system,INC0000000434,Howard Johnson,Resolved,Bud Richman,Beth Anglin,2023-11-22 12:13:00,2023-11-23 12:13:00.000000000,2023-11-23 12:13:00.000000000,Cannot connect to VPN,Network,2 - High,Network
employee,INC0000000435,Howard Johnson,Closed,Bud Richman,Fred Luddy,2023-11-23 07:08:00,2023-12-01 01:06:46.141595099,2023-12-01 01:06:46.141595099,Issue with database connection,Database,3 - Moderate,Database
system,INC0000000436,Charlie Whitherspoon,Closed,ITIL User,Luke Wilson,2023-11-24 22:57:00,2023-12-02 02:26:45.311162767,2023-12-02 02:26:45.311162767,Email server is not responding,Network,2 - High,Hardware
system,INC0000000437,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2023-11-25 05:25:00,2023-11-26 05:25:00.000000000,2023-11-26 05:25:00.000000000,Error during software installation,Service Desk,2 - High,Software
employee,INC0000000438,Howard Johnson,Resolved,Bud Richman,Fred Luddy,2023-11-25 10:26:00,2023-11-30 18:23:35.016774134,2023-11-30 18:23:35.016774134,Database Error on HR System,Database,2 - High,Database
employee,INC0000000439,Beth Anglin,Closed,ITIL User,Fred Luddy,2023-11-26 05:55:00,2023-12-16 11:14:35.620885961,2023-12-16 11:14:35.620885961,Cannot access external database,Database,2 - High,Database
system,INC0000000440,Charlie Whitherspoon,Closed,ITIL User,Fred Luddy,2023-11-26 06:40:00,2023-11-30 17:15:28.392447388,2023-11-30 17:15:28.392447388,Cannot connect to the database,Database,2 - High,Database
system,INC0000000441,Beth Anglin,Closed,ITIL User,Fred Luddy,2023-11-27 01:33:00,2023-12-06 04:17:35.942828169,2023-12-06 04:17:35.942828169,Email system not working,Network,2 - High,Software
admin,INC0000000442,Howard Johnson,Resolved,ITIL User,Fred Luddy,2023-11-28 03:49:00,2023-12-05 06:07:46.775268765,2023-12-05 06:07:46.775268765,Need assistance with database connection,Database,3 - Moderate,Database
employee,INC0000000443,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-11-28 12:55:00,2023-12-07 08:45:37.731817897,2023-12-07 08:45:37.731817897,Software update fail on workstation,Software,2 - High,Software
system,INC0000000444,Fred Luddy,Resolved,Bud Richman,Howard Johnson,2023-11-28 13:07:00,2023-12-15 01:29:02.357967903,2023-12-15 01:29:02.357967903,Cannot access internal database,Database,2 - High,Database
admin,INC0000000445,Howard Johnson,Resolved,David Loo,Fred Luddy,2023-11-30 06:18:00,2023-12-03 22:42:29.295550463,2023-12-03 22:42:29.295550463,Cannot connect to the VPN,Network,2 - High,Network
admin,INC0000000446,Fred Luddy,Closed,Don Goodliffe,Fred Luddy,2023-11-30 19:20:00,2023-12-14 02:53:02.510330753,2023-12-14 02:53:02.510330753,Cannot connect to office VPN,Network,1 - Critical,Network
employee,INC0000000447,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-12-02 15:37:00,2023-12-15 20:29:27.462543123,2023-12-15 20:29:27.462543123,Server crashed unexpectedly,Network,1 - Critical,Hardware
system,INC0000000448,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-12-02 20:32:00,2023-12-03 20:32:00.000000000,2023-12-03 20:32:00.000000000,Cannot connect to VPN,Network,2 - High,Network
employee,INC0000000449,Beth Anglin,Resolved,Bud Richman,Fred Luddy,2023-12-04 12:59:00,2023-12-20 04:57:41.261456826,2023-12-20 04:57:41.261456826,Email service unavailable,Network,2 - High,Network
employee,INC0000000450,Fred Luddy,Resolved,David Loo,Fred Luddy,2023-12-04 13:25:00,2023-12-09 20:39:48.795567521,2023-12-09 20:39:48.795567521,Email server is down,Network,1 - Critical,Network
admin,INC0000000451,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-12-05 23:59:00,2023-12-09 21:36:03.421553117,2023-12-09 21:36:03.421553117,Connection issue in main office,Network,2 - High,Network
employee,INC0000000452,Howard Johnson,Closed,Bud Richman,Fred Luddy,2023-12-06 01:05:00,2023-12-13 23:27:19.850837483,2023-12-13 23:27:19.850837483,Issues with VPN connectivity,Network,2 - High,Network
system,INC0000000453,Luke Wilson,Resolved,David Loo,Fred Luddy,2023-12-06 06:05:00,2023-12-11 19:54:05.248240703,2023-12-11 19:54:05.248240703,Unable to access email,Service Desk,2 - High,Network
system,INC0000000454,Howard Johnson,Closed,Don Goodliffe,Fred Luddy,2023-12-08 04:08:00,2023-12-20 04:24:40.307080849,2023-12-20 04:24:40.307080849,Unable to establish VPN connection,Network,2 - High,Network
employee,INC0000000455,Beth Anglin,Closed,ITIL User,Charlie Whitherspoon,2023-12-11 09:24:00,2023-12-20 14:32:38.469676221,2023-12-20 14:32:38.469676221,Cannot connect to the local Database,Database,2 - High,Database
system,INC0000000456,Howard Johnson,Resolved,ITIL User,Fred Luddy,2023-12-11 15:04:00,2023-12-26 03:31:52.244516178,2023-12-26 03:31:52.244516178,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000457,Howard Johnson,Closed,Don Goodliffe,Fred Luddy,2023-12-13 11:40:00,2023-12-19 02:14:32.525791932,2023-12-19 02:14:32.525791932,Server network issues reported,Network,2 - High,Network
admin,INC0000000458,Beth Anglin,Resolved,ITIL User,Fred Luddy,2023-12-14 09:09:00,2023-12-20 01:31:41.835930050,2023-12-20 01:31:41.835930050,Internet connection unstable,Network,2 - High,Network
admin,INC0000000459,Luke Wilson,Closed,David Loo,Howard Johnson,2023-12-14 17:29:00,2023-12-18 21:12:35.351099327,2023-12-18 21:12:35.351099327,Outlook keeps crashing intermittently,Software,2 - High,Software
employee,INC0000000460,Fred Luddy,Closed,Bud Richman,Fred Luddy,2023-12-15 22:39:00,2023-12-20 06:39:11.008321661,2023-12-20 06:39:11.008321661,Outlook not responding,Service Desk,2 - High,Software
admin,INC0000000461,Fred Luddy,Resolved,Bud Richman,Fred Luddy,2023-12-16 03:10:00,2023-12-25 03:44:27.947950836,2023-12-25 03:44:27.947950836,Database Connection Problem,Database,2 - High,Database
system,INC0000000462,Charlie Whitherspoon,Closed,ITIL User,Howard Johnson,2023-12-16 17:01:00,2023-12-22 01:10:44.846562310,2023-12-22 01:10:44.846562310,Unable to access certain database,Database,2 - High,Database
admin,INC0000000463,Howard Johnson,Resolved,ITIL User,Fred Luddy,2023-12-18 00:49:00,2024-01-04 12:07:19.965362318,2024-01-04 12:07:19.965362318,Cannot connect to VPN,Network,2 - High,Network
employee,INC0000000464,Charlie Whitherspoon,Resolved,ITIL User,Fred Luddy,2023-12-18 02:56:00,2023-12-27 16:27:06.940893560,2023-12-27 16:27:06.940893560,Database connection is slow,Database,2 - High,Database
system,INC0000000465,Charlie Whitherspoon,Resolved,Don Goodliffe,Fred Luddy,2023-12-18 09:02:00,2023-12-29 13:22:58.591533422,2023-12-29 13:22:58.591533422,Unable to access company's VPN,Network,2 - High,Network
employee,INC0000000466,Charlie Whitherspoon,Closed,Bud Richman,Fred Luddy,2023-12-18 13:48:00,2023-12-31 02:44:43.924906835,2023-12-31 02:44:43.924906835,Email client not syncing properly,Software,3 - Moderate,Software
system,INC0000000467,Charlie Whitherspoon,Resolved,Don Goodliffe,Howard Johnson,2023-12-19 13:42:00,2023-12-23 03:21:39.383917982,2023-12-23 03:21:39.383917982,VPN connectivity issue,Network,2 - High,Network
admin,INC0000000468,Howard Johnson,Resolved,David Loo,Fred Luddy,2023-12-20 00:13:00,2024-01-07 15:07:39.897618744,2024-01-07 15:07:39.897618744,Unable to access database,Database,2 - High,Database
admin,INC0000000469,Fred Luddy,Resolved,Don Goodliffe,Beth Anglin,2023-12-21 01:47:00,2023-12-24 02:30:29.341342477,2023-12-24 02:30:29.341342477,Cannot connect to the WiFi,Network,2 - High,Network
system,INC0000000470,Luke Wilson,Resolved,Bud Richman,Fred Luddy,2023-12-22 03:46:00,2023-12-24 09:12:14.456538716,2023-12-24 09:12:14.456538716,Email server connectivity issue,Network,2 - High,Network
employee,INC0000000471,Luke Wilson,Closed,Don Goodliffe,Beth Anglin,2023-12-23 22:48:00,2023-12-25 13:06:16.170629110,2023-12-25 13:06:16.170629110,Email server down unexpectedly,Network,1 - Critical,Network
system,INC0000000472,Howard Johnson,Resolved,Bud Richman,Beth Anglin,2023-12-25 14:58:00,2024-01-02 15:42:46.268239036,2024-01-02 15:42:46.268239036,Email Server Crash,Network,1 - Critical,Network
admin,INC0000000473,Luke Wilson,Closed,Don Goodliffe,Fred Luddy,2023-12-25 21:08:00,2024-01-03 19:25:17.010071891,2024-01-03 19:25:17.010071891,Cannot connect to company server,Network,2 - High,Network
employee,INC0000000474,Fred Luddy,Closed,Don Goodliffe,Fred Luddy,2023-12-26 00:31:00,2023-12-31 15:34:27.462865547,2023-12-31 15:34:27.462865547,Email server not responding,Network,2 - High,Network
system,INC0000000475,Fred Luddy,Resolved,David Loo,Fred Luddy,2023-12-27 00:58:00,2023-12-31 16:23:25.981764244,2023-12-31 16:23:25.981764244,Can't connect to office VPN,Network,1 - Critical,Network
employee,INC0000000476,Howard Johnson,Closed,ITIL User,Fred Luddy,2023-12-27 19:35:00,2024-01-03 14:31:08.036536639,2024-01-03 14:31:08.036536639,Unable to access the database,Database,2 - High,Database
admin,INC0000000477,Luke Wilson,Closed,ITIL User,Fred Luddy,2023-12-31 01:45:00,2024-01-06 10:21:27.614097572,2024-01-06 10:21:27.614097572,Cannot connect to VPN,Network,2 - High,Network
admin,INC0000000478,Charlie Whitherspoon,Resolved,Bud Richman,Howard Johnson,2024-01-01 01:20:00,2024-01-10 14:04:59.893617991,2024-01-10 14:04:59.893617991,Unable to access company VPN,Network,2 - High,Network
employee,INC0000000479,Charlie Whitherspoon,Resolved,Bud Richman,Fred Luddy,2024-01-03 13:02:00,2024-01-19 01:29:59.149920809,2024-01-19 01:29:59.149920809,Email client not syncing properly,Service Desk,2 - High,Software
system,INC0000000480,Fred Luddy,Resolved,Bud Richman,Fred Luddy,2024-01-03 18:23:00,2024-01-10 12:35:22.906233477,2024-01-10 12:35:22.906233477,Database connection issue,Database,2 - High,Database
employee,INC0000000481,Howard Johnson,Resolved,Don Goodliffe,Luke Wilson,2024-01-04 01:55:00,2024-01-12 08:06:22.681301132,2024-01-12 08:06:22.681301132,Email server not responding,Network,2 - High,Network
admin,INC0000000482,Howard Johnson,Closed,ITIL User,Fred Luddy,2024-01-04 14:39:00,2024-01-12 20:01:09.922324488,2024-01-12 20:01:09.922324488,Internet connection dropping frequently,Network,2 - High,Network
admin,INC0000000483,Howard Johnson,Resolved,David Loo,Fred Luddy,2024-01-06 18:20:00,2024-01-15 07:45:56.819904402,2024-01-15 07:45:56.819904402,Internet connection issue,Network,2 - High,Network
system,INC0000000484,Beth Anglin,Resolved,Bud Richman,Fred Luddy,2024-01-09 05:34:00,2024-01-21 01:02:39.729853090,2024-01-21 01:02:39.729853090,Cannot connect to local database,Database,2 - High,Database
employee,INC0000000485,Fred Luddy,Resolved,David Loo,Fred Luddy,2024-01-09 14:31:00,2024-01-12 05:22:38.225649088,2024-01-12 05:22:38.225649088,Printer malfunctioning,Hardware,2 - High,Hardware
employee,INC0000000486,Luke Wilson,Closed,ITIL User,Fred Luddy,2024-01-12 06:42:00,2024-01-22 03:03:26.551717369,2024-01-22 03:03:26.551717369,Email services not working properly,Network,2 - High,Software
system,INC0000000487,Howard Johnson,Closed,Bud Richman,Fred Luddy,2024-01-12 18:26:00,2024-01-13 18:26:00.000000000,2024-01-13 18:26:00.000000000,Unable to access email account,Network,2 - High,Software
employee,INC0000000488,Howard Johnson,Resolved,ITIL User,Fred Luddy,2024-01-16 21:20:00,2024-01-17 21:20:00.000000000,2024-01-17 21:20:00.000000000,Unable to connect to VPN,Network,2 - High,Network
system,INC0000000489,Fred Luddy,Resolved,David Loo,Fred Luddy,2024-01-17 10:40:00,2024-01-25 19:01:40.180240941,2024-01-25 19:01:40.180240941,Login issue in the accounting software,Service Desk,2 - High,Software
admin,INC0000000490,Luke Wilson,Closed,David Loo,Fred Luddy,2024-01-18 09:13:00,2024-01-31 03:37:58.804524648,2024-01-31 03:37:58.804524648,Email server connectivity issue,Network,2 - High,Network
admin,INC0000000491,Beth Anglin,Resolved,Bud Richman,Fred Luddy,2024-01-19 06:08:00,2024-01-29 09:47:55.761249320,2024-01-29 09:47:55.761249320,Email syncing issue on mobile device,Service Desk,3 - Moderate,Software
employee,INC0000000492,Beth Anglin,Closed,Don Goodliffe,Fred Luddy,2024-01-19 11:07:00,2024-01-24 00:03:32.431342848,2024-01-24 00:03:32.431342848,Issue with database connection,Database,2 - High,Database
admin,INC0000000493,Howard Johnson,Resolved,Don Goodliffe,Fred Luddy,2024-01-19 12:15:00,2024-01-20 12:15:00.000000000,2024-01-20 12:15:00.000000000,Error in database connectivity,Database,2 - High,Database
employee,INC0000000494,Fred Luddy,Resolved,Don Goodliffe,Fred Luddy,2024-01-20 03:48:00,2024-01-26 17:41:02.210938001,2024-01-26 17:41:02.210938001,Error installing new software,Software,2 - High,Software
admin,INC0000000495,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2024-01-26 05:48:00,2024-01-29 04:44:51.529077250,2024-01-29 04:44:51.529077250,Cannot connect to database server,Database,1 - Critical,Database
system,INC0000000496,Howard Johnson,Closed,Bud Richman,Fred Luddy,2024-01-27 23:05:00,2024-02-06 21:24:11.842168493,2024-02-06 21:24:11.842168493,Database connection issue,Database,1 - Critical,Database
employee,INC0000000497,Howard Johnson,Closed,Bud Richman,Fred Luddy,2024-01-28 10:12:00,2024-02-06 14:06:07.077150138,2024-02-06 14:06:07.077150138,Internet connection issues,Network,2 - High,Network
employee,INC0000000498,Charlie Whitherspoon,Closed,ITIL User,Fred Luddy,2024-01-30 08:00:00,2024-02-09 18:09:13.799419099,2024-02-09 18:09:13.799419099,Database server experiencing high latency,Database,2 - High,Database
admin,INC0000000499,Fred Luddy,Resolved,Don Goodliffe,Fred Luddy,2024-01-30 15:24:00,2024-02-04 15:21:32.978788539,2024-02-04 15:21:32.978788539,Password reset needed for account,Service Desk,2 - High,Inquiry / Help
