category,state,closed_at,opened_at,closed_by,number,sys_updated_by,location,assigned_to,caller_id,sys_updated_on,short_description,priority,assignement_group,user_satisfaction_score,rca_category,users_affected,estimated_cost,resolution_method
Database,Closed,2024-02-01 02:14:30.096751951,2023-09-06 12:24:00,Fred Luddy,INC0000000044,employee,United States,Beth Anglin,ITIL User,2023-08-21 08:48:34.847604103,There was an issue,4 - Low,Database,4,Third-party Service Issue,75,7342.1533793166,Software Update
Hardware,Resolved,2023-08-13 15:36:00.000000000,2023-09-07 03:40:00,Fred Luddy,INC0000000154,system,United States,Howard Johnson,David Loo,2024-02-08 06:58:35.863529275,There was an issue,1 - Critical,Hardware,3,Configuration Error,757,62487.29568907535,Apply Patch
Network,Closed,2023-06-29 12:44:20.753397452,2023-09-07 17:44:00,Fred Luddy,INC0000000375,system,Australia,Howard Johnson,Bud Richman,2023-09-28 19:04:36.066288946,There was an issue,1 - Critical,Network,5,User Error,271,22508.636972300792,Hardware Replacement
Software,Closed,2023-08-19 10:57:00.000000000,2023-09-08 07:01:00,Luke Wilson,INC0000000046,system,UK,Howard Johnson,Don Goodliffe,2023-07-25 09:09:00.000000000,There was an issue,2 - High,Software,5,Configuration Error,960,53026.75249001653,Restart Service
Hardware,Resolved,2023-04-08 15:04:33.153395278,2023-09-08 17:14:00,Howard Johnson,INC0000000340,employee,Canada,Howard Johnson,ITIL User,2024-01-21 17:52:21.410495977,There was an issue,3 - Moderate,Hardware,1,Network Problem,774,37232.595367573624,Software Update
Inquiry / Help,Resolved,2023-10-31 00:43:50.133149704,2023-09-11 18:57:00,Beth Anglin,INC0000000180,system,India,Beth Anglin,David Loo,2023-01-12 10:23:00.628645777,There was an issue,3 - Moderate,Inquiry / Help,1,User Error,799,55257.196546484716,User Training
Database,Closed,2023-06-30 06:01:54.007909417,2023-09-12 15:43:00,Howard Johnson,INC0000000486,admin,Canada,Charlie Whitherspoon,Don Goodliffe,2023-01-24 18:39:21.848415555,There was an issue,2 - High,Database,2,User Error,176,4857.013273072279,Restart Service
Database,Closed,2024-01-24 00:12:58.375121721,2023-09-13 03:14:00,Luke Wilson,INC0000000076,admin,United States,Howard Johnson,David Loo,2024-01-21 13:40:00.000000000,There was an issue,1 - Critical,Database,1,User Error,953,63078.01009661101,Software Update
Inquiry / Help,Closed,2023-12-07 19:08:00.907490315,2023-09-13 23:38:00,Howard Johnson,INC0000000279,system,UK,Fred Luddy,David Loo,2023-05-29 16:00:46.480174225,There was an issue,1 - Critical,Inquiry / Help,2,Software Bug,507,28927.907990783107,User Training
Database,Closed,2023-11-19 08:35:26.721892000,2023-09-14 10:29:00,Luke Wilson,INC0000000021,admin,United States,Charlie Whitherspoon,Don Goodliffe,2023-11-23 08:35:34.467772083,There was an issue,2 - High,Database,1,Network Problem,550,18576.74347998102,Hardware Replacement
Inquiry / Help,Resolved,2023-09-28 19:04:36.066288946,2023-09-14 10:58:00,Beth Anglin,INC0000000346,admin,Australia,Luke Wilson,ITIL User,2023-06-22 02:33:39.410009617,There was an issue,1 - Critical,Inquiry / Help,5,Network Problem,14,492.71216512179524,Software Update
Database,Resolved,2023-09-22 13:11:16.460337579,2023-09-14 13:00:00,Howard Johnson,INC0000000438,admin,United States,Fred Luddy,ITIL User,2023-11-04 10:27:01.152081419,There was an issue,4 - Low,Database,4,Hardware Failure,189,5096.4322665906875,User Training
Software,Closed,2023-01-30 01:44:17.443653956,2023-09-14 15:54:00,Fred Luddy,INC0000000255,system,UK,Fred Luddy,ITIL User,2023-09-11 18:47:05.423433239,There was an issue,1 - Critical,Software,4,Third-party Service Issue,797,54324.94441019427,Configuration Change
Inquiry / Help,Resolved,2023-08-22 19:11:00.000000000,2023-09-15 05:28:00,Luke Wilson,INC0000000410,employee,Canada,Howard Johnson,David Loo,2023-07-20 02:37:10.813279462,There was an issue,1 - Critical,Inquiry / Help,5,Hardware Failure,869,51895.4506145852,Hardware Replacement
Inquiry / Help,Resolved,2023-07-31 04:33:45.303280610,2023-09-16 09:18:00,Charlie Whitherspoon,INC0000000148,employee,UK,Luke Wilson,ITIL User,2023-07-31 00:33:13.437296119,There was an issue,1 - Critical,Inquiry / Help,3,Configuration Error,795,69274.4142869081,Configuration Change
Network,Resolved,2023-03-13 09:38:15.903837660,2023-09-16 09:20:00,Luke Wilson,INC0000000085,admin,Australia,Fred Luddy,David Loo,2023-07-20 09:47:52.908236069,There was an issue,4 - Low,Network,5,User Error,114,5042.504914679827,Apply Patch
Inquiry / Help,Closed,2023-05-13 14:49:23.379483573,2023-09-18 03:29:00,Beth Anglin,INC0000000430,admin,United States,Luke Wilson,ITIL User,2023-02-05 00:09:42.176650334,There was an issue,2 - High,Inquiry / Help,5,Software Bug,719,56362.361969959195,Configuration Change
Database,Resolved,2023-04-13 02:17:59.600859991,2023-09-19 03:45:00,Luke Wilson,INC0000000444,system,Australia,Fred Luddy,ITIL User,2023-12-14 13:02:12.152455924,There was an issue,2 - High,Database,1,Hardware Failure,134,9821.938584164078,Restart Service
Database,Closed,2023-08-19 05:22:39.220366354,2023-09-19 08:44:00,Howard Johnson,INC0000000191,admin,United States,Luke Wilson,Bud Richman,2023-08-04 04:46:10.581661057,There was an issue,4 - Low,Database,3,Hardware Failure,144,14343.938738189423,User Training
Hardware,Closed,2023-09-11 18:47:05.423433239,2023-09-20 06:22:00,Luke Wilson,INC0000000436,admin,India,Howard Johnson,ITIL User,2023-06-29 12:44:20.753397452,There was an issue,4 - Low,Hardware,4,Configuration Error,640,49348.25862633883,User Training
Software,Closed,2023-05-31 14:07:51.086048950,2023-09-20 20:36:00,Charlie Whitherspoon,INC0000000143,employee,Canada,Charlie Whitherspoon,David Loo,2023-12-17 00:37:06.937192986,There was an issue,1 - Critical,Software,5,Third-party Service Issue,743,67946.2684036737,Restart Service
Inquiry / Help,Resolved,2024-01-16 19:13:13.303553162,2023-09-21 05:32:00,Luke Wilson,INC0000000117,employee,UK,Fred Luddy,ITIL User,2023-09-14 16:03:56.241021820,There was an issue,1 - Critical,Inquiry / Help,5,Third-party Service Issue,907,73948.25542558567,Software Update
Software,Closed,2023-08-01 00:45:22.754376187,2023-09-21 14:49:00,Charlie Whitherspoon,INC0000000348,admin,United States,Fred Luddy,David Loo,2023-03-02 18:17:24.556975522,There was an issue,1 - Critical,Software,4,Network Problem,513,30477.431317699353,Restart Service
Inquiry / Help,Closed,2023-09-18 19:43:08.637023310,2023-09-21 21:14:00,Charlie Whitherspoon,INC0000000060,system,UK,Charlie Whitherspoon,ITIL User,2023-11-23 15:56:17.027339265,There was an issue,1 - Critical,Inquiry / Help,1,User Error,194,9604.222043583615,Hardware Replacement
Software,Resolved,2023-09-13 01:47:32.680016461,2023-09-21 23:53:00,Fred Luddy,INC0000000246,system,UK,Beth Anglin,Bud Richman,2023-02-18 18:49:23.647006730,There was an issue,2 - High,Software,3,Software Bug,426,16350.964524140387,Apply Patch
Software,Closed,2023-10-10 07:28:02.225169681,2023-09-24 10:56:00,Fred Luddy,INC0000000262,system,Canada,Fred Luddy,Bud Richman,2023-04-13 19:24:58.346273013,There was an issue,4 - Low,Software,1,Configuration Error,579,24633.575213603603,Configuration Change
Database,Closed,2023-10-11 11:31:18.203048562,2023-09-24 13:55:00,Beth Anglin,INC0000000463,system,United States,Howard Johnson,Bud Richman,2023-09-26 02:31:00.000000000,There was an issue,3 - Moderate,Database,4,Hardware Failure,923,36850.049339147816,Configuration Change
Network,Resolved,2023-07-14 21:15:31.584390518,2023-09-25 02:31:00,Luke Wilson,INC0000000297,admin,India,Fred Luddy,David Loo,2023-10-05 10:37:47.028545047,There was an issue,1 - Critical,Network,4,Network Problem,952,58327.40870430357,User Training
Inquiry / Help,Resolved,2023-04-17 11:40:20.915287122,2023-09-25 19:21:00,Luke Wilson,INC0000000236,admin,UK,Beth Anglin,Bud Richman,2023-08-02 05:44:00.000000000,There was an issue,3 - Moderate,Inquiry / Help,2,User Error,652,29593.835834929872,Configuration Change
Inquiry / Help,Closed,2023-12-01 04:31:00.000000000,2023-09-25 20:40:00,Fred Luddy,INC0000000270,system,Australia,Luke Wilson,Don Goodliffe,2023-03-22 15:24:16.646216503,There was an issue,4 - Low,Inquiry / Help,5,User Error,7,626.6804354250052,Restart Service
Software,Resolved,2023-08-24 03:39:08.172397201,2023-09-25 20:56:00,Fred Luddy,INC0000000186,admin,Canada,Beth Anglin,Don Goodliffe,2023-03-11 13:42:59.511508874,There was an issue,3 - Moderate,Software,1,Network Problem,46,3783.8715275543445,Hardware Replacement
Hardware,Resolved,2023-09-22 23:55:17.560026848,2023-09-26 00:01:00,Charlie Whitherspoon,INC0000000197,system,Australia,Luke Wilson,Don Goodliffe,2023-09-13 01:47:32.680016461,There was an issue,2 - High,Hardware,2,Configuration Error,470,34242.61939374652,Restart Service
Database,Resolved,2023-09-13 05:14:51.293532720,2023-09-26 06:11:00,Howard Johnson,INC0000000403,system,India,Beth Anglin,Don Goodliffe,2023-09-21 01:28:06.686513687,There was an issue,2 - High,Database,1,Configuration Error,366,15448.70367346547,Restart Service
Inquiry / Help,Resolved,2023-07-23 16:38:46.547163481,2023-09-27 00:04:00,Beth Anglin,INC0000000208,system,United States,Beth Anglin,Bud Richman,2023-12-26 08:26:25.509637696,There was an issue,2 - High,Inquiry / Help,5,Hardware Failure,633,60359.31372905006,Hardware Replacement
Hardware,Resolved,2023-11-14 12:04:58.180425139,2023-09-27 23:08:00,Charlie Whitherspoon,INC0000000232,system,Australia,Howard Johnson,Don Goodliffe,2023-12-11 12:52:00.000000000,There was an issue,4 - Low,Hardware,4,Hardware Failure,60,1197.1313534463543,Restart Service
Hardware,Resolved,2023-06-05 23:47:52.328722644,2023-09-28 01:57:00,Fred Luddy,INC0000000324,employee,India,Beth Anglin,ITIL User,2023-07-08 04:48:00.000000000,There was an issue,3 - Moderate,Hardware,4,User Error,647,31978.27696851476,Software Update
Hardware,Resolved,2023-10-18 00:52:00.000000000,2023-09-28 13:16:00,Howard Johnson,INC0000000209,system,Canada,Luke Wilson,Bud Richman,2023-11-22 14:54:17.505991208,There was an issue,1 - Critical,Hardware,2,User Error,521,31769.04843874694,Apply Patch
Database,Resolved,2023-02-05 14:01:58.932181130,2023-09-29 02:59:00,Luke Wilson,INC0000000052,system,Canada,Beth Anglin,David Loo,2023-08-02 05:21:25.991706511,There was an issue,2 - High,Database,4,Software Bug,486,5057.105244551454,Software Update
Database,Closed,2023-03-18 09:32:55.751173465,2023-09-30 07:14:00,Luke Wilson,INC0000000238,admin,Canada,Fred Luddy,David Loo,2023-06-08 17:00:00.000000000,There was an issue,2 - High,Database,2,Software Bug,914,39179.95570793454,Restart Service
Software,Closed,2023-08-07 18:21:44.544015394,2023-09-30 14:37:00,Beth Anglin,INC0000000176,employee,India,Charlie Whitherspoon,David Loo,2023-07-30 12:07:08.997531852,There was an issue,4 - Low,Software,2,Network Problem,462,39150.47950881018,Software Update
Inquiry / Help,Closed,2023-03-18 07:40:00.000000000,2023-10-01 18:20:00,Howard Johnson,INC0000000104,system,Canada,Howard Johnson,David Loo,2023-01-24 10:21:12.713928509,There was an issue,2 - High,Inquiry / Help,5,Network Problem,238,13528.70422441337,Apply Patch
Network,Closed,2023-12-17 23:44:55.013288975,2023-10-01 20:05:00,Luke Wilson,INC0000000122,admin,Canada,Howard Johnson,David Loo,2023-06-13 22:57:17.038108358,There was an issue,1 - Critical,Network,2,Network Problem,102,8424.530466102184,Software Update
Database,Resolved,2023-04-14 10:00:00.000000000,2023-10-02 01:05:00,Beth Anglin,INC0000000165,employee,UK,Luke Wilson,Bud Richman,2023-12-01 23:08:08.172813661,There was an issue,4 - Low,Database,4,Software Bug,822,56836.48618336775,Configuration Change
Software,Closed,2023-08-02 04:32:04.560171158,2023-10-02 20:23:00,Fred Luddy,INC0000000350,admin,United States,Howard Johnson,ITIL User,2023-01-23 02:21:48.999352525,There was an issue,3 - Moderate,Software,2,Third-party Service Issue,624,22141.160221871796,Configuration Change
Network,Resolved,2023-12-01 23:08:08.172813661,2023-10-03 07:12:00,Howard Johnson,INC0000000182,employee,India,Luke Wilson,Don Goodliffe,2023-11-15 18:59:00.000000000,There was an issue,3 - Moderate,Network,1,Network Problem,282,14682.355810128554,Configuration Change
Hardware,Resolved,2023-02-09 20:37:54.209291607,2023-10-03 08:47:00,Fred Luddy,INC0000000360,system,UK,Fred Luddy,Bud Richman,2023-07-31 04:33:45.303280610,There was an issue,4 - Low,Hardware,3,Hardware Failure,622,28809.534859500167,Hardware Replacement
Network,Resolved,2024-01-06 13:12:25.109624389,2023-10-03 11:29:00,Charlie Whitherspoon,INC0000000364,employee,UK,Fred Luddy,Bud Richman,2023-08-08 20:25:25.735379947,There was an issue,4 - Low,Network,1,Software Bug,17,401.52865926192374,User Training
Network,Closed,2023-06-29 19:11:43.933822843,2023-10-03 14:29:00,Charlie Whitherspoon,INC0000000027,admin,India,Fred Luddy,David Loo,2023-12-13 03:48:19.521259680,There was an issue,3 - Moderate,Network,3,Third-party Service Issue,60,1279.536205200015,Hardware Replacement
Inquiry / Help,Resolved,2023-07-06 13:13:24.843387226,2023-10-04 21:50:00,Howard Johnson,INC0000000234,employee,Canada,Beth Anglin,Don Goodliffe,2023-11-01 13:29:20.811811166,There was an issue,4 - Low,Inquiry / Help,5,Network Problem,10,367.0607393118745,User Training
Network,Resolved,2023-12-09 22:53:40.047263709,2023-10-05 06:17:00,Charlie Whitherspoon,INC0000000326,system,UK,Beth Anglin,Bud Richman,2023-05-06 08:53:56.696181202,There was an issue,3 - Moderate,Network,5,Hardware Failure,415,21411.42693880788,Software Update
Inquiry / Help,Closed,2023-05-27 02:04:45.048501853,2023-10-05 12:36:00,Beth Anglin,INC0000000158,system,Canada,Fred Luddy,David Loo,2023-04-08 15:04:33.153395278,There was an issue,2 - High,Inquiry / Help,2,Network Problem,207,12605.126138578058,Restart Service
Network,Resolved,2023-10-07 15:02:09.446606967,2023-10-06 14:02:00,Luke Wilson,INC0000000132,employee,India,Beth Anglin,Don Goodliffe,2023-11-06 00:05:08.518186417,There was an issue,3 - Moderate,Network,5,Configuration Error,808,64097.78490136823,User Training
Database,Resolved,2023-03-17 15:33:56.380678280,2023-10-07 19:05:00,Fred Luddy,INC0000000481,employee,Canada,Charlie Whitherspoon,Bud Richman,2023-07-06 00:45:36.251942561,There was an issue,3 - Moderate,Database,4,Network Problem,247,14806.102399383715,Restart Service
Hardware,Closed,2023-08-30 14:14:08.283969923,2023-10-08 09:10:00,Howard Johnson,INC0000000136,system,Canada,Charlie Whitherspoon,David Loo,2023-05-13 13:14:46.388208661,There was an issue,2 - High,Hardware,5,Configuration Error,878,12921.734809198151,Hardware Replacement
Software,Resolved,2023-07-06 00:45:36.251942561,2023-10-08 10:24:00,Beth Anglin,INC0000000222,admin,India,Beth Anglin,David Loo,2023-07-19 14:54:49.403388921,There was an issue,1 - Critical,Software,5,Third-party Service Issue,675,22239.7499273301,Restart Service
Inquiry / Help,Resolved,2023-08-07 06:13:36.125124469,2023-10-09 03:23:00,Beth Anglin,INC0000000260,admin,Australia,Beth Anglin,David Loo,2023-09-22 21:14:00.000000000,There was an issue,2 - High,Inquiry / Help,5,Network Problem,665,57484.236160936896,Configuration Change
Hardware,Closed,2023-10-11 12:19:52.993926660,2023-10-09 19:05:00,Beth Anglin,INC0000000193,system,India,Howard Johnson,Bud Richman,2023-11-11 05:32:19.072152631,There was an issue,2 - High,Hardware,2,Software Bug,521,12126.604331542288,User Training
Inquiry / Help,Closed,2023-04-25 00:40:17.584686390,2023-10-10 09:43:00,Fred Luddy,INC0000000051,system,Australia,Charlie Whitherspoon,ITIL User,2023-11-24 06:22:46.772217434,There was an issue,1 - Critical,Inquiry / Help,3,Configuration Error,931,32722.820331777617,Hardware Replacement
Network,Closed,2023-11-13 13:05:35.772593402,2023-10-11 11:15:00,Fred Luddy,INC0000000337,admin,Australia,Beth Anglin,ITIL User,2023-10-20 04:35:01.141400836,There was an issue,3 - Moderate,Network,2,Software Bug,578,56732.88377293842,User Training
Network,Closed,2023-10-06 07:39:16.761597562,2023-10-11 14:14:00,Fred Luddy,INC0000000220,employee,Canada,Beth Anglin,Don Goodliffe,2023-09-13 13:44:32.848563603,There was an issue,4 - Low,Network,5,Third-party Service Issue,398,11103.417337082848,Hardware Replacement
Network,Closed,2023-10-30 13:55:51.015143360,2023-10-11 19:50:00,Beth Anglin,INC0000000457,admin,India,Howard Johnson,Bud Richman,2023-09-17 17:36:33.312203552,There was an issue,3 - Moderate,Network,4,Third-party Service Issue,176,14195.518753493232,Apply Patch
Inquiry / Help,Resolved,2023-08-07 18:20:23.668968040,2023-10-12 01:24:00,Charlie Whitherspoon,INC0000000421,employee,Canada,Howard Johnson,ITIL User,2023-10-28 17:01:26.639036991,There was an issue,4 - Low,Inquiry / Help,2,Hardware Failure,894,78275.08367851691,Configuration Change
Software,Resolved,2023-03-31 07:59:26.909209525,2023-10-12 03:06:00,Howard Johnson,INC0000000383,admin,United States,Luke Wilson,ITIL User,2023-11-09 09:27:41.299495824,There was an issue,4 - Low,Software,3,Third-party Service Issue,443,15015.417485243097,Configuration Change
Software,Resolved,2023-06-06 12:59:19.008350345,2023-10-12 20:39:00,Howard Johnson,INC0000000020,employee,Canada,Beth Anglin,Don Goodliffe,2023-08-03 13:35:26.483807424,There was an issue,1 - Critical,Software,4,Third-party Service Issue,323,26895.265529444554,User Training
Network,Resolved,2023-01-12 10:23:00.628645777,2023-10-13 09:01:00,Luke Wilson,INC0000000447,system,United States,Howard Johnson,Bud Richman,2023-07-25 03:32:18.462401146,There was an issue,3 - Moderate,Network,1,Network Problem,499,28864.421231237993,Apply Patch
Network,Closed,2023-07-01 09:46:55.866723604,2023-10-14 19:37:00,Beth Anglin,INC0000000169,system,United States,Charlie Whitherspoon,David Loo,2023-11-07 11:30:00.000000000,There was an issue,1 - Critical,Network,1,Hardware Failure,729,50674.39065833527,Software Update
Database,Resolved,2023-09-13 13:44:32.848563603,2023-10-15 00:02:00,Fred Luddy,INC0000000102,employee,India,Luke Wilson,Bud Richman,2023-02-14 04:41:35.236486606,There was an issue,2 - High,Database,1,Hardware Failure,409,20350.49949492242,Software Update
Network,Resolved,2023-02-13 09:00:00.000000000,2023-10-15 00:53:00,Luke Wilson,INC0000000016,employee,Australia,Charlie Whitherspoon,Don Goodliffe,2023-10-10 07:54:06.270667738,There was an issue,1 - Critical,Network,1,Hardware Failure,957,30002.748654225645,Software Update
Inquiry / Help,Closed,2023-02-11 09:07:59.479099672,2023-10-15 17:23:00,Fred Luddy,INC0000000415,employee,Australia,Beth Anglin,ITIL User,2023-09-20 04:57:50.969058643,There was an issue,3 - Moderate,Inquiry / Help,4,Network Problem,347,20291.78336649855,Apply Patch
Network,Resolved,2023-08-09 07:59:01.326042131,2023-10-16 14:21:00,Howard Johnson,INC0000000378,employee,United States,Luke Wilson,Bud Richman,2023-11-12 08:10:38.248010764,There was an issue,1 - Critical,Network,3,User Error,321,3236.291081399548,Restart Service
Database,Resolved,2023-07-06 03:31:13.838619495,2023-10-16 16:55:00,Charlie Whitherspoon,INC0000000007,admin,India,Charlie Whitherspoon,ITIL User,2023-12-09 17:15:01.861232926,There was an issue,3 - Moderate,Database,5,Hardware Failure,653,8862.456305283456,Hardware Replacement
Software,Closed,2023-04-26 07:15:31.647958414,2023-10-17 00:52:00,Charlie Whitherspoon,INC0000000111,employee,United States,Luke Wilson,David Loo,2023-10-14 07:51:41.450443462,There was an issue,2 - High,Software,1,Third-party Service Issue,921,29310.169772525478,Software Update
Hardware,Closed,2023-03-29 09:27:22.091188363,2023-10-20 02:34:00,Charlie Whitherspoon,INC0000000402,employee,Canada,Luke Wilson,Don Goodliffe,2023-03-01 04:41:50.658060449,There was an issue,4 - Low,Hardware,3,Hardware Failure,331,14808.013757236351,User Training
Inquiry / Help,Resolved,2023-01-11 01:17:39.128189467,2023-10-21 03:48:00,Fred Luddy,INC0000000207,admin,UK,Charlie Whitherspoon,David Loo,2023-08-04 08:39:00.000000000,There was an issue,4 - Low,Inquiry / Help,5,Configuration Error,865,51975.80450107138,Software Update
Software,Resolved,2023-03-05 11:31:06.569025031,2023-10-22 17:17:00,Charlie Whitherspoon,INC0000000082,employee,UK,Charlie Whitherspoon,Bud Richman,2023-04-08 07:50:02.291054808,There was an issue,3 - Moderate,Software,4,Network Problem,432,17860.759483790618,Apply Patch
Hardware,Closed,2023-07-21 18:09:17.803746956,2023-10-23 01:08:00,Howard Johnson,INC0000000471,employee,India,Howard Johnson,ITIL User,2024-01-25 11:01:00.578026325,There was an issue,4 - Low,Hardware,3,Third-party Service Issue,976,57938.274033903894,Software Update
Inquiry / Help,Closed,2023-04-24 02:25:13.899200115,2023-10-23 14:06:00,Charlie Whitherspoon,INC0000000257,employee,UK,Howard Johnson,David Loo,2023-03-30 05:18:20.748165094,There was an issue,2 - High,Inquiry / Help,3,Configuration Error,370,36195.28018010308,Restart Service
Software,Closed,2023-02-03 19:14:44.970166482,2023-10-24 02:28:00,Fred Luddy,INC0000000090,admin,Canada,Beth Anglin,ITIL User,2023-07-14 08:23:51.080019979,There was an issue,3 - Moderate,Software,2,User Error,580,7413.72690274388,Restart Service
Database,Closed,2023-06-07 21:23:00.000000000,2023-10-24 20:18:00,Howard Johnson,INC0000000451,admin,UK,Fred Luddy,Don Goodliffe,2023-03-11 20:13:52.693225203,There was an issue,1 - Critical,Database,1,Configuration Error,778,33615.715584347585,User Training
Software,Resolved,2023-05-08 00:19:49.950083121,2023-10-25 03:39:00,Charlie Whitherspoon,INC0000000095,admin,UK,Luke Wilson,ITIL User,2023-09-28 10:20:40.858388369,There was an issue,4 - Low,Software,2,Third-party Service Issue,411,40457.063793673806,User Training
Inquiry / Help,Resolved,2023-05-24 09:29:18.509870284,2023-10-25 05:06:00,Charlie Whitherspoon,INC0000000248,admin,India,Fred Luddy,David Loo,2023-04-08 23:37:33.628402771,There was an issue,1 - Critical,Inquiry / Help,2,Configuration Error,744,47519.245392247925,Restart Service
Database,Closed,2023-10-09 09:10:00.000000000,2023-10-26 10:39:00,Howard Johnson,INC0000000498,admin,UK,Howard Johnson,David Loo,2023-08-28 16:17:39.682367202,There was an issue,1 - Critical,Database,1,Third-party Service Issue,612,17914.453680021972,Hardware Replacement
Software,Closed,2023-07-09 20:00:30.308403141,2023-10-26 19:39:00,Howard Johnson,INC0000000429,employee,United States,Fred Luddy,Don Goodliffe,2023-02-11 09:07:59.479099672,There was an issue,3 - Moderate,Software,5,Hardware Failure,856,66492.02386818024,Configuration Change
Inquiry / Help,Closed,2023-03-13 16:49:10.116400647,2023-10-26 20:51:00,Fred Luddy,INC0000000155,admin,India,Beth Anglin,David Loo,2023-09-01 14:19:29.165134519,There was an issue,3 - Moderate,Inquiry / Help,4,User Error,814,10792.405308266529,Hardware Replacement
Inquiry / Help,Resolved,2023-02-16 22:50:20.255626998,2023-10-27 23:13:00,Charlie Whitherspoon,INC0000000075,employee,Canada,Luke Wilson,Bud Richman,2023-12-05 17:32:49.113615094,There was an issue,3 - Moderate,Inquiry / Help,5,Hardware Failure,663,49956.36352014493,User Training
Inquiry / Help,Closed,2023-02-13 08:10:20.378839709,2023-10-28 04:24:00,Fred Luddy,INC0000000407,admin,Canada,Howard Johnson,Don Goodliffe,2023-05-05 00:21:12.204265630,There was an issue,3 - Moderate,Inquiry / Help,4,Configuration Error,472,43876.95461900553,Restart Service
Hardware,Resolved,2023-07-08 04:48:00.000000000,2023-10-29 03:27:00,Fred Luddy,INC0000000049,admin,United States,Fred Luddy,David Loo,2023-05-14 08:03:47.192602517,There was an issue,2 - High,Hardware,3,Software Bug,646,39428.511794434016,Hardware Replacement
Inquiry / Help,Closed,2023-06-12 02:12:20.844915289,2023-10-29 03:41:00,Fred Luddy,INC0000000254,system,India,Howard Johnson,David Loo,2024-01-06 22:55:13.977268119,There was an issue,4 - Low,Inquiry / Help,4,Third-party Service Issue,249,4784.993130781727,Software Update
Software,Closed,2023-04-25 04:21:38.122505056,2023-10-29 14:02:00,Charlie Whitherspoon,INC0000000058,employee,Australia,Luke Wilson,Don Goodliffe,2023-11-27 06:06:19.635851412,There was an issue,1 - Critical,Software,4,User Error,987,22436.452166147003,Configuration Change
Hardware,Closed,2023-10-16 04:30:10.679168966,2023-10-29 17:52:00,Howard Johnson,INC0000000472,employee,United States,Howard Johnson,Bud Richman,2023-03-14 22:49:22.720352152,There was an issue,3 - Moderate,Hardware,4,Third-party Service Issue,493,43529.38817920334,Hardware Replacement
Hardware,Closed,2023-01-13 22:01:58.804819178,2023-10-29 18:57:00,Luke Wilson,INC0000000096,admin,Canada,Fred Luddy,Bud Richman,2023-06-20 19:52:27.802682144,There was an issue,3 - Moderate,Hardware,2,Software Bug,481,27437.78662974201,Configuration Change
Software,Closed,2023-11-11 05:32:19.072152631,2023-10-31 23:16:00,Luke Wilson,INC0000000489,system,India,Charlie Whitherspoon,David Loo,2023-04-04 09:15:27.409492338,There was an issue,4 - Low,Software,5,Configuration Error,832,58109.737425447674,Software Update
Hardware,Resolved,2024-02-08 06:58:35.863529275,2023-11-02 11:52:00,Fred Luddy,INC0000000422,employee,UK,Fred Luddy,David Loo,2023-07-12 18:45:07.705046349,There was an issue,1 - Critical,Hardware,1,Third-party Service Issue,816,71583.85616129036,Apply Patch
Inquiry / Help,Resolved,2023-06-14 11:45:24.784548040,2023-11-02 12:42:00,Luke Wilson,INC0000000280,employee,UK,Fred Luddy,ITIL User,2023-08-25 07:22:00.000000000,There was an issue,1 - Critical,Inquiry / Help,3,Third-party Service Issue,77,4875.354570861042,Software Update
Software,Closed,2024-01-29 03:16:08.014433635,2023-11-03 09:56:00,Fred Luddy,INC0000000105,admin,Canada,Luke Wilson,Bud Richman,2023-05-08 00:19:49.950083121,There was an issue,3 - Moderate,Software,4,Hardware Failure,343,11615.00311019562,User Training
Hardware,Closed,2023-02-25 14:32:02.076278529,2023-11-03 13:49:00,Howard Johnson,INC0000000363,employee,India,Beth Anglin,David Loo,2023-03-31 08:03:25.091057805,There was an issue,4 - Low,Hardware,3,Software Bug,361,24354.92258622806,User Training
Network,Closed,2023-10-10 07:54:06.270667738,2023-11-04 10:59:00,Luke Wilson,INC0000000442,admin,Australia,Beth Anglin,David Loo,2024-01-14 19:07:03.245823840,There was an issue,3 - Moderate,Network,4,Hardware Failure,60,5532.230488431372,Apply Patch
Hardware,Closed,2023-10-05 14:06:46.265722782,2023-11-05 06:44:00,Charlie Whitherspoon,INC0000000211,employee,India,Fred Luddy,Bud Richman,2024-01-27 16:50:43.924769422,There was an issue,1 - Critical,Hardware,2,Configuration Error,300,15196.235184891268,User Training
Database,Closed,2023-04-29 07:22:13.691497066,2023-11-05 11:29:00,Fred Luddy,INC0000000128,employee,United States,Charlie Whitherspoon,David Loo,2023-11-14 12:04:58.180425139,There was an issue,1 - Critical,Database,2,Hardware Failure,447,20409.892470300238,Apply Patch
Inquiry / Help,Closed,2023-12-09 12:22:44.658032345,2023-11-05 19:34:00,Beth Anglin,INC0000000372,admin,Australia,Luke Wilson,Don Goodliffe,2023-01-13 22:01:58.804819178,There was an issue,1 - Critical,Inquiry / Help,4,Software Bug,95,5206.984361005039,Configuration Change
Database,Closed,2023-12-12 19:10:00.000000000,2023-11-06 04:39:00,Howard Johnson,INC0000000425,system,UK,Luke Wilson,David Loo,2023-02-19 06:21:12.452625610,There was an issue,4 - Low,Database,3,Third-party Service Issue,716,15566.097826985586,Software Update
Software,Resolved,2024-01-04 00:08:18.653166818,2023-11-06 11:30:00,Beth Anglin,INC0000000304,system,United States,Luke Wilson,Bud Richman,2023-06-25 09:59:55.161658018,There was an issue,4 - Low,Software,1,User Error,532,36512.529295212225,Restart Service
