department,state,percent_complete,priority,target_percentage,category,sys_id,sys_updated_by,metric,end_date,start_date,owner,description
Finance,Completed,52,Low,50,Cost Reduction,G000396,admin,Employee Turnover Rate,2022-10-17,2022-12-14,Jewel Agresta,"Reduce operational expenses by optimizing the logistics and supply chain management, aiming for a 10% reduction in Q2 costs compared to Q1."
HR,In Progress,58,Critical,89,Employee Satisfaction,G000397,admin,Employee Turnover Rate,2023-07-23,2022-02-23,Misty Ericksen,Launch a quarterly employee feedback survey to identify improvement areas and enhance overall job satisfaction levels by 20%.
HR,Completed,69,Low,67,Cost Reduction,G000398,admin,Survey Score,2023-03-06,2022-06-03,Travis Brockert,Reduce software licensing expenses by consolidating vendors and negotiating better terms to achieve a 20% cost saving over the next fiscal year.
IT,In Progress,32,Critical,51,Employee Satisfaction,G000399,admin,Expense Ratio,2023-03-21,2022-11-25,Travis Brockert,Develop and launch a new employee engagement program aimed at improving job satisfaction and reducing turnover by 20% within the next fiscal year.
Marketing,In Progress,67,Critical,89,Customer Satisfaction,G000400,admin,Sales Increase,2023-01-31,2022-02-01,Corinne Cowan,Increase the Net Promoter Score (NPS) by 20 points through the enhancement of customer support services and faster resolution times.
IT,In Progress,35,High,74,Customer Satisfaction,G000401,admin,Survey Score,2022-11-22,2022-09-26,Kennith Peto,Develop a new customer feedback system to improve satisfaction ratings by 20% over the next quarter by enhancing service response times and support quality.
Marketing,Completed,87,Low,85,Cost Reduction,G000402,admin,Survey Score,2022-07-27,2022-09-08,Christa Bodenschatz,"Reduce overall IT operational expenses by consolidating vendor contracts and renegotiating terms, aiming for a 20% reduction in costs within the next fiscal year."
HR,In Progress,71,High,90,Employee Satisfaction,G000403,admin,Employee Turnover Rate,2023-03-22,2022-02-14,Cyril Behen,Increase the annual employee satisfaction score by 10% through improved work-life balance initiatives and enhanced internal communication strategies.
HR,In Progress,39,Critical,68,Revenue Growth,G000404,admin,Survey Score,2023-08-29,2022-12-11,Nelly Jakuboski,Develop and launch a new software product line that aims to increase company revenue by 20% within the next fiscal year.
Finance,Cancelled,2,Critical,97,Customer Satisfaction,G000405,admin,Sales Increase,2023-04-21,2022-05-26,Valerie Pou,Develop and deploy a new customer feedback system to improve satisfaction scores by 20% over the next 12 months.
Marketing,Cancelled,55,High,66,Revenue Growth,G000406,admin,Expense Ratio,2022-08-08,2022-04-01,Joey Sedore,Develop a new software product line aimed at small businesses to increase annual revenue by 20%.
Finance,In Progress,67,High,98,Customer Satisfaction,G000407,admin,Survey Score,2022-10-25,2022-03-21,Cary Mccamey,"Increase customer satisfaction scores by implementing a new feedback system that allows for real-time resolution of issues, aiming to improve ratings by at least 20% over the next quarter."
IT,In Progress,35,High,66,Efficiency,G000408,admin,Expense Ratio,2023-03-13,2022-01-15,Kennith Peto,"Optimize IT system performance to reduce average response times by 30%, aiming to improve user satisfaction and operational efficiency."
IT,Planned,72,Critical,74,Customer Satisfaction,G000409,admin,Survey Score,2022-06-23,2022-11-01,Jewel Agresta,Enhance the response time of our customer service team to improve the satisfaction rating by 20% over the next six months.
HR,Completed,77,Medium,75,Cost Reduction,G000410,admin,Expense Ratio,2022-07-08,2022-11-18,Justina Dragaj,Reduce IT operational expenses by 10% by optimizing software licensing and adopting more cost-effective infrastructure solutions.
Marketing,Completed,85,Medium,83,Cost Reduction,G000411,admin,Survey Score,2023-02-13,2022-06-26,Lucas Santellana,Develop strategies to lower IT infrastructure maintenance expenses by 20% over the next fiscal year through vendor renegotiations and adopting more efficient technologies.
IT,Cancelled,6,Critical,64,Customer Satisfaction,G000412,admin,Sales Increase,2023-04-30,2022-07-16,Jacinto Gawron,Develop a new customer feedback system to improve satisfaction scores by at least 20% over the next fiscal year.
IT,In Progress,89,Low,97,Cost Reduction,G000413,admin,Survey Score,2022-12-15,2022-12-10,Alfonso Griglen,"Reduce overall IT spending by consolidating vendor contracts and negotiating bulk purchase discounts, aiming for a 20% cost reduction over the next fiscal year."
IT,Completed,56,Low,54,Cost Reduction,G000414,admin,Expense Ratio,2023-05-20,2022-05-26,Adela Cervantsz,"Reduce overall IT expenditure by optimizing software licensing agreements, aiming for a 20% cost savings over the next fiscal year."
Finance,In Progress,23,Critical,94,Employee Satisfaction,G000415,admin,Sales Increase,2023-01-15,2022-03-08,Rosalia Kennemur,"Increase employee satisfaction by launching a new wellness program aimed at improving work-life balance, aiming for a 20% improvement in employee satisfaction survey scores within the next fiscal year."
HR,Planned,40,High,71,Efficiency,G000416,admin,Expense Ratio,2022-04-05,2022-11-14,Rachel Larrison,"Optimize the IT support ticket system to reduce average resolution time by 20%, aiming to improve overall user satisfaction and operational efficiency."
Marketing,In Progress,70,High,76,Revenue Growth,G000417,admin,Expense Ratio,2022-07-07,2022-02-17,Gisela Kosicki,"Expand digital marketing outreach to increase subscription sales by 20% over the next fiscal year, targeting a revenue boost from $500K to $600K."
IT,In Progress,26,Critical,58,Revenue Growth,G000418,admin,Sales Increase,2023-03-19,2022-12-14,Dollie Pillitteri,Increase annual revenue by 20% through expanding product lines and enhancing online marketing strategies by the end of Q4.
IT,In Progress,25,High,84,Efficiency,G000419,admin,Sales Increase,2022-11-26,2022-04-23,Nelly Jakuboski,Optimize IT helpdesk response times to increase ticket resolution efficiency by 20% within the next quarter.
Marketing,Cancelled,78,High,81,Employee Satisfaction,G000420,admin,Sales Increase,2023-03-26,2022-05-24,Terrell Rodda,"Develop and execute an annual employee engagement survey, aimed to improve overall job satisfaction by 20% by addressing key areas of concern highlighted in the feedback."
HR,Completed,63,Medium,61,Efficiency,G000421,admin,Employee Turnover Rate,2023-04-13,2022-08-10,Elisa Gracely,"Optimize the current logistic workflow to shorten delivery times from 5 days to 3 days, enhancing overall operational efficiency."
HR,Completed,88,Low,86,Cost Reduction,G000422,admin,Survey Score,2023-06-08,2022-08-23,Misty Ericksen,Reduce operational expenses by 20% through automation of key data entry tasks by end of Q4.
HR,Completed,61,Medium,59,Cost Reduction,G000423,admin,Expense Ratio,2023-07-16,2022-04-02,Peggy Hohlstein,"Reduce software licensing fees by consolidating unused or seldom-used applications, aiming for a 20% cost reduction within the fiscal year."
IT,In Progress,35,High,63,Customer Satisfaction,G000424,admin,Survey Score,2023-03-29,2022-10-26,Dwayne Maddalena,Enhance the support ticket system to improve response times and increase customer satisfaction ratings by at least 20% over the next quarter.
Finance,Completed,67,High,65,Employee Satisfaction,G000425,admin,Survey Score,2022-10-28,2022-09-18,Alejandra Prenatt,Develop a comprehensive employee wellness program aimed at boosting overall job satisfaction and reducing turnover rates by 20% within the next fiscal year.
Marketing,In Progress,64,Critical,87,Customer Satisfaction,G000426,admin,Sales Increase,2022-08-24,2022-08-11,User 1,Develop a new customer feedback system to increase satisfaction ratings by 20% within the next quarter through enhanced service response times and personalized support.
IT,In Progress,0,High,58,Employee Satisfaction,G000427,admin,Expense Ratio,2022-11-08,2022-12-24,Sophie Langner,Launch a quarterly feedback program aimed at improving management practices to boost overall employee satisfaction scores by 20%.
IT,In Progress,42,Critical,86,Cost Reduction,G000428,admin,Sales Increase,2022-01-19,2022-02-25,Jess Assad,Achieve a 10% decrease in operational expenses by optimizing IT infrastructure and renegotiating vendor contracts.
IT,In Progress,64,Critical,93,Efficiency,G000429,admin,Employee Turnover Rate,2023-02-14,2022-04-01,Dollie Pillitteri,"Optimize IT support workflows to decrease ticket resolution time by 25%, aiming to improve overall user satisfaction and operational efficiency."
Finance,In Progress,16,High,59,Revenue Growth,G000430,admin,Survey Score,2023-02-02,2022-12-10,Rosalia Kennemur,Increase annual software product sales by 20% through enhanced online marketing strategies and expanding into new geographic markets.
Marketing,In Progress,64,High,89,Employee Satisfaction,G000431,admin,Employee Turnover Rate,2022-05-29,2022-08-19,Elmo Gabouer,Develop a comprehensive wellness program aimed at improving work-life balance to achieve a 20% increase in employee satisfaction scores on the annual survey.
Finance,Completed,91,Medium,89,Cost Reduction,G000432,admin,Expense Ratio,2022-07-03,2022-06-07,Sean Bonnet,"Optimize IT infrastructure management to cut annual operating expenses by 20%, targeting a saving from $500K to $400K."
Marketing,Completed,65,Medium,63,Cost Reduction,G000433,admin,Expense Ratio,2022-06-26,2022-03-20,Ross Spurger,Reduce overall operational expenses by 10% through optimizing energy usage and renegotiating vendor contracts.
Marketing,In Progress,9,Critical,51,Efficiency,G000434,admin,Sales Increase,2023-03-28,2022-07-25,Doug Matrisciano,"Enhance the workflow system to reduce average task completion time by 20%, increasing overall operational efficiency."
Marketing,In Progress,44,High,55,Employee Satisfaction,G000435,admin,Expense Ratio,2023-06-09,2022-09-06,Christian Marnell,Develop a series of employee engagement programs aimed at increasing overall job satisfaction rates by 20% over the next fiscal year.
HR,In Progress,52,Critical,61,Employee Satisfaction,G000436,admin,Survey Score,2023-03-29,2022-03-30,Nelly Jakuboski,Initiate a quarterly employee feedback program aiming to boost overall job satisfaction rates by at least 20% by the end of the fiscal year.
IT,Cancelled,11,High,95,Efficiency,G000437,admin,Expense Ratio,2022-06-27,2022-05-30,Sophie Langner,"Optimize IT support workflow to reduce ticket resolution time by 20%, aiming to enhance overall operational efficiency."
HR,Cancelled,1,High,54,Customer Satisfaction,G000438,admin,Survey Score,2022-10-18,2022-07-11,Certification User,Develop a comprehensive training program for customer service reps aimed at improving response times and increasing customer satisfaction scores by 20% within the next quarter.
IT,Completed,67,Medium,65,Revenue Growth,G000439,admin,Sales Increase,2023-06-18,2022-07-07,Karen Flierl,Increase annual software product sales by 20% through enhanced marketing strategies and expansion into European markets.
IT,In Progress,23,High,88,Efficiency,G000440,admin,Expense Ratio,2023-01-03,2022-07-17,Alfonso Griglen,"Develop automated workflow solutions to increase process efficiency, aiming to reduce task completion time by 20% across all departments."
Finance,In Progress,27,Critical,78,Employee Satisfaction,G000441,admin,Expense Ratio,2023-04-06,2022-04-18,Darren Merlin,Develop a comprehensive employee training program aimed at improving job satisfaction and productivity across all departments by the end of Q4.
IT,Completed,54,Low,52,Cost Reduction,G000442,admin,Sales Increase,2023-01-16,2022-03-06,Marcelino Maggs,Achieve a 20% decrease in operational expenses by optimizing energy consumption and renegotiating vendor contracts.
Marketing,Completed,62,Low,60,Cost Reduction,G000443,admin,Sales Increase,2022-11-11,2022-06-27,Sandra Graen,Achieve a 20% reduction in operational expenses by optimizing energy usage and automation in all facilities by the end of Q4.
Finance,In Progress,23,High,97,Revenue Growth,G000444,admin,Employee Turnover Rate,2023-02-13,2022-04-19,Hilario Cassa,Develop new partnerships and expand into the European market to increase annual revenue by 20% over the next fiscal year.
IT,Planned,23,Critical,69,Employee Satisfaction,G000445,admin,Sales Increase,2022-12-16,2022-07-10,Geri Forness,"Develop a comprehensive employee wellness program aimed at improving overall job satisfaction and reducing stress, targeting a 20% increase in employee satisfaction survey scores by the end of Q4."
Marketing,In Progress,9,Critical,81,Efficiency,G000446,admin,Survey Score,2023-01-02,2022-10-12,Mabel Weeden,"Optimize IT system workflows to decrease ticket resolution times by 30%, aiming to improve overall user satisfaction and system usability."
HR,In Progress,15,High,56,Employee Satisfaction,G000447,admin,Survey Score,2023-06-17,2022-05-05,Geri Forness,"Develop and launch a new series of employee training programs aimed at enhancing job satisfaction and professional growth, targeting a 20% increase in employee satisfaction scores by the end of the fiscal year."
IT,Completed,88,Low,87,Cost Reduction,G000448,admin,Sales Increase,2023-05-22,2022-04-29,Derek Kreutzbender,"Develop automation in supply chain systems to decrease operational costs by 20%, aiming to save approximately $120,000 annually."
HR,In Progress,11,Critical,53,Efficiency,G000449,admin,Sales Increase,2022-10-06,2022-10-27,Tammie Schwartzwalde,Enhance the automation of ticket resolution by 30% by upgrading the ServiceNow Incident Management Workflow to reduce manual handling time.
Marketing,Completed,59,High,57,Efficiency,G000450,admin,Survey Score,2022-10-23,2022-10-23,Lora Lendor,"Optimize the internal software deployment process to shorten the setup time by 30%, enhancing overall operational efficiency."
Finance,Completed,86,Medium,84,Cost Reduction,G000451,admin,Expense Ratio,2022-08-11,2022-03-09,Hilario Cassa,"Optimize software licensing across the organization to achieve a 20% reduction in IT expenditure, saving an estimated $300,000 annually."
HR,Planned,6,Critical,67,Revenue Growth,G000452,admin,Employee Turnover Rate,2022-09-14,2022-06-26,SLA Admin,"Increase annual revenue from new software products by 20%, targeting a rise from $1M to $1.2M through expanded digital marketing campaigns and partnerships."
IT,In Progress,36,Critical,95,Revenue Growth,G000453,admin,Employee Turnover Rate,2022-09-27,2022-12-22,Logan Muhl,Develop and launch a new software-as-a-service product by Q4 to increase overall company revenue by 20%.
IT,Completed,57,Low,55,Cost Reduction,G000454,admin,Survey Score,2022-06-27,2022-11-02,Logan Muhl,"Reduce overall budget expenditure by optimizing IT infrastructure management, aiming for a 20% cost reduction over the next fiscal year."
Finance,Completed,79,Low,77,Cost Reduction,G000455,admin,Expense Ratio,2022-11-26,2022-12-23,Pierre Salera,Reduce operational expenditures in the IT department by 20% over the next fiscal year through strategic vendor negotiations and enhancing efficiency of system operations.
HR,Planned,61,High,91,Revenue Growth,G000456,admin,Sales Increase,2023-01-28,2022-11-16,Stephen Seiters,"Increase annual revenue by deploying an expanded digital sales platform, aiming for a 20% rise in online transactions within the next fiscal year."
HR,Cancelled,86,Medium,88,Cost Reduction,G000457,admin,Expense Ratio,2023-02-26,2022-02-26,Beverley Bunche,Reduce overall IT spending by 20% through optimized vendor contracts and improved asset management practices.
Finance,In Progress,10,Critical,56,Revenue Growth,G000458,admin,Survey Score,2023-03-15,2022-06-27,User 1,Expand market presence in the Asia-Pacific region to increase annual revenue by 20% over the next fiscal year.
Marketing,In Progress,74,Critical,84,Employee Satisfaction,G000459,admin,Sales Increase,2022-12-27,2022-04-08,Carmel Overfelt,Implement a new employee feedback system designed to increase overall satisfaction scores by 20% through more effective communication and responsiveness to issues.
Marketing,Cancelled,60,High,73,Employee Satisfaction,G000460,admin,Expense Ratio,2023-01-13,2022-11-16,Nelly Jakuboski,Initiate monthly employee feedback sessions and satisfaction surveys to improve overall workplace environment and employee retention by 20%.
Finance,In Progress,35,Critical,89,Customer Satisfaction,G000461,admin,Employee Turnover Rate,2023-05-01,2022-07-11,Sean Bonnet,Enhance the online customer support portal to improve user experience and achieve a 20% increase in customer satisfaction ratings.
Marketing,In Progress,61,High,71,Efficiency,G000462,admin,Expense Ratio,2022-06-03,2022-06-17,survey user,"Optimize the workflow automation tools to increase process efficiency by 20%, reducing task completion time from 5 days to 4 days."
HR,Completed,67,Critical,65,Employee Satisfaction,G000463,admin,Survey Score,2023-04-29,2022-02-20,Cyril Behen,Initiate quarterly team-building activities to boost employee morale and increase overall job satisfaction ratings by 20%.
HR,In Progress,0,High,88,Efficiency,G000464,admin,Employee Turnover Rate,2023-02-27,2022-02-04,Vernon Engelman,"Optimize internal workflow systems to improve overall operational efficiency, aiming to reduce project completion times by 20%."
IT,Planned,83,Low,90,Employee Satisfaction,G000465,admin,Sales Increase,2023-03-23,2022-04-15,Jacinto Gawron,"Develop a comprehensive wellness program aimed at improving work-life balance and overall employee satisfaction, targeting a 20% increase in employee happiness survey scores by Q4."
HR,Completed,65,Medium,63,Cost Reduction,G000466,admin,Survey Score,2022-10-17,2022-07-29,Sophie Langner,"Reduce overall IT spending by consolidating vendor contracts and negotiating better rates, aiming for a 20% cost reduction in the next fiscal year."
Finance,Completed,66,Medium,64,Employee Satisfaction,G000467,admin,Expense Ratio,2022-10-03,2022-04-11,Mamie Mcintee,"Increase employee satisfaction by introducing flexible work-from-home policies aimed at improving work-life balance, targeting a 20% improvement in employee survey scores by Q4."
Marketing,In Progress,28,Critical,94,Customer Satisfaction,G000468,admin,Sales Increase,2023-07-22,2022-03-15,Logan Muhl,Enhance the customer support interface to improve satisfaction scores by 20% within the next fiscal year.
HR,In Progress,31,Critical,91,Efficiency,G000469,admin,Survey Score,2023-02-18,2022-09-01,Carmel Overfelt,"Optimize internal workflow to increase processing speed by 20%, thereby reducing average response time from 5 hours to 4 hours."
HR,In Progress,39,High,67,Employee Satisfaction,G000470,admin,Sales Increase,2023-03-02,2022-07-12,Melinda Carleton,"Increase employee satisfaction by implementing flexible working hours and remote work options, aiming for a 20% improvement in employee survey scores by the end of the year."
IT,Completed,65,Medium,63,Customer Satisfaction,G000471,admin,Employee Turnover Rate,2023-04-16,2022-06-26,Kyle Lindauer,Enhance the customer support portal to improve user experience and increase customer satisfaction ratings by at least 20% over the next quarter.
Finance,In Progress,29,Critical,58,Employee Satisfaction,G000472,admin,Expense Ratio,2023-03-16,2022-07-03,Allyson Gillispie,Develop and implement a quarterly employee engagement survey to increase overall satisfaction scores by 20% within the next fiscal year.
HR,In Progress,91,Medium,92,Efficiency,G000473,admin,Survey Score,2022-10-23,2022-07-28,SLA Admin,"Enhance database response times by optimizing query structures and indexing, aiming for a 30% improvement in transaction speeds."
HR,Completed,71,Medium,69,Revenue Growth,G000474,admin,Sales Increase,2023-04-02,2022-06-18,Christian Marnell,Develop new partnerships and expand into untapped markets to increase overall revenue by 20% within the next fiscal year.
Finance,In Progress,57,Critical,79,Customer Satisfaction,G000475,admin,Employee Turnover Rate,2023-02-02,2022-10-18,Ross Spurger,Develop a new customer feedback system to increase overall satisfaction ratings by 20% within the next fiscal year.
Marketing,Planned,68,High,84,Employee Satisfaction,G000476,admin,Sales Increase,2022-12-15,2022-02-01,Kennith Peto,Develop and launch a new Employee Engagement Program aimed at improving job satisfaction scores by 20% in the upcoming employee survey.
HR,Cancelled,86,Low,96,Cost Reduction,G000477,admin,Expense Ratio,2023-02-02,2022-05-24,Melinda Carleton,"Reduce operational expenses by optimizing energy usage in all corporate facilities, targeting a 20% reduction within the next fiscal year."
Finance,Completed,83,Low,81,Cost Reduction,G000478,admin,Sales Increase,2022-07-17,2022-08-21,Rachel Larrison,"Reduce overall IT infrastructure costs by optimizing server utilization and cutting excess cloud storage usage, aiming for a 20% cost savings over the next fiscal year."
Finance,In Progress,57,Critical,67,Customer Satisfaction,G000479,admin,Employee Turnover Rate,2022-11-17,2022-07-20,Concetta Sarchett,Develop a comprehensive customer feedback system to increase satisfaction ratings by 20% within the next fiscal year.
Marketing,In Progress,40,Critical,74,Revenue Growth,G000480,admin,Expense Ratio,2022-10-16,2022-03-19,Rich Gleave,"Increase annual revenue by expanding into new markets, targeting a 20% growth in sales from $500K to $600K by Q4."
Marketing,Completed,84,Low,82,Cost Reduction,G000481,admin,Survey Score,2022-09-13,2022-07-25,Vernon Engelman,"Adopt automation tools to cut down on manual administrative tasks, aiming for a 20% operational cost reduction over the next fiscal year."
IT,Completed,75,Medium,73,Employee Satisfaction,G000482,admin,Survey Score,2022-07-18,2022-12-02,Mamie Mcintee,Introduce flexible working hours and telecommuting options to achieve a 20% improvement in employee satisfaction survey results.
IT,Completed,80,Low,78,Revenue Growth,G000483,admin,Survey Score,2022-09-28,2022-07-10,Karen Flierl,Develop new digital marketing strategies aimed at increasing online sales revenue by 20% over the next financial year.
Marketing,In Progress,53,Critical,73,Employee Satisfaction,G000484,admin,Employee Turnover Rate,2023-01-01,2022-09-24,Corinne Cowan,"Develop a comprehensive wellness program aimed at improving overall employee satisfaction scores by 20% through initiatives such as health workshops, flexible work schedules, and enhanced communication channels."
HR,Completed,89,Low,87,Cost Reduction,G000485,admin,Sales Increase,2023-04-21,2022-04-19,Bryant Bouliouris,"Reduce overall IT operational expenditure by 20% through the adoption of cloud-based services, reducing unnecessary hardware upgrades and maintenance."
HR,Completed,80,Low,78,Efficiency,G000486,admin,Survey Score,2023-05-28,2022-06-16,Vernon Engelman,"Increase the use of automation in data processing to cut down on manual entry time by 30%, thereby enhancing overall task efficiency."
Marketing,Completed,85,Medium,83,Cost Reduction,G000487,admin,Survey Score,2023-01-16,2022-07-13,Elmo Gabouer,"Reduce operational expenses by optimizing energy usage across all facilities, aiming for a 20% cost saving in the next fiscal year."
Marketing,Completed,80,Medium,78,Cost Reduction,G000488,admin,Employee Turnover Rate,2022-08-14,2022-12-29,Darren Merlin,Reduce operational expenses in IT department by 20% through adoption of automated tools and reducing manual intervention.
Marketing,In Progress,33,Critical,59,Revenue Growth,G000489,admin,Survey Score,2023-05-03,2022-03-24,Derek Kreutzbender,Develop and launch a new software product line aimed at small businesses to increase annual revenue by 20%.
Finance,In Progress,48,High,59,Employee Satisfaction,G000490,admin,Sales Increase,2023-07-26,2022-08-14,Cristopher Wiget,Enhance employee engagement through monthly feedback sessions and wellbeing workshops aiming to improve overall workplace satisfaction by 20%.
IT,In Progress,6,High,70,Employee Satisfaction,G000491,admin,Survey Score,2022-11-18,2022-05-13,Rosalia Kennemur,Develop and implement a quarterly team-building program to enhance employee satisfaction and reduce turnover rates by 20%.
IT,Completed,73,Medium,71,Customer Satisfaction,G000492,admin,Survey Score,2022-10-25,2022-12-03,Christa Bodenschatz,Develop an enhanced customer feedback system to improve satisfaction scores by 20% over the next 12 months.
IT,In Progress,84,Medium,88,Customer Satisfaction,G000493,admin,Employee Turnover Rate,2022-07-15,2022-12-29,Maurine Monroy,Enhance the customer support portal to improve resolution times and achieve a customer satisfaction rating of 90%.
HR,In Progress,90,Low,95,Employee Satisfaction,G000494,admin,Employee Turnover Rate,2022-09-21,2022-09-02,Lucas Santellana,Develop and implement a comprehensive employee training program aimed at improving job satisfaction and reducing turnover by 20% within the next fiscal year.
IT,Completed,80,Medium,78,Cost Reduction,G000495,admin,Survey Score,2023-07-01,2022-10-05,Beverley Bunche,"Optimize IT infrastructure by reducing the number of servers from 20 to 12, aiming to decrease annual maintenance costs by 20% compared to the previous year."
IT,Planned,90,Medium,98,Customer Satisfaction,G000496,admin,Expense Ratio,2023-04-21,2022-09-27,Doug Matrisciano,Enhance the online customer support portal to improve customer satisfaction ratings by 20% before the end of the fiscal year.
Marketing,Completed,62,Low,60,Cost Reduction,G000497,admin,Expense Ratio,2022-08-15,2022-03-05,Mara Vanderzwaag,"Reduce overhead expenses by optimizing facility management, potentially decreasing costs by up to 20% over the next fiscal year."
Marketing,In Progress,25,High,52,Efficiency,G000498,admin,Employee Turnover Rate,2022-10-04,2022-08-17,Pierre Salera,"Enhance the automated ticket resolution system to reduce average handle time by 20%, increasing overall operational efficiency."
Finance,In Progress,8,High,82,Revenue Growth,G000499,admin,Expense Ratio,2023-06-13,2022-04-01,Krystle Stika,Develop new partnerships and expand into emerging markets with the goal of increasing overall revenue by 20% over the next fiscal year.
HR,In Progress,9,Critical,71,Customer Satisfaction,G000500,admin,Expense Ratio,2022-06-08,2022-08-14,Eva Seahorn,Develop a comprehensive feedback system that enhances response rates on customer service surveys by 20% and improves overall customer satisfaction ratings.
Marketing,Completed,78,Medium,76,Cost Reduction,G000501,admin,Sales Increase,2023-03-11,2022-11-08,Jewel Agresta,Reduce operational expenses by optimizing the logistics and supply chain management to achieve a 20% cost reduction within the next fiscal year.
Finance,In Progress,54,Critical,84,Revenue Growth,G000502,admin,Survey Score,2023-02-04,2022-07-24,Hilario Cassa,"Develop new market segments in Asia and Europe, aiming for a 20% increase in revenue over the next fiscal year through targeted marketing campaigns and partnerships."
Marketing,Cancelled,35,High,52,Efficiency,G000503,admin,Survey Score,2022-11-14,2022-09-04,Alyssa Biasotti,"Enhance the automation of report generation to decrease manual effort by 30%, aiming to reduce processing time from 5 hours to 3.5 hours per report."
IT,Completed,66,Low,64,Efficiency,G000504,admin,Expense Ratio,2022-09-25,2022-01-08,Elmo Gabouer,"Optimize IT service response times by introducing automated ticket handling, aiming to decrease average resolution times by 30% within the next quarter."
Finance,In Progress,24,Critical,72,Efficiency,G000505,admin,Survey Score,2022-05-23,2022-03-18,Lucius Bagnoli,Optimize system processes to decrease average response times from 5 minutes to 3 minutes.
IT,In Progress,3,High,65,Employee Satisfaction,G000506,admin,Survey Score,2023-05-07,2022-03-08,Rob Phillips,Increase employee satisfaction scores by 20% through improved work-life balance initiatives and regular team-building activities.
HR,In Progress,17,High,76,Customer Satisfaction,G000507,admin,Expense Ratio,2023-04-30,2022-06-08,Alfonso Griglen,Improve customer support response times by 30% through enhanced training and increasing support team by 10%.
Finance,In Progress,19,High,88,Employee Satisfaction,G000508,admin,Expense Ratio,2023-03-08,2022-01-15,Mabel Weeden,Develop a comprehensive employee wellness program aimed at improving overall job satisfaction by 20% based on annual survey feedback.
Marketing,In Progress,39,Critical,71,Revenue Growth,G000509,admin,Survey Score,2023-05-06,2022-04-07,Janet Schaffter,Increase annual software subscriptions by 20% through expanded marketing activities and upgraded customer support services.
Marketing,In Progress,64,Critical,79,Employee Satisfaction,G000510,admin,Sales Increase,2022-12-24,2022-04-04,Bridget Knightly,Initiate a quarterly employee feedback survey to increase overall satisfaction scores by at least 20% by the end of the fiscal year.
Finance,In Progress,50,Critical,73,Customer Satisfaction,G000511,admin,Sales Increase,2022-05-11,2022-04-13,Devon Teston,Develop a new customer feedback system to increase overall satisfaction ratings by 20% by the end of Q4.
Marketing,In Progress,30,Critical,96,Customer Satisfaction,G000512,admin,Survey Score,2023-01-23,2022-11-20,Mamie Mcintee,Enhance the customer support portal to improve user experience and increase customer satisfaction ratings by at least 20% over the next quarter.
Finance,Completed,56,Low,54,Cost Reduction,G000513,admin,Employee Turnover Rate,2023-07-13,2022-02-15,Cherie Fuhri,"Reduce operational expenses by optimizing energy usage across all facilities, aiming for a 20% reduction in utility costs over the next fiscal year."
Finance,In Progress,65,High,97,Employee Satisfaction,G000514,admin,Employee Turnover Rate,2023-05-24,2022-09-25,Zane Sulikowski,Develop and deploy an employee feedback system to increase overall satisfaction ratings by 20% by the end of the fiscal year.
Finance,In Progress,39,Critical,85,Customer Satisfaction,G000515,admin,Employee Turnover Rate,2022-09-25,2022-12-18,Savannah Kesich,Develop a new customer feedback system to improve satisfaction scores by 20% through enhanced service delivery and response times.
Finance,Completed,67,Medium,65,Cost Reduction,G000516,admin,Survey Score,2022-11-23,2022-11-25,Eva Seahorn,Reduce overall IT hardware expenses by 20% through vendor negotiations and adopting more cost-effective technologies.
Marketing,Completed,85,Medium,83,Customer Satisfaction,G000517,admin,Survey Score,2022-08-14,2022-07-20,Dollie Pillitteri,Enhance the customer support portal to improve user experience and increase customer satisfaction ratings by 20% over the next quarter.
HR,Completed,61,High,59,Customer Satisfaction,G000518,admin,Expense Ratio,2023-02-18,2022-10-18,Kennith Peto,Enhance the customer support portal to improve satisfaction scores by at least 20% over the next 12 months.
IT,Completed,53,Low,51,Efficiency,G000519,admin,Sales Increase,2023-05-01,2022-02-27,Jimmie Barninger,"Optimize IT support workflows to reduce average ticket resolution time by 30%, enhancing overall operational efficiency."
IT,In Progress,69,High,92,Employee Satisfaction,G000520,admin,Employee Turnover Rate,2022-11-05,2022-03-27,Melinda Carleton,Develop and deploy an enhanced employee feedback system aimed at boosting overall workplace morale and satisfaction by 20% within the next fiscal year.
IT,In Progress,5,High,89,Customer Satisfaction,G000521,admin,Expense Ratio,2023-06-15,2022-04-22,Cyril Behen,Improve response times on customer support tickets by 20% to increase overall customer satisfaction ratings.
Finance,In Progress,7,High,88,Customer Satisfaction,G000522,admin,Expense Ratio,2023-01-02,2022-11-29,Doug Matrisciano,Develop enhanced customer service training modules to improve overall customer satisfaction ratings by at least 20% over the next fiscal year.
IT,Planned,77,High,91,Efficiency,G000523,admin,Survey Score,2023-03-10,2022-08-10,Krystle Stika,"Optimize IT system performance to shorten response time by 30%, enhancing overall operational efficiency."
HR,Completed,66,Low,64,Cost Reduction,G000524,admin,Employee Turnover Rate,2023-08-19,2022-10-17,Terrell Rodda,"Reduce overhead expenses by optimizing energy usage across all company facilities, aiming for a minimum 20% reduction in utility costs over the next fiscal year."
Marketing,Completed,75,Medium,73,Revenue Growth,G000525,admin,Survey Score,2022-09-11,2022-08-06,Sophie Langner,Increase annual subscription sales by 20% by expanding marketing efforts in the EMEA region.
