category,state,closed_at,opened_at,closed_by,number,sys_updated_by,location,assigned_to,caller_id,sys_updated_on,short_description,assignment_group,priority
Hardware,Closed,2023-10-09 10:00:05.170032833,2023-10-06 14:02:00,Beth Anglin,INC0000000357,admin,UK,Fred Luddy,David Loo,2023-10-09 10:00:05.170032833,Mouse malfunction in UK,Hardware,3 - Moderate
Software,Resolved,2023-10-10 08:31:35.983826188,2023-10-07 19:05:00,Luke Wilson,INC0000000358,employee,UK,Howard Johnson,Bud Richman,2023-10-10 08:31:35.983826188,Software crash on workstation UK567,Software,2 - High
Software,Resolved,2023-10-09 09:10:00.000000000,2023-10-08 09:10:00,Fred Luddy,INC0000000359,employee,Canada,Charlie Whitherspoon,ITIL User,2023-10-09 09:10:00.000000000,Cannot install the latest software update,Software,3 - Moderate
Software,Resolved,2023-10-18 20:50:35.137819655,2023-10-08 10:24:00,Beth Anglin,INC0000000360,admin,Canada,Fred Luddy,Bud Richman,2023-10-18 20:50:35.137819655,Unable to update the database in Accounting Software,Software,3 - Moderate
Software,Resolved,2023-10-24 10:20:11.744461099,2023-10-09 03:23:00,Beth Anglin,INC0000000361,system,Australia,Howard Johnson,Don Goodliffe,2023-10-24 10:20:11.744461099,An issue with Software56 in Australia,Software,3 - Moderate
Software,Resolved,2023-10-16 08:15:55.096916626,2023-10-09 19:05:00,Charlie Whitherspoon,INC0000000362,employee,India,Fred Luddy,David Loo,2023-10-16 08:15:55.096916626,Software update failed on station456,Software,2 - High
Hardware,Closed,2023-10-18 13:41:25.546404143,2023-10-10 09:43:00,Luke Wilson,INC0000000363,system,India,Fred Luddy,Bud Richman,2023-10-18 13:41:25.546404143,Monitor123 is not displaying correctly,Hardware,2 - High
Hardware,Closed,2023-10-14 07:51:41.450443462,2023-10-11 11:15:00,Beth Anglin,INC0000000364,admin,UK,Beth Anglin,Bud Richman,2023-10-14 07:51:41.450443462,Keyboard malfunction for desktop system D255X,Hardware,2 - High
Hardware,Closed,2023-10-16 08:25:44.792483730,2023-10-11 14:14:00,Luke Wilson,INC0000000365,employee,Australia,Charlie Whitherspoon,Don Goodliffe,2023-10-16 08:25:44.792483730,The printer Printer546 in Australia has a paper jam,Hardware,2 - High
Inquiry / Help,Resolved,2023-10-12 19:50:00.000000000,2023-10-11 19:50:00,Charlie Whitherspoon,INC0000000366,admin,Canada,Luke Wilson,Don Goodliffe,2023-10-12 19:50:00.000000000,Unresolved inquiry regarding software assistance,Service Desk,3 - Moderate
Hardware,Resolved,2023-10-14 14:32:43.560111853,2023-10-12 01:24:00,Charlie Whitherspoon,INC0000000367,admin,United States,Luke Wilson,Don Goodliffe,2023-10-14 14:32:43.560111853,Mouse not functioning,Hardware,2 - High
Software,Closed,2023-10-14 10:07:06.909703281,2023-10-12 03:06:00,Charlie Whitherspoon,INC0000000368,system,UK,Fred Luddy,David Loo,2023-10-14 10:07:06.909703281,Software update failed on workstation,Software,2 - High
Hardware,Closed,2023-10-16 04:30:10.679168966,2023-10-12 20:39:00,Charlie Whitherspoon,INC0000000369,admin,India,Luke Wilson,Bud Richman,2023-10-16 04:30:10.679168966,Critical server issue with hardware,Hardware,1 - Critical
Hardware,Closed,2023-10-27 12:35:42.247430186,2023-10-13 09:01:00,Luke Wilson,INC0000000370,system,Australia,Luke Wilson,ITIL User,2023-10-27 12:35:42.247430186,Printer error on Printer546 in Australia,Hardware,2 - High
Hardware,Resolved,2023-10-18 21:50:20.165772966,2023-10-14 19:37:00,Fred Luddy,INC0000000371,admin,Australia,Fred Luddy,Bud Richman,2023-10-18 21:50:20.165772966,Printer error on Printer546,Hardware,2 - High
Software,Resolved,2023-10-28 17:01:26.639036991,2023-10-15 00:02:00,Charlie Whitherspoon,INC0000000372,admin,Canada,Howard Johnson,Bud Richman,2023-10-28 17:01:26.639036991,Application XYZ failed to update,Software,2 - High
Hardware,Resolved,2023-10-21 05:30:42.585855096,2023-10-15 00:53:00,Howard Johnson,INC0000000373,admin,Australia,Beth Anglin,Bud Richman,2023-10-21 05:30:42.585855096,Printer549 is not working in Australia,Hardware,2 - High
Hardware,Closed,2023-10-20 04:35:01.141400836,2023-10-15 17:23:00,Luke Wilson,INC0000000374,employee,United States,Howard Johnson,Bud Richman,2023-10-20 04:35:01.141400836,US Server failure,Hardware,1 - Critical
Hardware,Closed,2023-10-19 02:19:42.091067289,2023-10-16 14:21:00,Charlie Whitherspoon,INC0000000375,admin,Australia,Beth Anglin,ITIL User,2023-10-19 02:19:42.091067289,Printer795 malfunctioning in Sydney office,Hardware,2 - High
Hardware,Resolved,2023-10-21 17:05:49.162145411,2023-10-16 16:55:00,Beth Anglin,INC0000000376,admin,Australia,Beth Anglin,Bud Richman,2023-10-21 17:05:49.162145411,Printer546 is not responding,Hardware,2 - High
Hardware,Resolved,2023-10-18 00:52:00.000000000,2023-10-17 00:52:00,Charlie Whitherspoon,INC0000000377,employee,Australia,Beth Anglin,ITIL User,2023-10-18 00:52:00.000000000,Printer failure - Printer546,Hardware,2 - High
Inquiry / Help,Resolved,2023-10-25 19:50:20.337280678,2023-10-20 02:34:00,Luke Wilson,INC0000000378,admin,India,Luke Wilson,Don Goodliffe,2023-10-25 19:50:20.337280678,Unable to access application from my end,Service Desk,2 - High
Software,Closed,2023-10-29 06:16:49.729720000,2023-10-21 03:48:00,Beth Anglin,INC0000000379,admin,India,Luke Wilson,David Loo,2023-10-29 06:16:49.729720000,Adobe Photoshop application is not responding,Software,2 - High
Network,Closed,2023-10-30 03:46:43.553522312,2023-10-22 17:17:00,Charlie Whitherspoon,INC0000000380,system,Canada,Beth Anglin,ITIL User,2023-10-30 03:46:43.553522312,Unable to connect to network,Network,2 - High
Database,Closed,2023-10-27 01:49:16.402277796,2023-10-23 01:08:00,Fred Luddy,INC0000000381,system,UK,Charlie Whitherspoon,Bud Richman,2023-10-27 01:49:16.402277796,Unable to connect to Database from UK location,Database,1 - Critical
Software,Closed,2023-10-30 13:55:51.015143360,2023-10-23 14:06:00,Beth Anglin,INC0000000382,admin,India,Luke Wilson,Don Goodliffe,2023-10-30 13:55:51.015143360,Error while installing new software,Software,3 - Moderate
Database,Resolved,2023-10-31 00:43:50.133149704,2023-10-24 02:28:00,Beth Anglin,INC0000000383,employee,United States,Beth Anglin,David Loo,2023-10-31 00:43:50.133149704,Error in SQL server update,Database,2 - High
Hardware,Closed,2023-11-06 00:05:08.518186417,2023-10-24 20:18:00,Beth Anglin,INC0000000384,employee,Australia,Howard Johnson,ITIL User,2023-11-06 00:05:08.518186417,Printer 546 is not functioning properly in Australia,Hardware,1 - Critical
Network,Closed,2023-11-02 19:10:09.135343415,2023-10-25 03:39:00,Luke Wilson,INC0000000385,admin,UK,Howard Johnson,ITIL User,2023-11-02 19:10:09.135343415,Cannot connect to UK server,Network,2 - High
Hardware,Closed,2023-10-31 10:15:16.995034613,2023-10-25 05:06:00,Charlie Whitherspoon,INC0000000386,admin,Australia,Beth Anglin,Don Goodliffe,2023-10-31 10:15:16.995034613,Printer473 is not responding,Hardware,1 - Critical
Hardware,Closed,2023-11-09 09:27:41.299495824,2023-10-26 10:39:00,Howard Johnson,INC0000000387,admin,Australia,Howard Johnson,David Loo,2023-11-09 09:27:41.299495824,Printer546 is not working,Hardware,2 - High
Hardware,Resolved,2023-11-02 21:31:23.289304071,2023-10-26 19:39:00,Beth Anglin,INC0000000388,admin,Australia,Howard Johnson,ITIL User,2023-11-02 21:31:23.289304071,Printer356 in Australia is not responding,Hardware,1 - Critical
Hardware,Closed,2023-11-09 01:36:23.094504250,2023-10-26 20:51:00,Beth Anglin,INC0000000389,admin,Australia,Fred Luddy,Bud Richman,2023-11-09 01:36:23.094504250,Printer546 has a paper jam,Hardware,2 - High
Hardware,Resolved,2023-11-04 10:27:01.152081419,2023-10-27 23:13:00,Charlie Whitherspoon,INC0000000390,employee,Australia,Beth Anglin,David Loo,2023-11-04 10:27:01.152081419,Printer546 is not working properly,Hardware,2 - High
Network,Resolved,2023-11-07 22:41:41.858766805,2023-10-28 04:24:00,Fred Luddy,INC0000000391,system,United States,Howard Johnson,David Loo,2023-11-07 22:41:41.858766805,Network outage in server room,Network,2 - High
Hardware,Resolved,2023-11-04 00:17:56.334785377,2023-10-29 03:27:00,Howard Johnson,INC0000000392,employee,Australia,Howard Johnson,David Loo,2023-11-04 00:17:56.334785377,Printer546 is malfunctioning,Hardware,1 - Critical
Hardware,Closed,2023-11-14 14:50:37.041296707,2023-10-29 03:41:00,Howard Johnson,INC0000000393,employee,Canada,Howard Johnson,Bud Richman,2023-11-14 14:50:37.041296707,PC453 failure,Hardware,2 - High
Inquiry / Help,Resolved,2023-11-11 05:32:19.072152631,2023-10-29 14:02:00,Beth Anglin,INC0000000394,employee,Australia,Luke Wilson,ITIL User,2023-11-11 05:32:19.072152631,Printer546 is not working properly in Australia,Hardware,1 - Critical
Inquiry / Help,Resolved,2023-11-01 13:29:20.811811166,2023-10-29 17:52:00,Beth Anglin,INC0000000395,employee,UK,Beth Anglin,David Loo,2023-11-01 13:29:20.811811166,Need help with navigating the software,Service Desk,3 - Moderate
Hardware,Resolved,2023-10-30 18:57:00.000000000,2023-10-29 18:57:00,Howard Johnson,INC0000000396,employee,United States,Fred Luddy,ITIL User,2023-10-30 18:57:00.000000000,The Desktop PC7302 doesn't power on,Hardware,1 - Critical
Database,Resolved,2023-11-12 08:10:38.248010764,2023-10-31 23:16:00,Luke Wilson,INC0000000397,system,United States,Beth Anglin,Don Goodliffe,2023-11-12 08:10:38.248010764,SQL Error on Server DB4,Database,2 - High
Hardware,Resolved,2023-11-03 11:52:00.000000000,2023-11-02 11:52:00,Howard Johnson,INC0000000398,employee,Australia,Beth Anglin,David Loo,2023-11-03 11:52:00.000000000,Printer546 is not working,Hardware,1 - Critical
Inquiry / Help,Resolved,2023-11-22 14:54:17.505991208,2023-11-02 12:42:00,Luke Wilson,INC0000000399,system,UK,Charlie Whitherspoon,Don Goodliffe,2023-11-22 14:54:17.505991208,Need assistance with account settings,Service Desk,3 - Moderate
Hardware,Resolved,2023-11-19 08:35:26.721892000,2023-11-03 09:56:00,Fred Luddy,INC0000000400,system,Australia,Beth Anglin,ITIL User,2023-11-19 08:35:26.721892000,Printer542 in Australia is malfunctioning,Hardware,2 - High
Hardware,Resolved,2023-11-07 04:08:46.640926620,2023-11-03 13:49:00,Charlie Whitherspoon,INC0000000401,system,Australia,Fred Luddy,Don Goodliffe,2023-11-07 04:08:46.640926620,Printer issue with Printer546 in Australia,Hardware,1 - Critical
Hardware,Resolved,2023-11-06 18:24:09.637921817,2023-11-04 10:59:00,Charlie Whitherspoon,INC0000000402,employee,Australia,Beth Anglin,Don Goodliffe,2023-11-06 18:24:09.637921817,Printer546 is not responding,Hardware,2 - High
Hardware,Resolved,2023-11-20 14:15:29.239228781,2023-11-05 06:44:00,Charlie Whitherspoon,INC0000000403,employee,India,Howard Johnson,ITIL User,2023-11-20 14:15:29.239228781,Server crash in Bangalore,Hardware,1 - Critical
Database,Resolved,2023-11-15 23:12:53.763111504,2023-11-05 11:29:00,Charlie Whitherspoon,INC0000000404,employee,Australia,Howard Johnson,Don Goodliffe,2023-11-15 23:12:53.763111504,Unexpected shutdown of Database439 in Australia,Database,2 - High
Hardware,Closed,2023-11-08 06:15:25.825398065,2023-11-05 19:34:00,Charlie Whitherspoon,INC0000000405,employee,Australia,Fred Luddy,Bud Richman,2023-11-08 06:15:25.825398065,Printer167 has a paper jam,Hardware,1 - Critical
Hardware,Resolved,2023-11-12 08:41:55.212270110,2023-11-06 04:39:00,Charlie Whitherspoon,INC0000000406,employee,Australia,Beth Anglin,ITIL User,2023-11-12 08:41:55.212270110,Printer546 is not working,Hardware,1 - Critical
Inquiry / Help,Closed,2023-11-07 11:30:00.000000000,2023-11-06 11:30:00,Fred Luddy,INC0000000407,admin,UK,Howard Johnson,ITIL User,2023-11-07 11:30:00.000000000,Need help with software installation,Service Desk,3 - Moderate
Database,Closed,2023-11-11 22:19:34.292012026,2023-11-07 02:57:00,Beth Anglin,INC0000000408,admin,Canada,Beth Anglin,Bud Richman,2023-11-11 22:19:34.292012026,Database error on DB546 server,Database,2 - High
Software,Resolved,2023-11-13 13:05:35.772593402,2023-11-07 19:50:00,Beth Anglin,INC0000000409,employee,UK,Charlie Whitherspoon,Bud Richman,2023-11-13 13:05:35.772593402,Software crash on startup,Software,2 - High
Hardware,Closed,2023-11-18 17:10:46.429479768,2023-11-08 05:51:00,Howard Johnson,INC0000000410,employee,UK,Charlie Whitherspoon,ITIL User,2023-11-18 17:10:46.429479768,Faulty keyboard on desktop model XJ56,Hardware,2 - High
Hardware,Closed,2023-11-24 06:22:46.772217434,2023-11-08 19:58:00,Beth Anglin,INC0000000411,employee,United States,Luke Wilson,Don Goodliffe,2023-11-24 06:22:46.772217434,Faulty motherboard on desktop PC,Hardware,2 - High
Hardware,Resolved,2023-11-14 12:04:58.180425139,2023-11-09 00:45:00,Howard Johnson,INC0000000412,employee,Australia,Howard Johnson,ITIL User,2023-11-14 12:04:58.180425139,Printer320 is not working,Hardware,2 - High
Hardware,Closed,2023-11-19 06:43:16.486790150,2023-11-09 12:54:00,Fred Luddy,INC0000000413,system,Australia,Charlie Whitherspoon,Bud Richman,2023-11-19 06:43:16.486790150,Printer456 in Australia is not printing,Hardware,2 - High
Hardware,Closed,2023-11-20 13:58:24.005162219,2023-11-10 16:18:00,Fred Luddy,INC0000000414,employee,Australia,Fred Luddy,Bud Richman,2023-11-20 13:58:24.005162219,Printer789 is not functioning properly,Hardware,1 - Critical
Hardware,Closed,2023-11-25 13:45:38.979607981,2023-11-11 21:57:00,Charlie Whitherspoon,INC0000000415,admin,India,Howard Johnson,Don Goodliffe,2023-11-25 13:45:38.979607981,Problem with desktop system - overloaded memory,Hardware,2 - High
Database,Closed,2023-11-23 08:35:34.467772083,2023-11-12 04:33:00,Charlie Whitherspoon,INC0000000416,admin,United States,Howard Johnson,Bud Richman,2023-11-23 08:35:34.467772083,Database error in production environment,Database,2 - High
Database,Resolved,2023-11-15 18:59:00.000000000,2023-11-14 18:59:00,Charlie Whitherspoon,INC0000000417,system,India,Beth Anglin,David Loo,2023-11-15 18:59:00.000000000,Oracle Database error reported,Database,2 - High
Hardware,Resolved,2023-11-27 06:06:19.635851412,2023-11-14 19:32:00,Fred Luddy,INC0000000418,employee,UK,Beth Anglin,Bud Richman,2023-11-27 06:06:19.635851412,Replacing faulty components in the system,Hardware,2 - High
Hardware,Closed,2023-11-23 15:56:17.027339265,2023-11-15 07:35:00,Charlie Whitherspoon,INC0000000419,employee,Australia,Beth Anglin,ITIL User,2023-11-23 15:56:17.027339265,Printer546 is not functioning,Hardware,1 - Critical
Hardware,Closed,2023-11-28 08:39:37.872085078,2023-11-15 19:05:00,Howard Johnson,INC0000000420,employee,Australia,Howard Johnson,Bud Richman,2023-11-28 08:39:37.872085078,Printer546 is not working properly,Hardware,2 - High
Hardware,Closed,2023-11-21 01:30:21.296528133,2023-11-17 07:33:00,Charlie Whitherspoon,INC0000000421,system,United States,Charlie Whitherspoon,Don Goodliffe,2023-11-21 01:30:21.296528133,Hard drive failure on desktop PRCS4526,Hardware,2 - High
Hardware,Resolved,2023-11-23 05:26:06.568026419,2023-11-17 11:41:00,Luke Wilson,INC0000000422,system,UK,Beth Anglin,Bud Richman,2023-11-23 05:26:06.568026419,Failure in Screen Resolution - System ID: 7843,Hardware,2 - High
Hardware,Closed,2023-11-19 13:31:44.558204717,2023-11-18 02:05:00,Howard Johnson,INC0000000423,admin,Canada,Luke Wilson,ITIL User,2023-11-19 13:31:44.558204717,Failure reported at desktop232,Hardware,3 - Moderate
Hardware,Closed,2023-11-25 18:11:25.410173561,2023-11-19 02:52:00,Luke Wilson,INC0000000424,employee,Australia,Charlie Whitherspoon,Bud Richman,2023-11-25 18:11:25.410173561,Printer123 issue in Australia,Hardware,2 - High
Hardware,Resolved,2023-11-24 19:39:37.248766516,2023-11-19 11:06:00,Charlie Whitherspoon,INC0000000425,admin,Australia,Beth Anglin,Don Goodliffe,2023-11-24 19:39:37.248766516,Printer463 is not working,Hardware,2 - High
Software,Resolved,2023-11-27 12:48:59.344411018,2023-11-21 04:00:00,Luke Wilson,INC0000000426,admin,UK,Charlie Whitherspoon,Bud Richman,2023-11-27 12:48:59.344411018,"Software malfunctioning, system crash",Software,3 - Moderate
Hardware,Resolved,2023-11-29 21:52:24.416389196,2023-11-22 08:43:00,Beth Anglin,INC0000000427,admin,Australia,Luke Wilson,ITIL User,2023-11-29 21:52:24.416389196,Printer786 is not responding,Hardware,1 - Critical
Hardware,Closed,2023-11-29 19:40:37.040547419,2023-11-23 08:47:00,Luke Wilson,INC0000000428,admin,Australia,Howard Johnson,ITIL User,2023-11-29 19:40:37.040547419,Issue with Printer546 in Australia,Hardware,2 - High
Database,Closed,2023-12-01 23:08:08.172813661,2023-11-23 15:24:00,Beth Anglin,INC0000000429,employee,Australia,Luke Wilson,David Loo,2023-12-01 23:08:08.172813661,Facing issues with MySQL database connectivity,Database,2 - High
Hardware,Resolved,2023-12-09 22:53:40.047263709,2023-11-24 19:27:00,Luke Wilson,INC0000000430,admin,Australia,Charlie Whitherspoon,Bud Richman,2023-12-09 22:53:40.047263709,Printer546 is malfunctioning in Australia,Hardware,2 - High
Inquiry / Help,Resolved,2023-12-06 22:33:01.700205220,2023-11-27 20:26:00,Beth Anglin,INC0000000431,employee,Australia,Fred Luddy,David Loo,2023-12-06 22:33:01.700205220,Printer 546 is malfunctioning,Hardware,3 - Moderate
Hardware,Resolved,2023-12-13 03:48:19.521259680,2023-11-28 06:30:00,Fred Luddy,INC0000000432,employee,Australia,Charlie Whitherspoon,Don Goodliffe,2023-12-13 03:48:19.521259680,Printer546 is malfunctioning in Australia,Hardware,2 - High
Hardware,Closed,2023-12-06 06:18:20.231641812,2023-11-29 01:39:00,Luke Wilson,INC0000000433,employee,Australia,Beth Anglin,Bud Richman,2023-12-06 06:18:20.231641812,Printer422 is continuously jamming,Hardware,2 - High
Hardware,Closed,2023-12-05 17:32:49.113615094,2023-11-29 07:33:00,Beth Anglin,INC0000000434,system,Australia,Charlie Whitherspoon,Bud Richman,2023-12-05 17:32:49.113615094,Printer546 malfunction in Australia,Hardware,1 - Critical
Hardware,Closed,2023-12-01 04:31:00.000000000,2023-11-30 04:31:00,Charlie Whitherspoon,INC0000000435,system,Australia,Fred Luddy,Bud Richman,2023-12-01 04:31:00.000000000,Printer546 is malfunctioning,Hardware,1 - Critical
Network,Resolved,2023-12-05 02:10:03.357753705,2023-12-01 04:34:00,Charlie Whitherspoon,INC0000000436,system,Canada,Luke Wilson,Bud Richman,2023-12-05 02:10:03.357753705,Router not working properly,Network,2 - High
Network,Closed,2023-12-10 05:44:39.457781801,2023-12-02 09:51:00,Howard Johnson,INC0000000437,system,United States,Charlie Whitherspoon,Bud Richman,2023-12-10 05:44:39.457781801,Can't connect to VPN,Network,2 - High
Hardware,Closed,2023-12-09 17:15:01.861232926,2023-12-03 07:21:00,Howard Johnson,INC0000000438,admin,Australia,Luke Wilson,David Loo,2023-12-09 17:15:01.861232926,Printer issue with Printer546,Hardware,2 - High
Hardware,Resolved,2023-12-07 19:08:00.907490315,2023-12-04 13:22:00,Charlie Whitherspoon,INC0000000439,admin,Australia,Beth Anglin,David Loo,2023-12-07 19:08:00.907490315,Printer547 has a paper jam,Hardware,2 - High
Hardware,Closed,2023-12-06 21:57:38.764148014,2023-12-04 20:14:00,Luke Wilson,INC0000000440,system,Australia,Charlie Whitherspoon,Don Goodliffe,2023-12-06 21:57:38.764148014,Printer678 not working,Hardware,2 - High
Hardware,Closed,2023-12-15 17:24:42.185263024,2023-12-04 20:19:00,Fred Luddy,INC0000000441,employee,Australia,Charlie Whitherspoon,David Loo,2023-12-15 17:24:42.185263024,Printer542 is not printing,Hardware,2 - High
Hardware,Resolved,2023-12-09 12:22:44.658032345,2023-12-05 11:43:00,Charlie Whitherspoon,INC0000000442,system,Australia,Beth Anglin,Don Goodliffe,2023-12-09 12:22:44.658032345,Printer546 is not working,Hardware,1 - Critical
Network,Resolved,2023-12-14 06:24:13.933877695,2023-12-05 15:02:00,Fred Luddy,INC0000000443,admin,UK,Beth Anglin,ITIL User,2023-12-14 06:24:13.933877695,Unable to connect to VPN Server,Network,2 - High
Inquiry / Help,Resolved,2023-12-07 16:11:16.045197690,2023-12-06 00:31:00,Fred Luddy,INC0000000444,system,United States,Howard Johnson,ITIL User,2023-12-07 16:11:16.045197690,Need assistance with Service Desk application,Service Desk,3 - Moderate
Hardware,Closed,2023-12-17 00:37:06.937192986,2023-12-07 00:44:00,Howard Johnson,INC0000000445,employee,Australia,Howard Johnson,Bud Richman,2023-12-17 00:37:06.937192986,Printer546 is not printing in Australia,Hardware,1 - Critical
Hardware,Resolved,2023-12-19 02:53:45.256687900,2023-12-08 00:32:00,Howard Johnson,INC0000000446,system,Australia,Howard Johnson,ITIL User,2023-12-19 02:53:45.256687900,Printer error on Printer546,Hardware,2 - High
Hardware,Closed,2023-12-15 13:12:56.653826436,2023-12-09 03:58:00,Luke Wilson,INC0000000447,system,Australia,Charlie Whitherspoon,Bud Richman,2023-12-15 13:12:56.653826436,Printer546 is not working,Hardware,3 - Moderate
Hardware,Closed,2023-12-11 12:52:00.000000000,2023-12-10 12:52:00,Howard Johnson,INC0000000448,employee,United States,Howard Johnson,David Loo,2023-12-11 12:52:00.000000000,Server HW897 malfunction,Hardware,2 - High
Hardware,Resolved,2023-12-14 20:37:19.388113353,2023-12-11 17:57:00,Charlie Whitherspoon,INC0000000449,employee,Canada,Luke Wilson,Bud Richman,2023-12-14 20:37:19.388113353,Issue with workstation PC554 in Canada,Hardware,3 - Moderate
Database,Closed,2023-12-12 19:10:00.000000000,2023-12-11 19:10:00,Beth Anglin,INC0000000450,system,UK,Luke Wilson,Bud Richman,2023-12-12 19:10:00.000000000,UK Database server 307 outage,Database,1 - Critical
Software,Resolved,2023-12-14 13:02:12.152455924,2023-12-12 08:51:00,Howard Johnson,INC0000000451,system,UK,Beth Anglin,ITIL User,2023-12-14 13:02:12.152455924,Unable to install updates,Software,2 - High
Hardware,Resolved,2023-12-17 23:44:55.013288975,2023-12-12 15:28:00,Beth Anglin,INC0000000452,employee,Australia,Fred Luddy,ITIL User,2023-12-17 23:44:55.013288975,Printer error with Printer546 in Australia,Hardware,2 - High
Hardware,Resolved,2023-12-15 03:54:00.000000000,2023-12-14 03:54:00,Beth Anglin,INC0000000453,admin,Australia,Fred Luddy,David Loo,2023-12-15 03:54:00.000000000,Printer356 is not functioning properly,Hardware,1 - Critical
Network,Closed,2023-12-22 14:45:04.366600219,2023-12-17 08:06:00,Fred Luddy,INC0000000454,system,India,Howard Johnson,Bud Richman,2023-12-22 14:45:04.366600219,Network connectivity issue in India,Network,2 - High
Database,Closed,2024-01-04 00:08:18.653166818,2023-12-18 04:38:00,Fred Luddy,INC0000000455,system,Australia,Fred Luddy,Bud Richman,2024-01-04 00:08:18.653166818,Database error in patient records system,Database,2 - High
Hardware,Closed,2023-12-26 08:26:25.509637696,2023-12-18 11:13:00,Luke Wilson,INC0000000456,system,Australia,Howard Johnson,ITIL User,2023-12-26 08:26:25.509637696,Printer546 is not working properly in Australia,Hardware,2 - High
Hardware,Closed,2023-12-28 23:19:22.500984917,2023-12-19 05:43:00,Howard Johnson,INC0000000457,admin,Australia,Charlie Whitherspoon,David Loo,2023-12-28 23:19:22.500984917,Printer546 is not working,Hardware,1 - Critical
Hardware,Resolved,2024-01-01 04:47:56.741681309,2023-12-19 07:32:00,Luke Wilson,INC0000000458,admin,Australia,Luke Wilson,David Loo,2024-01-01 04:47:56.741681309,Issue with Printer487 in Australia,Hardware,2 - High
Hardware,Resolved,2023-12-27 23:15:06.590296403,2023-12-23 18:43:00,Luke Wilson,INC0000000459,admin,Canada,Beth Anglin,ITIL User,2023-12-27 23:15:06.590296403,Laptop not functioning properly in Canada,Hardware,3 - Moderate
Database,Resolved,2024-01-03 16:58:25.664592126,2023-12-26 00:19:00,Luke Wilson,INC0000000460,admin,India,Howard Johnson,ITIL User,2024-01-03 16:58:25.664592126,SQL server issue detected,Database,2 - High
Network,Resolved,2024-01-09 12:37:13.292569926,2023-12-26 00:25:00,Beth Anglin,INC0000000461,employee,UK,Howard Johnson,David Loo,2024-01-09 12:37:13.292569926,UK Network server is down,Network,1 - Critical
Hardware,Closed,2024-01-04 10:16:12.278901784,2023-12-26 16:08:00,Fred Luddy,INC0000000462,employee,Australia,Fred Luddy,David Loo,2024-01-04 10:16:12.278901784,Printer malfunction for Printer546 in Australia,Hardware,1 - Critical
Hardware,Closed,2024-01-06 13:12:25.109624389,2023-12-28 06:15:00,Fred Luddy,INC0000000463,system,United States,Luke Wilson,Don Goodliffe,2024-01-06 13:12:25.109624389,Server789 crashed unexpectedly,Hardware,1 - Critical
Hardware,Resolved,2024-01-03 16:45:19.710278908,2023-12-28 22:22:00,Fred Luddy,INC0000000464,employee,Australia,Charlie Whitherspoon,Don Goodliffe,2024-01-03 16:45:19.710278908,Printer957 is malfunctioning in Australia.,Hardware,2 - High
Hardware,Resolved,2024-01-06 22:55:13.977268119,2023-12-31 00:23:00,Luke Wilson,INC0000000465,employee,India,Fred Luddy,Don Goodliffe,2024-01-06 22:55:13.977268119,Desktop123 does not start,Hardware,2 - High
Network,Resolved,2024-01-08 21:09:04.022142416,2024-01-02 05:33:00,Charlie Whitherspoon,INC0000000466,admin,Canada,Luke Wilson,David Loo,2024-01-08 21:09:04.022142416,Network connectivity issue,Network,3 - Moderate
Hardware,Resolved,2024-01-08 09:17:43.178873486,2024-01-02 23:29:00,Howard Johnson,INC0000000467,employee,Australia,Fred Luddy,Bud Richman,2024-01-08 09:17:43.178873486,Issue with Printer546 in Australia,Hardware,3 - Moderate
Hardware,Closed,2024-01-16 19:13:13.303553162,2024-01-04 15:03:00,Howard Johnson,INC0000000468,admin,United States,Beth Anglin,Don Goodliffe,2024-01-16 19:13:13.303553162,Computer station 420 is not functioning,Hardware,2 - High
Hardware,Resolved,2024-01-10 15:38:48.582320090,2024-01-05 03:27:00,Beth Anglin,INC0000000469,admin,India,Fred Luddy,Don Goodliffe,2024-01-10 15:38:48.582320090,Failed motherboard on HP PC,Hardware,2 - High
Hardware,Resolved,2024-01-07 03:03:46.511421975,2024-01-05 10:47:00,Beth Anglin,INC0000000470,admin,Australia,Howard Johnson,Bud Richman,2024-01-07 03:03:46.511421975,Printer787 in Australia location is not working,Hardware,2 - High
Network,Closed,2024-01-14 00:18:47.213476730,2024-01-05 16:43:00,Howard Johnson,INC0000000471,employee,India,Luke Wilson,Bud Richman,2024-01-14 00:18:47.213476730,Slow network connection in Office 5,Network,3 - Moderate
Hardware,Closed,2024-01-20 12:12:40.568716377,2024-01-07 21:25:00,Charlie Whitherspoon,INC0000000472,employee,Canada,Charlie Whitherspoon,David Loo,2024-01-20 12:12:40.568716377,Desktop PC not starting up,Hardware,3 - Moderate
Hardware,Closed,2024-01-13 07:11:07.585466982,2024-01-09 07:10:00,Luke Wilson,INC0000000473,system,UK,Charlie Whitherspoon,Bud Richman,2024-01-13 07:11:07.585466982,The laptop hard drive is failing,Hardware,2 - High
Software,Closed,2024-01-19 07:24:42.210493722,2024-01-10 15:21:00,Beth Anglin,INC0000000474,system,Australia,Howard Johnson,Bud Richman,2024-01-19 07:24:42.210493722,Application error in windows 10,Software,2 - High
Hardware,Closed,2024-01-14 19:07:03.245823840,2024-01-11 05:07:00,Luke Wilson,INC0000000475,employee,Canada,Charlie Whitherspoon,David Loo,2024-01-14 19:07:03.245823840,Issue with motherboard on desktop PC,Hardware,2 - High
