sys_updated_by,assigned_to,sys_updated_on,caller_id,opened_at,category,number,state,closed_at,closed_by,short_description,assignment_group,priority
employee,Luke Wilson,2023-11-06 06:29:50.147773290,Don Goodliffe,2023-10-26 10:42:00,Inquiry / Help,INC0000000371,Resolved,2023-11-06 06:29:50.147773290,Beth Anglin,Email server response time is slow,Service Desk,2 - High
admin,Beth Anglin,2023-11-02 01:44:01.689300008,Don Goodliffe,2023-10-27 15:35:00,Hardware,INC0000000372,Closed,2023-11-02 01:44:01.689300008,Beth Anglin,Email system outage reported by multiple users,Service Desk,1 - Critical
employee,Howard Johnson,2023-10-31 12:19:11.542537312,David Loo,2023-10-28 04:17:00,Database,INC0000000373,Resolved,2023-10-31 12:19:11.542537312,Beth Anglin,Email system down for multiple users,Service Desk,1 - Critical
employee,Beth Anglin,2023-11-09 15:46:11.236535486,Don Goodliffe,2023-10-28 21:02:00,Software,INC0000000374,Closed,2023-11-09 15:46:11.236535486,Fred Luddy,Email server outage reported,Network,1 - Critical
system,Luke Wilson,2023-11-10 03:35:24.458867720,David Loo,2023-10-28 22:41:00,Software,INC0000000375,Resolved,2023-11-10 03:35:24.458867720,Howard Johnson,Email server response is slow,Network,2 - High
system,Charlie Whitherspoon,2023-10-31 01:04:00.000000000,David Loo,2023-10-30 01:04:00,Software,INC0000000376,Resolved,2023-10-31 01:04:00.000000000,Howard Johnson,Email service disruption reported by multiple users,Service Desk,2 - High
system,Luke Wilson,2023-11-08 06:59:19.432120062,David Loo,2023-10-30 09:30:00,Database,INC0000000377,Resolved,2023-11-08 06:59:19.432120062,Fred Luddy,Email system outage affecting entire department,Service Desk,1 - Critical
employee,Luke Wilson,2023-11-16 17:48:12.864492389,David Loo,2023-10-30 14:37:00,Hardware,INC0000000378,Resolved,2023-11-16 17:48:12.864492389,Luke Wilson,Email system not sending messages,Service Desk,2 - High
employee,Beth Anglin,2023-11-12 13:17:40.207561815,Bud Richman,2023-10-30 23:12:00,Inquiry / Help,INC0000000379,Closed,2023-11-12 13:17:40.207561815,Luke Wilson,Email system outage reported by several employees,Service Desk,1 - Critical
system,Beth Anglin,2023-11-10 10:34:38.000910323,ITIL User,2023-11-01 12:43:00,Database,INC0000000380,Closed,2023-11-10 10:34:38.000910323,Charlie Whitherspoon,Email system downtime impacting productivity,Service Desk,2 - High
system,Fred Luddy,2023-11-04 13:03:18.433837404,David Loo,2023-11-02 17:08:00,Hardware,INC0000000381,Resolved,2023-11-04 13:03:18.433837404,Luke Wilson,Email server outage reported,Service Desk,1 - Critical
system,Luke Wilson,2023-11-13 21:34:04.116709938,Bud Richman,2023-11-03 03:35:00,Software,INC0000000382,Closed,2023-11-13 21:34:04.116709938,Fred Luddy,Email server downtime affecting entire department,Network,1 - Critical
admin,Luke Wilson,2023-11-08 13:52:44.098335132,Bud Richman,2023-11-03 15:41:00,Inquiry / Help,INC0000000383,Resolved,2023-11-08 13:52:44.098335132,Beth Anglin,Email system downtime,Service Desk,1 - Critical
admin,Luke Wilson,2023-11-04 23:07:11.406673925,Bud Richman,2023-11-03 22:58:00,Database,INC0000000384,Resolved,2023-11-04 23:07:11.406673925,Howard Johnson,Email system outage affecting entire department,Service Desk,1 - Critical
admin,Charlie Whitherspoon,2023-11-13 23:44:35.555696855,Don Goodliffe,2023-11-04 12:42:00,Hardware,INC0000000385,Resolved,2023-11-13 23:44:35.555696855,Beth Anglin,Email system down for multiple users,Service Desk,1 - Critical
system,Luke Wilson,2023-11-13 02:38:21.216286712,ITIL User,2023-11-05 06:09:00,Software,INC0000000386,Resolved,2023-11-13 02:38:21.216286712,Charlie Whitherspoon,Email system down for multiple users,Service Desk,1 - Critical
system,Howard Johnson,2023-11-08 14:09:25.322038518,David Loo,2023-11-05 23:55:00,Inquiry / Help,INC0000000387,Resolved,2023-11-08 14:09:25.322038518,Charlie Whitherspoon,Email server downtime impacting workflow,Service Desk,1 - Critical
system,Fred Luddy,2023-11-21 04:18:06.181656253,Bud Richman,2023-11-09 16:29:00,Software,INC0000000388,Resolved,2023-11-21 04:18:06.181656253,Charlie Whitherspoon,Email system downtime reported by multiple users,Service Desk,2 - High
employee,Luke Wilson,2023-11-24 11:28:25.303138465,ITIL User,2023-11-10 05:16:00,Inquiry / Help,INC0000000389,Closed,2023-11-24 11:28:25.303138465,Fred Luddy,Email server outage reported by several users,Network,1 - Critical
admin,Charlie Whitherspoon,2023-11-12 18:18:00.000000000,David Loo,2023-11-11 18:18:00,Database,INC0000000390,Resolved,2023-11-12 18:18:00.000000000,Beth Anglin,Email system downtime reported by multiple users,Service Desk,2 - High
system,Fred Luddy,2023-11-14 02:53:25.419824964,David Loo,2023-11-12 01:10:00,Inquiry / Help,INC0000000391,Resolved,2023-11-14 02:53:25.419824964,Howard Johnson,Email system downtime reported by multiple users,Service Desk,1 - Critical
employee,Luke Wilson,2023-11-19 00:31:32.231212985,Bud Richman,2023-11-12 09:57:00,Database,INC0000000392,Closed,2023-11-19 00:31:32.231212985,Fred Luddy,Email system down since morning,Service Desk,1 - Critical
system,Charlie Whitherspoon,2023-11-26 04:12:43.666789311,Bud Richman,2023-11-12 10:07:00,Inquiry / Help,INC0000000393,Resolved,2023-11-26 04:12:43.666789311,Fred Luddy,Email system response delays,Service Desk,2 - High
admin,Charlie Whitherspoon,2023-11-25 09:40:25.904729902,Bud Richman,2023-11-13 12:14:00,Software,INC0000000394,Closed,2023-11-25 09:40:25.904729902,Fred Luddy,Email system downtime affecting all users,Service Desk,1 - Critical
system,Fred Luddy,2023-11-20 15:39:21.757187305,Bud Richman,2023-11-14 01:19:00,Database,INC0000000395,Resolved,2023-11-20 15:39:21.757187305,Beth Anglin,Email system latency impacting workflow,Service Desk,2 - High
system,Howard Johnson,2023-11-18 21:25:42.713836531,Don Goodliffe,2023-11-14 04:32:00,Network,INC0000000396,Resolved,2023-11-18 21:25:42.713836531,Charlie Whitherspoon,Email system downtime reported,Service Desk,2 - High
admin,Beth Anglin,2023-11-19 17:09:21.194140551,Bud Richman,2023-11-14 14:43:00,Network,INC0000000397,Resolved,2023-11-19 17:09:21.194140551,Beth Anglin,Email system outage affecting entire floor,Service Desk,1 - Critical
employee,Luke Wilson,2023-11-21 20:04:40.570248939,David Loo,2023-11-17 06:20:00,Network,INC0000000398,Resolved,2023-11-21 20:04:40.570248939,Luke Wilson,Email system downtime affecting productivity,Service Desk,1 - Critical
system,Charlie Whitherspoon,2023-11-28 04:24:36.731249433,ITIL User,2023-11-17 23:07:00,Hardware,INC0000000399,Resolved,2023-11-28 04:24:36.731249433,Beth Anglin,Intermittent network outage detected,Network,2 - High
system,Beth Anglin,2023-11-23 18:14:05.453350244,ITIL User,2023-11-18 11:19:00,Network,INC0000000400,Closed,2023-11-23 18:14:05.453350244,Charlie Whitherspoon,Email system not responding,Service Desk,2 - High
admin,Charlie Whitherspoon,2023-11-28 21:33:37.408345834,Bud Richman,2023-11-18 17:18:00,Inquiry / Help,INC0000000401,Resolved,2023-11-28 21:33:37.408345834,Beth Anglin,Email system downtime,Service Desk,1 - Critical
admin,Beth Anglin,2023-12-02 00:46:42.760831876,Don Goodliffe,2023-11-19 00:06:00,Software,INC0000000402,Resolved,2023-12-02 00:46:42.760831876,Fred Luddy,Email system outage affecting multiple users,Service Desk,1 - Critical
admin,Luke Wilson,2023-11-26 06:44:59.085814627,David Loo,2023-11-19 00:43:00,Hardware,INC0000000403,Closed,2023-11-26 06:44:59.085814627,Beth Anglin,Email system outage impacting multiple users,Service Desk,1 - Critical
admin,Charlie Whitherspoon,2023-11-25 13:46:43.217243052,ITIL User,2023-11-19 15:43:00,Hardware,INC0000000404,Resolved,2023-11-25 13:46:43.217243052,Beth Anglin,Email system down in HR department,Service Desk,1 - Critical
system,Fred Luddy,2023-11-29 10:13:47.859999302,David Loo,2023-11-20 17:09:00,Network,INC0000000405,Resolved,2023-11-29 10:13:47.859999302,Charlie Whitherspoon,Email system timeout errors impacting multiple users,Service Desk,2 - High
admin,Howard Johnson,2023-12-02 04:59:39.408330601,Bud Richman,2023-11-20 22:40:00,Inquiry / Help,INC0000000406,Closed,2023-12-02 04:59:39.408330601,Fred Luddy,Email system outage reported by multiple users,Service Desk,1 - Critical
system,Howard Johnson,2023-11-30 14:21:27.527713157,ITIL User,2023-11-22 05:17:00,Hardware,INC0000000407,Closed,2023-11-30 14:21:27.527713157,Charlie Whitherspoon,Email server downtime impacting workflow,Service Desk,2 - High
system,Howard Johnson,2023-12-10 15:29:58.899796481,ITIL User,2023-11-23 11:52:00,Hardware,INC0000000408,Resolved,2023-12-10 15:29:58.899796481,Howard Johnson,Email server outage affecting communication,Network,1 - Critical
system,Howard Johnson,2023-12-02 01:24:28.606535444,David Loo,2023-11-24 12:15:00,Software,INC0000000409,Closed,2023-12-02 01:24:28.606535444,Charlie Whitherspoon,Email system downtime affecting entire region,Network,1 - Critical
admin,Charlie Whitherspoon,2023-12-02 05:54:11.932397296,ITIL User,2023-11-25 00:25:00,Hardware,INC0000000410,Resolved,2023-12-02 05:54:11.932397296,Luke Wilson,Email system downtime affecting entire floor,Service Desk,1 - Critical
system,Beth Anglin,2023-12-01 15:04:51.735254644,Don Goodliffe,2023-11-25 20:52:00,Network,INC0000000411,Closed,2023-12-01 15:04:51.735254644,Charlie Whitherspoon,Email system response delays,Service Desk,2 - High
admin,Charlie Whitherspoon,2023-11-27 15:32:46.569428689,ITIL User,2023-11-26 03:04:00,Hardware,INC0000000412,Resolved,2023-11-27 15:32:46.569428689,Howard Johnson,Email server downtime impacting operations,Network,1 - Critical
admin,Howard Johnson,2023-11-30 13:13:07.770777905,David Loo,2023-11-26 20:42:00,Software,INC0000000413,Resolved,2023-11-30 13:13:07.770777905,Beth Anglin,Email service disruption,Network,2 - High
employee,Howard Johnson,2023-11-28 23:21:00.000000000,David Loo,2023-11-27 23:21:00,Network,INC0000000414,Resolved,2023-11-28 23:21:00.000000000,Howard Johnson,Email system slow and unresponsive,Service Desk,2 - High
system,Beth Anglin,2023-12-03 17:50:29.175402112,Bud Richman,2023-11-28 05:37:00,Software,INC0000000415,Closed,2023-12-03 17:50:29.175402112,Beth Anglin,Email system down for multiple users,Service Desk,1 - Critical
system,Charlie Whitherspoon,2023-11-30 03:54:05.038240684,Don Goodliffe,2023-11-28 05:44:00,Inquiry / Help,INC0000000416,Closed,2023-11-30 03:54:05.038240684,Beth Anglin,Database access issue for user ID 2342,Database,3 - Moderate
admin,Howard Johnson,2023-12-07 17:00:22.723934638,David Loo,2023-11-29 00:03:00,Hardware,INC0000000417,Resolved,2023-12-07 17:00:22.723934638,Charlie Whitherspoon,Email system outage affecting entire office,Service Desk,1 - Critical
admin,Charlie Whitherspoon,2023-12-10 20:43:10.676451735,David Loo,2023-12-01 20:01:00,Database,INC0000000418,Closed,2023-12-10 20:43:10.676451735,Fred Luddy,Email server outage impacting multiple departments,Network,1 - Critical
admin,Fred Luddy,2023-12-07 18:26:19.727772437,ITIL User,2023-12-03 15:11:00,Inquiry / Help,INC0000000419,Closed,2023-12-07 18:26:19.727772437,Charlie Whitherspoon,Email server downtime reported,Network,1 - Critical
admin,Howard Johnson,2023-12-07 13:32:15.341796885,Bud Richman,2023-12-04 10:10:00,Hardware,INC0000000420,Closed,2023-12-07 13:32:15.341796885,Luke Wilson,Email system outage affecting entire office,Service Desk,1 - Critical
admin,Fred Luddy,2023-12-21 06:33:17.238576836,ITIL User,2023-12-04 19:22:00,Database,INC0000000421,Resolved,2023-12-21 06:33:17.238576836,Luke Wilson,Email system not responding,Service Desk,2 - High
employee,Howard Johnson,2023-12-17 00:25:01.001144848,David Loo,2023-12-05 00:40:00,Software,INC0000000422,Resolved,2023-12-17 00:25:01.001144848,Fred Luddy,Email service down for multiple users,Service Desk,1 - Critical
admin,Howard Johnson,2023-12-18 19:31:23.983209652,Don Goodliffe,2023-12-05 06:09:00,Software,INC0000000423,Resolved,2023-12-18 19:31:23.983209652,Howard Johnson,Email system outage reported by several users,Service Desk,2 - High
admin,Luke Wilson,2023-12-15 15:18:20.199630032,Don Goodliffe,2023-12-06 06:43:00,Software,INC0000000424,Resolved,2023-12-15 15:18:20.199630032,Charlie Whitherspoon,Email system delay causing workflow disruptions,Service Desk,2 - High
system,Howard Johnson,2023-12-11 23:52:23.052198828,Bud Richman,2023-12-06 13:27:00,Network,INC0000000425,Resolved,2023-12-11 23:52:23.052198828,Fred Luddy,Email service disruption for multiple users,Service Desk,2 - High
employee,Howard Johnson,2023-12-16 00:24:52.995924615,David Loo,2023-12-07 18:25:00,Database,INC0000000426,Resolved,2023-12-16 00:24:52.995924615,Howard Johnson,Email server outage impacting department,Network,1 - Critical
employee,Fred Luddy,2023-12-09 16:37:00.000000000,ITIL User,2023-12-08 16:37:00,Hardware,INC0000000427,Closed,2023-12-09 16:37:00.000000000,Charlie Whitherspoon,Email system access issue reported by user department,Service Desk,2 - High
employee,Fred Luddy,2023-12-19 15:46:42.246620792,ITIL User,2023-12-12 05:53:00,Inquiry / Help,INC0000000428,Resolved,2023-12-19 15:46:42.246620792,Beth Anglin,Email system lagging intermittently,Service Desk,2 - High
employee,Luke Wilson,2023-12-14 05:49:31.371606121,Don Goodliffe,2023-12-12 23:36:00,Database,INC0000000429,Resolved,2023-12-14 05:49:31.371606121,Fred Luddy,Email system outage reported by multiple users,Service Desk,2 - High
employee,Luke Wilson,2023-12-17 04:19:41.043488813,David Loo,2023-12-13 01:26:00,Software,INC0000000430,Closed,2023-12-17 04:19:41.043488813,Luke Wilson,Email server downtime impacting department operations,Network,1 - Critical
system,Luke Wilson,2023-12-25 14:54:59.329607816,ITIL User,2023-12-13 06:06:00,Software,INC0000000431,Resolved,2023-12-25 14:54:59.329607816,Luke Wilson,Network connectivity issue in building 12,Network,2 - High
admin,Luke Wilson,2023-12-25 21:06:26.781562387,Bud Richman,2023-12-14 01:40:00,Inquiry / Help,INC0000000432,Closed,2023-12-25 21:06:26.781562387,Fred Luddy,Email system down for multiple users,Service Desk,1 - Critical
admin,Howard Johnson,2023-12-15 16:36:00.000000000,Don Goodliffe,2023-12-14 16:36:00,Network,INC0000000433,Resolved,2023-12-15 16:36:00.000000000,Fred Luddy,Email system outage reported regionally,Service Desk,1 - Critical
employee,Fred Luddy,2023-12-19 15:58:34.630960797,Bud Richman,2023-12-14 18:39:00,Inquiry / Help,INC0000000434,Resolved,2023-12-19 15:58:34.630960797,Luke Wilson,Email system not responding,Service Desk,1 - Critical
system,Charlie Whitherspoon,2024-01-03 04:14:32.336334975,David Loo,2023-12-14 23:44:00,Inquiry / Help,INC0000000435,Resolved,2024-01-03 04:14:32.336334975,Charlie Whitherspoon,Email service is intermittently down,Service Desk,2 - High
system,Howard Johnson,2023-12-27 04:27:40.483809593,Bud Richman,2023-12-15 21:29:00,Software,INC0000000436,Resolved,2023-12-27 04:27:40.483809593,Howard Johnson,Email system outage reported by multiple users,Service Desk,1 - Critical
employee,Luke Wilson,2023-12-25 22:19:32.025344833,Don Goodliffe,2023-12-17 01:44:00,Hardware,INC0000000437,Closed,2023-12-25 22:19:32.025344833,Charlie Whitherspoon,Email service disruption reported,Service Desk,2 - High
system,Howard Johnson,2023-12-26 18:58:27.772346174,ITIL User,2023-12-18 23:32:00,Hardware,INC0000000438,Closed,2023-12-26 18:58:27.772346174,Charlie Whitherspoon,Email server downtime impacting multiple departments,Network,1 - Critical
system,Charlie Whitherspoon,2023-12-27 11:34:11.968858988,Bud Richman,2023-12-19 02:44:00,Hardware,INC0000000439,Closed,2023-12-27 11:34:11.968858988,Charlie Whitherspoon,Email system outage affecting internal communications,Network,1 - Critical
system,Charlie Whitherspoon,2023-12-21 21:41:50.356087202,Bud Richman,2023-12-19 09:52:00,Database,INC0000000440,Resolved,2023-12-21 21:41:50.356087202,Luke Wilson,Email system down for multiple users,Service Desk,1 - Critical
admin,Luke Wilson,2023-12-29 08:00:45.489500592,Don Goodliffe,2023-12-19 10:32:00,Database,INC0000000441,Closed,2023-12-29 08:00:45.489500592,Beth Anglin,Email system downtime impacting users,Service Desk,2 - High
employee,Charlie Whitherspoon,2023-12-21 20:57:12.611721596,Don Goodliffe,2023-12-20 02:06:00,Network,INC0000000442,Closed,2023-12-21 20:57:12.611721596,Luke Wilson,Email system outage reported,Service Desk,1 - Critical
employee,Fred Luddy,2023-12-29 15:00:54.745784477,David Loo,2023-12-20 08:42:00,Inquiry / Help,INC0000000443,Closed,2023-12-29 15:00:54.745784477,Fred Luddy,Intermittent network outage reported,Network,2 - High
admin,Luke Wilson,2023-12-28 05:00:42.399725084,Don Goodliffe,2023-12-21 14:57:00,Inquiry / Help,INC0000000444,Resolved,2023-12-28 05:00:42.399725084,Charlie Whitherspoon,Email server response time is slow,Network,2 - High
employee,Beth Anglin,2023-12-26 12:18:06.126200066,Don Goodliffe,2023-12-23 10:05:00,Inquiry / Help,INC0000000445,Resolved,2023-12-26 12:18:06.126200066,Howard Johnson,Email system downtime,Service Desk,2 - High
admin,Luke Wilson,2024-01-05 14:48:41.333546281,ITIL User,2023-12-24 06:24:00,Inquiry / Help,INC0000000446,Closed,2024-01-05 14:48:41.333546281,Luke Wilson,Email system downtime impacting team communications,Service Desk,2 - High
employee,Fred Luddy,2024-01-07 11:29:40.526567886,Bud Richman,2023-12-25 21:02:00,Hardware,INC0000000447,Resolved,2024-01-07 11:29:40.526567886,Beth Anglin,Email system outage reported by multiple users,Service Desk,1 - Critical
system,Howard Johnson,2024-01-02 05:50:58.157509408,ITIL User,2023-12-26 12:34:00,Software,INC0000000448,Resolved,2024-01-02 05:50:58.157509408,Howard Johnson,Email system response delay issues,Service Desk,2 - High
admin,Luke Wilson,2024-01-06 10:04:23.647147638,Bud Richman,2023-12-26 21:02:00,Software,INC0000000449,Closed,2024-01-06 10:04:23.647147638,Charlie Whitherspoon,Email service is down,Service Desk,1 - Critical
system,Howard Johnson,2023-12-31 13:40:29.276145121,Bud Richman,2023-12-26 21:39:00,Inquiry / Help,INC0000000450,Closed,2023-12-31 13:40:29.276145121,Charlie Whitherspoon,Email system down for multiple users,Service Desk,1 - Critical
employee,Howard Johnson,2024-01-08 03:04:43.925393733,David Loo,2023-12-27 06:40:00,Database,INC0000000451,Resolved,2024-01-08 03:04:43.925393733,Fred Luddy,Unable to access VPN,Network,2 - High
employee,Charlie Whitherspoon,2024-01-03 18:12:42.320887239,David Loo,2023-12-27 09:24:00,Hardware,INC0000000452,Resolved,2024-01-03 18:12:42.320887239,Charlie Whitherspoon,Email system down for multiple users,Service Desk,1 - Critical
system,Charlie Whitherspoon,2024-01-06 02:27:40.905889270,ITIL User,2023-12-27 15:27:00,Network,INC0000000453,Resolved,2024-01-06 02:27:40.905889270,Charlie Whitherspoon,Email server is down,Network,1 - Critical
employee,Fred Luddy,2024-01-10 08:13:51.105386778,ITIL User,2023-12-27 22:06:00,Database,INC0000000454,Closed,2024-01-10 08:13:51.105386778,Beth Anglin,Email system downtime reported,Service Desk,2 - High
employee,Howard Johnson,2024-01-10 07:51:44.208284453,ITIL User,2023-12-29 08:49:00,Software,INC0000000455,Closed,2024-01-10 07:51:44.208284453,Fred Luddy,Email system down for multiple users,Service Desk,1 - Critical
system,Howard Johnson,2024-01-10 12:46:42.280068672,David Loo,2023-12-29 15:52:00,Database,INC0000000456,Resolved,2024-01-10 12:46:42.280068672,Fred Luddy,"Email server down, unable to send messages",Network,1 - Critical
admin,Luke Wilson,2024-01-08 01:40:12.650174578,ITIL User,2023-12-31 09:52:00,Inquiry / Help,INC0000000457,Resolved,2024-01-08 01:40:12.650174578,Howard Johnson,Email server outage impacting multiple departments,Network,1 - Critical
employee,Beth Anglin,2024-01-21 08:32:07.861153863,Bud Richman,2024-01-01 03:57:00,Network,INC0000000458,Resolved,2024-01-21 08:32:07.861153863,Charlie Whitherspoon,Email system downtime impacting entire division,Service Desk,1 - Critical
system,Howard Johnson,2024-01-09 09:26:31.173986331,ITIL User,2024-01-01 09:13:00,Inquiry / Help,INC0000000459,Resolved,2024-01-09 09:26:31.173986331,Fred Luddy,Email system not responding intermittently,Service Desk,2 - High
admin,Charlie Whitherspoon,2024-01-13 21:32:50.399332550,Bud Richman,2024-01-02 15:03:00,Network,INC0000000460,Closed,2024-01-13 21:32:50.399332550,Fred Luddy,Email system downtime impacting operations,Service Desk,1 - Critical
system,Charlie Whitherspoon,2024-01-04 19:55:44.572115043,Bud Richman,2024-01-03 05:08:00,Software,INC0000000461,Resolved,2024-01-04 19:55:44.572115043,Fred Luddy,Email system outage affecting multiple users,Service Desk,1 - Critical
admin,Charlie Whitherspoon,2024-01-04 16:11:00.000000000,David Loo,2024-01-03 16:11:00,Network,INC0000000462,Closed,2024-01-04 16:11:00.000000000,Beth Anglin,Email server response times are slow,Network,2 - High
system,Luke Wilson,2024-01-08 22:05:03.828268825,Bud Richman,2024-01-03 19:48:00,Network,INC0000000463,Closed,2024-01-08 22:05:03.828268825,Charlie Whitherspoon,Email system outage impacting multiple users,Service Desk,1 - Critical
system,Howard Johnson,2024-01-05 06:33:50.461133649,ITIL User,2024-01-04 03:42:00,Network,INC0000000464,Closed,2024-01-05 06:33:50.461133649,Howard Johnson,Email service outage reported,Service Desk,1 - Critical
system,Howard Johnson,2024-01-16 03:23:10.329456009,ITIL User,2024-01-04 05:09:00,Software,INC0000000465,Resolved,2024-01-16 03:23:10.329456009,Howard Johnson,Email system outage reported by several users,Service Desk,1 - Critical
employee,Charlie Whitherspoon,2024-01-09 06:27:18.722895004,Don Goodliffe,2024-01-05 05:01:00,Inquiry / Help,INC0000000466,Closed,2024-01-09 06:27:18.722895004,Luke Wilson,Email system down for multiple users,Service Desk,1 - Critical
system,Fred Luddy,2024-01-12 01:50:15.344755153,Don Goodliffe,2024-01-06 03:15:00,Hardware,INC0000000467,Closed,2024-01-12 01:50:15.344755153,Fred Luddy,Email system downtime reported,Service Desk,1 - Critical
admin,Howard Johnson,2024-01-08 03:48:29.628151660,David Loo,2024-01-06 12:36:00,Inquiry / Help,INC0000000468,Resolved,2024-01-08 03:48:29.628151660,Charlie Whitherspoon,Email system outage impacting entire department,Network,1 - Critical
system,Beth Anglin,2024-01-12 18:19:45.089159921,Don Goodliffe,2024-01-08 06:56:00,Software,INC0000000469,Closed,2024-01-12 18:19:45.089159921,Howard Johnson,Email service disruption,Service Desk,2 - High
admin,Luke Wilson,2024-01-22 08:33:46.696020017,ITIL User,2024-01-08 17:20:00,Network,INC0000000470,Resolved,2024-01-22 08:33:46.696020017,Charlie Whitherspoon,Email service disruption,Service Desk,1 - Critical
system,Howard Johnson,2024-01-28 07:30:02.637145281,Don Goodliffe,2024-01-12 02:40:00,Inquiry / Help,INC0000000471,Closed,2024-01-28 07:30:02.637145281,Howard Johnson,Email service outage,Service Desk,1 - Critical
system,Fred Luddy,2024-01-13 23:19:00.000000000,ITIL User,2024-01-12 23:19:00,Inquiry / Help,INC0000000472,Resolved,2024-01-13 23:19:00.000000000,Luke Wilson,Email system downtime reported by multiple users,Service Desk,1 - Critical
admin,Howard Johnson,2024-01-19 15:06:44.806983785,Bud Richman,2024-01-13 00:51:00,Network,INC0000000473,Closed,2024-01-19 15:06:44.806983785,Charlie Whitherspoon,Email server outage affecting department,Network,1 - Critical
system,Charlie Whitherspoon,2024-01-25 02:07:25.503602465,Bud Richman,2024-01-13 14:53:00,Hardware,INC0000000474,Closed,2024-01-25 02:07:25.503602465,Howard Johnson,Email server is down,Network,1 - Critical
system,Fred Luddy,2024-01-21 15:43:07.606767338,David Loo,2024-01-14 00:57:00,Network,INC0000000475,Closed,2024-01-21 15:43:07.606767338,Howard Johnson,Email system lagging during peak hours,Network,3 - Moderate
system,Charlie Whitherspoon,2024-01-22 11:49:01.197552458,Bud Richman,2024-01-15 03:08:00,Inquiry / Help,INC0000000476,Resolved,2024-01-22 11:49:01.197552458,Luke Wilson,Email server outage reported,Network,1 - Critical
employee,Luke Wilson,2024-01-27 23:30:32.852295610,ITIL User,2024-01-15 09:10:00,Inquiry / Help,INC0000000477,Closed,2024-01-27 23:30:32.852295610,Charlie Whitherspoon,Email server downtime affecting multiple departments,Service Desk,1 - Critical
admin,Howard Johnson,2024-01-24 05:42:35.562635598,Don Goodliffe,2024-01-15 11:02:00,Software,INC0000000478,Resolved,2024-01-24 05:42:35.562635598,Luke Wilson,Email server downtime impacting department,Network,1 - Critical
employee,Fred Luddy,2024-01-22 13:57:43.295574478,Bud Richman,2024-01-16 04:40:00,Hardware,INC0000000479,Closed,2024-01-22 13:57:43.295574478,Howard Johnson,Email server downtime causing business impact,Network,1 - Critical
admin,Charlie Whitherspoon,2024-01-17 06:42:00.000000000,David Loo,2024-01-16 06:42:00,Network,INC0000000480,Resolved,2024-01-17 06:42:00.000000000,Charlie Whitherspoon,Email system down for multiple users,Service Desk,1 - Critical
admin,Charlie Whitherspoon,2024-02-03 23:01:41.170893744,Bud Richman,2024-01-19 16:59:00,Inquiry / Help,INC0000000481,Closed,2024-02-03 23:01:41.170893744,Howard Johnson,Email system outage affecting entire department,Service Desk,1 - Critical
system,Charlie Whitherspoon,2024-01-28 23:30:33.639320531,Bud Richman,2024-01-19 19:25:00,Inquiry / Help,INC0000000482,Resolved,2024-01-28 23:30:33.639320531,Luke Wilson,Email system downtime,Service Desk,1 - Critical
system,Howard Johnson,2024-01-22 13:55:23.665235670,David Loo,2024-01-20 03:40:00,Database,INC0000000483,Closed,2024-01-22 13:55:23.665235670,Luke Wilson,Email system not responding,Service Desk,2 - High
admin,Howard Johnson,2024-01-31 01:58:07.575920253,ITIL User,2024-01-21 01:37:00,Software,INC0000000484,Closed,2024-01-31 01:58:07.575920253,Luke Wilson,Email server downtime impacting workflow,Network,1 - Critical
admin,Fred Luddy,2024-01-29 08:36:54.023814816,Bud Richman,2024-01-21 09:33:00,Network,INC0000000485,Closed,2024-01-29 08:36:54.023814816,Howard Johnson,Unable to access the VPN,Network,2 - High
system,Charlie Whitherspoon,2024-02-05 05:08:43.983986643,ITIL User,2024-01-22 17:40:00,Hardware,INC0000000486,Resolved,2024-02-05 05:08:43.983986643,Charlie Whitherspoon,Email system outage reported by multiple users,Service Desk,1 - Critical
system,Howard Johnson,2024-01-24 00:25:00.000000000,ITIL User,2024-01-23 00:25:00,Network,INC0000000487,Closed,2024-01-24 00:25:00.000000000,Luke Wilson,Email system down for multiple users,Service Desk,1 - Critical
employee,Luke Wilson,2024-02-03 18:55:52.935695685,Don Goodliffe,2024-01-23 21:31:00,Network,INC0000000488,Resolved,2024-02-03 18:55:52.935695685,Beth Anglin,Email server downtime affecting department,Network,2 - High
employee,Fred Luddy,2024-02-07 09:52:23.974264692,ITIL User,2024-01-24 09:35:00,Hardware,INC0000000489,Closed,2024-02-07 09:52:23.974264692,Howard Johnson,Unable to access the company VPN,Network,2 - High
employee,Charlie Whitherspoon,2024-01-25 15:23:00.000000000,Bud Richman,2024-01-24 15:23:00,Hardware,INC0000000490,Closed,2024-01-25 15:23:00.000000000,Fred Luddy,Email system access issue reported,Service Desk,2 - High
employee,Charlie Whitherspoon,2024-01-26 17:26:19.070433233,Bud Richman,2024-01-24 16:53:00,Software,INC0000000491,Closed,2024-01-26 17:26:19.070433233,Charlie Whitherspoon,Email system is down,Service Desk,1 - Critical
admin,Fred Luddy,2024-02-06 14:43:09.365992665,Bud Richman,2024-01-28 12:45:00,Inquiry / Help,INC0000000492,Closed,2024-02-06 14:43:09.365992665,Howard Johnson,Email server outage,Network,1 - Critical
admin,Luke Wilson,2024-01-31 07:19:36.406537966,Bud Richman,2024-01-29 00:14:00,Inquiry / Help,INC0000000493,Resolved,2024-01-31 07:19:36.406537966,Howard Johnson,Email system down for multiple users,Service Desk,1 - Critical
