sys_updated_by,number,closed_by,state,caller_id,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority,category
admin,INC0000000388,Fred Luddy,Resolved,Bud Richman,Beth Anglin,2023-11-01 09:20:00,2023-11-07 22:07:36.881820415,2023-11-07 22:07:36.881820415,Cannot connect to company VPN,Network,2 - High,Network
system,INC0000000389,Beth Anglin,Closed,ITIL User,Howard Johnson,2023-11-01 23:22:00,2023-11-14 05:41:08.327543767,2023-11-14 05:41:08.327543767,Printer malfunction in room 504,Hardware,2 - High,Hardware
admin,INC0000000390,Luke Wilson,Closed,Don Goodliffe,Howard Johnson,2023-11-03 04:53:00,2023-11-04 04:53:00.000000000,2023-11-04 04:53:00.000000000,Access issue with database,Database,3 - Moderate,Database
system,INC0000000391,Luke Wilson,Resolved,Don Goodliffe,Beth Anglin,2023-11-04 11:51:00,2023-11-16 08:43:15.695732047,2023-11-16 08:43:15.695732047,Email service is down,Network,1 - Critical,Network
admin,INC0000000392,Luke Wilson,Resolved,Bud Richman,Beth Anglin,2023-11-04 16:11:00,2023-11-07 21:34:18.737510934,2023-11-07 21:34:18.737510934,Unable to access company VPN,Network,2 - High,Network
employee,INC0000000393,Luke Wilson,Closed,David Loo,Howard Johnson,2023-11-05 01:16:00,2023-11-14 03:02:22.256303886,2023-11-14 03:02:22.256303886,Cannot connect to server,Network,2 - High,Network
system,INC0000000394,Charlie Whitherspoon,Resolved,Bud Richman,Beth Anglin,2023-11-05 08:08:00,2023-11-19 20:31:49.330100433,2023-11-19 20:31:49.330100433,Email server not responding,Network,2 - High,Network
admin,INC0000000395,Luke Wilson,Resolved,ITIL User,Howard Johnson,2023-11-06 06:44:00,2023-11-07 06:44:00.000000000,2023-11-07 06:44:00.000000000,Database server connection issue,Database,2 - High,Database
system,INC0000000396,Fred Luddy,Resolved,Don Goodliffe,Fred Luddy,2023-11-06 10:50:00,2023-11-12 07:01:24.836632672,2023-11-12 07:01:24.836632672,Mail server not responding,Network,1 - Critical,Network
employee,INC0000000397,Fred Luddy,Resolved,Bud Richman,Charlie Whitherspoon,2023-11-06 17:12:00,2023-11-08 21:37:46.071273845,2023-11-08 21:37:46.071273845,Unable to access the internal database,Database,2 - High,Database
system,INC0000000398,Beth Anglin,Resolved,ITIL User,Beth Anglin,2023-11-07 08:03:00,2023-11-13 20:08:56.072077965,2023-11-13 20:08:56.072077965,Outage in HR system,Database,1 - Critical,Software
admin,INC0000000399,Howard Johnson,Closed,David Loo,Beth Anglin,2023-11-07 09:00:00,2023-11-17 16:55:12.613230609,2023-11-17 16:55:12.613230609,Unable to connect to the VPN,Network,2 - High,Network
admin,INC0000000400,Charlie Whitherspoon,Closed,ITIL User,Howard Johnson,2023-11-08 16:31:00,2023-11-14 19:54:25.031326842,2023-11-14 19:54:25.031326842,Database connectivity issue in production,Database,2 - High,Database
admin,INC0000000401,Charlie Whitherspoon,Closed,Don Goodliffe,Luke Wilson,2023-11-09 20:54:00,2023-11-10 20:54:00.000000000,2023-11-10 20:54:00.000000000,Internet connection keeps dropping,Network,2 - High,Network
system,INC0000000402,Luke Wilson,Closed,David Loo,Luke Wilson,2023-11-10 16:09:00,2023-11-21 10:44:20.423690864,2023-11-21 10:44:20.423690864,Unable to access network drive,Network,2 - High,Network
admin,INC0000000403,Charlie Whitherspoon,Closed,Don Goodliffe,Beth Anglin,2023-11-10 17:38:00,2023-11-18 12:01:30.550793171,2023-11-18 12:01:30.550793171,VPN connection issue,Network,2 - High,Network
employee,INC0000000404,Howard Johnson,Closed,Bud Richman,Luke Wilson,2023-11-12 10:14:00,2023-11-18 12:04:04.249435102,2023-11-18 12:04:04.249435102,Cannot access database server,Database,1 - Critical,Database
admin,INC0000000405,Beth Anglin,Resolved,Don Goodliffe,Beth Anglin,2023-11-13 09:41:00,2023-11-16 07:51:16.295909777,2023-11-16 07:51:16.295909777,Can't access Employee Portal,Service Desk,2 - High,Software
system,INC0000000406,Fred Luddy,Closed,ITIL User,Luke Wilson,2023-11-14 03:56:00,2023-11-15 03:56:00.000000000,2023-11-15 03:56:00.000000000,Email client not syncing correctly,Software,3 - Moderate,Software
admin,INC0000000407,Luke Wilson,Closed,Bud Richman,Charlie Whitherspoon,2023-11-14 15:49:00,2023-11-22 21:10:07.962757277,2023-11-22 21:10:07.962757277,SQL database access issue,Database,2 - High,Database
system,INC0000000408,Beth Anglin,Resolved,Don Goodliffe,Luke Wilson,2023-11-15 01:04:00,2023-11-20 12:57:42.309740890,2023-11-20 12:57:42.309740890,Unable to access the company VPN,Network,2 - High,Network
admin,INC0000000409,Charlie Whitherspoon,Closed,David Loo,Fred Luddy,2023-11-15 20:52:00,2023-11-30 04:13:48.406429688,2023-11-30 04:13:48.406429688,Cannot connect to VPN,Network,2 - High,Network
employee,INC0000000410,Luke Wilson,Resolved,ITIL User,Luke Wilson,2023-11-16 13:45:00,2023-11-18 22:10:33.720124925,2023-11-18 22:10:33.720124925,Unable to access shared network drive,Network,2 - High,Network
employee,INC0000000411,Howard Johnson,Closed,Bud Richman,Fred Luddy,2023-11-16 14:43:00,2023-11-25 19:53:23.626961077,2023-11-25 19:53:23.626961077,Unable to access database,Database,2 - High,Database
system,INC0000000412,Charlie Whitherspoon,Resolved,David Loo,Beth Anglin,2023-11-17 03:05:00,2023-11-21 08:06:51.549046928,2023-11-21 08:06:51.549046928,Error during server installation,Hardware,2 - High,Hardware
system,INC0000000413,Beth Anglin,Resolved,Don Goodliffe,Fred Luddy,2023-11-17 19:56:00,2023-11-23 23:08:13.095515331,2023-11-23 23:08:13.095515331,Printer malfunctioning in Room 101,Hardware,2 - High,Hardware
admin,INC0000000414,Luke Wilson,Resolved,ITIL User,Luke Wilson,2023-11-17 21:19:00,2023-11-24 17:43:00.446655859,2023-11-24 17:43:00.446655859,Unable to access company database,Database,2 - High,Database
admin,INC0000000415,Fred Luddy,Closed,ITIL User,Beth Anglin,2023-11-17 22:10:00,2023-11-21 17:24:00.305181727,2023-11-21 17:24:00.305181727,Email system failure,Network,1 - Critical,Software
admin,INC0000000416,Fred Luddy,Resolved,David Loo,Fred Luddy,2023-11-18 16:08:00,2023-11-29 00:01:21.854140232,2023-11-29 00:01:21.854140232,Email system not working on second floor,Network,2 - High,Hardware
employee,INC0000000417,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-11-20 11:17:00,2023-11-21 11:17:00.000000000,2023-11-21 11:17:00.000000000,Unable to access the internal database,Database,2 - High,Database
admin,INC0000000418,Fred Luddy,Closed,ITIL User,Charlie Whitherspoon,2023-11-22 00:35:00,2023-11-25 21:28:14.123647751,2023-11-25 21:28:14.123647751,Unable to access database,Database,2 - High,Database
system,INC0000000419,Beth Anglin,Resolved,Don Goodliffe,Charlie Whitherspoon,2023-11-22 15:27:00,2023-11-30 20:36:55.369303623,2023-11-30 20:36:55.369303623,Unable to connect to office Wi-Fi,Network,2 - High,Network
system,INC0000000420,Charlie Whitherspoon,Resolved,David Loo,Charlie Whitherspoon,2023-11-22 23:58:00,2023-11-28 10:30:59.002639029,2023-11-28 10:30:59.002639029,Unable to connect to database,Database,2 - High,Database
employee,INC0000000421,Fred Luddy,Resolved,Don Goodliffe,Beth Anglin,2023-11-25 04:31:00,2023-12-08 03:53:20.069788890,2023-12-08 03:53:20.069788890,Cannot access database from my workstation,Database,2 - High,Database
admin,INC0000000422,Howard Johnson,Closed,Don Goodliffe,Howard Johnson,2023-11-27 02:46:00,2023-12-07 21:17:28.114898379,2023-12-07 21:17:28.114898379,Internet connection issue in conference room,Network,2 - High,Network
admin,INC0000000423,Beth Anglin,Resolved,David Loo,Beth Anglin,2023-11-27 11:08:00,2023-12-02 11:34:22.324834459,2023-12-02 11:34:22.324834459,Unable to connect to office wifi,Network,3 - Moderate,Network
employee,INC0000000424,Fred Luddy,Resolved,Bud Richman,Howard Johnson,2023-11-27 12:47:00,2023-12-11 08:31:51.008672759,2023-12-11 08:31:51.008672759,Email system not working properly,Network,2 - High,Software
admin,INC0000000425,Charlie Whitherspoon,Resolved,Don Goodliffe,Charlie Whitherspoon,2023-11-27 18:14:00,2023-12-04 05:16:38.493006412,2023-12-04 05:16:38.493006412,Can't access email,Network,2 - High,Software
system,INC0000000426,Charlie Whitherspoon,Closed,ITIL User,Beth Anglin,2023-11-27 22:23:00,2023-12-11 23:14:12.669860074,2023-12-11 23:14:12.669860074,Cannot access database,Database,2 - High,Database
admin,INC0000000427,Beth Anglin,Resolved,ITIL User,Beth Anglin,2023-11-29 13:14:00,2023-11-30 13:14:00.000000000,2023-11-30 13:14:00.000000000,Wireless connection issues,Network,2 - High,Network
admin,INC0000000428,Luke Wilson,Resolved,ITIL User,Beth Anglin,2023-11-29 22:02:00,2023-12-03 19:00:21.273769798,2023-12-03 19:00:21.273769798,Cannot connect to VPN,Network,2 - High,Network
system,INC0000000429,Howard Johnson,Resolved,ITIL User,Beth Anglin,2023-11-30 22:33:00,2023-12-02 21:19:33.856405075,2023-12-02 21:19:33.856405075,Internet connection frequently dropping,Network,2 - High,Network
employee,INC0000000430,Beth Anglin,Resolved,Bud Richman,Beth Anglin,2023-12-01 17:48:00,2023-12-13 05:31:50.156820148,2023-12-13 05:31:50.156820148,Software update failure on server 12,Software,2 - High,Software
employee,INC0000000431,Fred Luddy,Closed,Bud Richman,Fred Luddy,2023-12-02 08:54:00,2023-12-03 08:54:00.000000000,2023-12-03 08:54:00.000000000,Server XYZ is not responding,Network,2 - High,Hardware
admin,INC0000000432,Fred Luddy,Closed,ITIL User,Fred Luddy,2023-12-02 13:00:00,2023-12-07 10:14:24.042635620,2023-12-07 10:14:24.042635620,E-mail server not responding,Network,2 - High,Network
system,INC0000000433,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-12-03 05:19:00,2023-12-17 21:28:20.554379147,2023-12-17 21:28:20.554379147,Email system is down,Network,1 - Critical,Network
admin,INC0000000434,Beth Anglin,Closed,Bud Richman,Beth Anglin,2023-12-03 17:38:00,2023-12-04 17:38:00.000000000,2023-12-04 17:38:00.000000000,Unable to connect to office WiFi,Network,3 - Moderate,Network
system,INC0000000435,Charlie Whitherspoon,Resolved,Bud Richman,Howard Johnson,2023-12-03 19:51:00,2023-12-09 23:45:10.267750244,2023-12-09 23:45:10.267750244,Internet connectivity issues in workspace,Network,3 - Moderate,Network
system,INC0000000436,Beth Anglin,Closed,ITIL User,Charlie Whitherspoon,2023-12-05 08:46:00,2023-12-09 18:25:36.302511686,2023-12-09 18:25:36.302511686,Email service outage,Network,1 - Critical,Network
employee,INC0000000437,Luke Wilson,Resolved,David Loo,Beth Anglin,2023-12-05 16:58:00,2023-12-12 11:54:41.395783438,2023-12-12 11:54:41.395783438,Cannot connect to local server,Network,2 - High,Network
employee,INC0000000438,Luke Wilson,Closed,Bud Richman,Beth Anglin,2023-12-08 07:52:00,2023-12-12 15:29:01.319228326,2023-12-12 15:29:01.319228326,Cannot connect to corporate VPN,Network,2 - High,Network
admin,INC0000000439,Charlie Whitherspoon,Resolved,Don Goodliffe,Beth Anglin,2023-12-08 12:41:00,2023-12-14 10:48:48.796576836,2023-12-14 10:48:48.796576836,Cannot access email,Service Desk,2 - High,Software
admin,INC0000000440,Luke Wilson,Resolved,ITIL User,Beth Anglin,2023-12-09 19:29:00,2023-12-15 13:52:17.485351802,2023-12-15 13:52:17.485351802,Cannot access cloud database,Database,2 - High,Database
employee,INC0000000441,Luke Wilson,Closed,ITIL User,Charlie Whitherspoon,2023-12-11 03:45:00,2023-12-22 06:56:30.343233388,2023-12-22 06:56:30.343233388,Server not responding,Network,1 - Critical,Network
admin,INC0000000442,Fred Luddy,Closed,Don Goodliffe,Charlie Whitherspoon,2023-12-13 13:01:00,2023-12-25 08:32:50.599564523,2023-12-25 08:32:50.599564523,Email server not responding,Network,2 - High,Network
admin,INC0000000443,Charlie Whitherspoon,Closed,Bud Richman,Beth Anglin,2023-12-13 14:37:00,2023-12-30 10:46:09.204759671,2023-12-30 10:46:09.204759671,Can't connect to VPN,Network,2 - High,Network
employee,INC0000000444,Charlie Whitherspoon,Resolved,ITIL User,Beth Anglin,2023-12-15 11:55:00,2023-12-19 06:40:35.739923115,2023-12-19 06:40:35.739923115,Email server connection error,Network,2 - High,Network
system,INC0000000445,Beth Anglin,Closed,ITIL User,Beth Anglin,2023-12-15 19:11:00,2023-12-19 06:59:52.481276896,2023-12-19 06:59:52.481276896,Need assistance with database connection,Database,3 - Moderate,Database
admin,INC0000000446,Beth Anglin,Resolved,David Loo,Beth Anglin,2023-12-16 03:44:00,2023-12-22 16:26:12.034047359,2023-12-22 16:26:12.034047359,Cannot connect to office Wi-Fi,Network,2 - High,Network
employee,INC0000000447,Beth Anglin,Resolved,ITIL User,Beth Anglin,2023-12-17 01:42:00,2023-12-24 13:41:57.582959212,2023-12-24 13:41:57.582959212,SQL server connectivity lost,Database,1 - Critical,Database
admin,INC0000000448,Fred Luddy,Resolved,ITIL User,Beth Anglin,2023-12-17 14:33:00,2023-12-29 07:58:26.010654043,2023-12-29 07:58:26.010654043,Email Server connectivity issue,Network,2 - High,Network
employee,INC0000000449,Luke Wilson,Closed,David Loo,Beth Anglin,2023-12-17 18:01:00,2023-12-30 23:43:21.759145390,2023-12-30 23:43:21.759145390,Email system not responding,Service Desk,2 - High,Software
admin,INC0000000450,Charlie Whitherspoon,Resolved,Bud Richman,Beth Anglin,2023-12-18 15:34:00,2023-12-26 12:50:53.466396964,2023-12-26 12:50:53.466396964,Failed database backup,Database,1 - Critical,Database
employee,INC0000000451,Howard Johnson,Closed,Bud Richman,Beth Anglin,2023-12-19 01:53:00,2024-01-01 17:19:50.315332475,2024-01-01 17:19:50.315332475,Server outage in Building C,Network,1 - Critical,Network
admin,INC0000000452,Charlie Whitherspoon,Resolved,ITIL User,Luke Wilson,2023-12-19 12:46:00,2023-12-23 09:31:29.054000423,2023-12-23 09:31:29.054000423,Email server not responding,Network,2 - High,Hardware
system,INC0000000453,Charlie Whitherspoon,Closed,ITIL User,Fred Luddy,2023-12-26 13:05:00,2024-01-03 20:02:18.000524241,2024-01-03 20:02:18.000524241,Unable to connect to the VPN,Network,2 - High,Network
system,INC0000000454,Charlie Whitherspoon,Resolved,David Loo,Howard Johnson,2023-12-27 03:41:00,2024-01-02 20:43:44.821028544,2024-01-02 20:43:44.821028544,Unable to access email account,Service Desk,2 - High,Software
employee,INC0000000455,Beth Anglin,Resolved,Bud Richman,Beth Anglin,2023-12-29 11:42:00,2024-01-02 05:18:11.710381913,2024-01-02 05:18:11.710381913,Cannot access to the internal service,Network,2 - High,Network
employee,INC0000000456,Fred Luddy,Resolved,ITIL User,Luke Wilson,2023-12-29 14:51:00,2024-01-13 21:15:35.840644789,2024-01-13 21:15:35.840644789,Email server is not responding,Network,1 - Critical,Network
admin,INC0000000457,Charlie Whitherspoon,Closed,ITIL User,Beth Anglin,2023-12-30 06:16:00,2023-12-31 14:50:46.611422794,2023-12-31 14:50:46.611422794,Database connection issue,Database,2 - High,Database
system,INC0000000458,Luke Wilson,Resolved,David Loo,Luke Wilson,2023-12-30 20:02:00,2024-01-12 01:41:58.889247039,2024-01-12 01:41:58.889247039,Cannot access intranet from laptop,Network,2 - High,Network
system,INC0000000459,Fred Luddy,Resolved,Don Goodliffe,Luke Wilson,2023-12-30 20:57:00,2024-01-02 01:30:44.277854850,2024-01-02 01:30:44.277854850,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000460,Charlie Whitherspoon,Closed,Bud Richman,Beth Anglin,2024-01-02 17:51:00,2024-01-11 20:33:26.529977830,2024-01-11 20:33:26.529977830,Network connectivity issue in the main server room,Network,1 - Critical,Network
employee,INC0000000461,Beth Anglin,Resolved,David Loo,Beth Anglin,2024-01-03 10:26:00,2024-01-04 10:26:00.000000000,2024-01-04 10:26:00.000000000,Email system is not responding,Network,2 - High,Hardware
employee,INC0000000462,Beth Anglin,Closed,David Loo,Howard Johnson,2024-01-05 10:43:00,2024-01-10 00:40:42.976428746,2024-01-10 00:40:42.976428746,Unable to connect to the VPN,Network,2 - High,Network
system,INC0000000463,Luke Wilson,Closed,David Loo,Beth Anglin,2024-01-05 18:28:00,2024-01-11 21:49:00.760427148,2024-01-11 21:49:00.760427148,Cannot access email account,Service Desk,2 - High,Network
admin,INC0000000464,Fred Luddy,Resolved,ITIL User,Beth Anglin,2024-01-06 11:33:00,2024-01-18 10:53:21.480225936,2024-01-18 10:53:21.480225936,Email server outage,Network,1 - Critical,Network
employee,INC0000000465,Fred Luddy,Closed,Bud Richman,Beth Anglin,2024-01-06 23:22:00,2024-01-07 23:22:00.000000000,2024-01-07 23:22:00.000000000,Cannot connect to VPN,Network,2 - High,Network
admin,INC0000000466,Howard Johnson,Closed,Bud Richman,Beth Anglin,2024-01-07 04:51:00,2024-01-14 16:00:14.346761865,2024-01-14 16:00:14.346761865,VPN access issue,Network,2 - High,Network
admin,INC0000000467,Luke Wilson,Closed,Don Goodliffe,Beth Anglin,2024-01-10 04:11:00,2024-01-20 14:06:17.004064841,2024-01-20 14:06:17.004064841,Issue with VPN connection,Network,2 - High,Network
employee,INC0000000468,Fred Luddy,Closed,David Loo,Beth Anglin,2024-01-11 21:34:00,2024-01-29 04:12:21.969181228,2024-01-29 04:12:21.969181228,Unable to access company database,Database,2 - High,Database
system,INC0000000469,Beth Anglin,Resolved,David Loo,Howard Johnson,2024-01-12 00:00:00,2024-01-18 08:01:19.254511401,2024-01-18 08:01:19.254511401,Cannot access database,Database,2 - High,Database
employee,INC0000000470,Luke Wilson,Resolved,David Loo,Howard Johnson,2024-01-12 00:39:00,2024-01-17 10:55:21.065244070,2024-01-17 10:55:21.065244070,Unable to establish VPN connection,Network,2 - High,Network
employee,INC0000000471,Luke Wilson,Closed,Don Goodliffe,Beth Anglin,2024-01-12 18:41:00,2024-01-22 16:36:07.291920616,2024-01-22 16:36:07.291920616,Server connection issue,Network,2 - High,Network
system,INC0000000472,Fred Luddy,Resolved,David Loo,Fred Luddy,2024-01-13 11:01:00,2024-01-25 10:40:51.744893489,2024-01-25 10:40:51.744893489,Unable to access company database,Database,2 - High,Database
admin,INC0000000473,Luke Wilson,Closed,Bud Richman,Beth Anglin,2024-01-14 04:35:00,2024-01-18 15:11:04.400126865,2024-01-18 15:11:04.400126865,Cannot connect to the database,Database,2 - High,Database
employee,INC0000000474,Beth Anglin,Closed,Don Goodliffe,Howard Johnson,2024-01-14 09:02:00,2024-01-30 13:20:12.228690646,2024-01-30 13:20:12.228690646,Cannot connect to the corporate VPN,Network,2 - High,Network
admin,INC0000000475,Beth Anglin,Resolved,Don Goodliffe,Beth Anglin,2024-01-14 15:47:00,2024-01-16 07:26:51.876387271,2024-01-16 07:26:51.876387271,Email server not responding,Network,2 - High,Network
admin,INC0000000476,Beth Anglin,Closed,Don Goodliffe,Beth Anglin,2024-01-14 22:33:00,2024-01-18 06:56:16.760456329,2024-01-18 06:56:16.760456329,Cannot access Database,Database,2 - High,Database
system,INC0000000477,Luke Wilson,Closed,David Loo,Beth Anglin,2024-01-16 19:06:00,2024-01-19 20:19:02.891883461,2024-01-19 20:19:02.891883461,Unable to connect to internal network,Network,2 - High,Network
system,INC0000000478,Charlie Whitherspoon,Resolved,David Loo,Luke Wilson,2024-01-20 14:23:00,2024-01-31 15:55:08.619312970,2024-01-31 15:55:08.619312970,Can't connect to database server,Database,2 - High,Database
admin,INC0000000479,Luke Wilson,Resolved,ITIL User,Howard Johnson,2024-01-20 21:54:00,2024-01-31 02:48:26.341591409,2024-01-31 02:48:26.341591409,Email server downtime,Network,1 - Critical,Network
employee,INC0000000480,Howard Johnson,Closed,ITIL User,Howard Johnson,2024-01-21 15:06:00,2024-01-31 04:42:21.427907250,2024-01-31 04:42:21.427907250,Email server down,Network,1 - Critical,Network
admin,INC0000000481,Fred Luddy,Resolved,ITIL User,Fred Luddy,2024-01-23 13:58:00,2024-01-24 13:58:00.000000000,2024-01-24 13:58:00.000000000,SQL server connection issue,Database,2 - High,Database
system,INC0000000482,Beth Anglin,Closed,Bud Richman,Beth Anglin,2024-01-23 22:19:00,2024-01-29 14:27:58.067443147,2024-01-29 14:27:58.067443147,Unable to access VPN,Network,2 - High,Network
employee,INC0000000483,Beth Anglin,Resolved,ITIL User,Beth Anglin,2024-01-24 05:43:00,2024-01-27 00:27:44.210357924,2024-01-27 00:27:44.210357924,Unable to access company database,Database,2 - High,Database
employee,INC0000000484,Charlie Whitherspoon,Resolved,ITIL User,Beth Anglin,2024-01-24 10:11:00,2024-01-26 18:00:52.547393818,2024-01-26 18:00:52.547393818,SQL error on server 12,Database,2 - High,Database
admin,INC0000000485,Charlie Whitherspoon,Closed,ITIL User,Beth Anglin,2024-01-25 16:52:00,2024-01-27 12:36:27.053087065,2024-01-27 12:36:27.053087065,Unable to connect to VPN,Network,2 - High,Network
employee,INC0000000486,Luke Wilson,Resolved,Don Goodliffe,Howard Johnson,2024-01-25 22:34:00,2024-01-28 17:42:56.805428879,2024-01-28 17:42:56.805428879,Server downtime issue,Network,1 - Critical,Hardware
system,INC0000000487,Howard Johnson,Resolved,Bud Richman,Howard Johnson,2024-01-26 18:33:00,2024-02-02 10:03:45.339146575,2024-02-02 10:03:45.339146575,Unable to login to CRM application,Service Desk,2 - High,Software
employee,INC0000000488,Luke Wilson,Closed,Don Goodliffe,Beth Anglin,2024-01-26 22:20:00,2024-02-04 06:49:23.321451952,2024-02-04 06:49:23.321451952,Cannot connect to wifi,Network,2 - High,Network
system,INC0000000489,Howard Johnson,Closed,Bud Richman,Howard Johnson,2024-01-27 13:25:00,2024-02-06 07:30:42.463790427,2024-02-06 07:30:42.463790427,Cannot connect to Server,Network,2 - High,Network
employee,INC0000000490,Beth Anglin,Closed,Don Goodliffe,Charlie Whitherspoon,2024-01-27 22:51:00,2024-02-02 13:04:15.876008561,2024-02-02 13:04:15.876008561,SQL database connection issue,Database,3 - Moderate,Database
system,INC0000000491,Luke Wilson,Closed,Don Goodliffe,Howard Johnson,2024-01-28 00:22:00,2024-02-04 09:05:36.978532931,2024-02-04 09:05:36.978532931,Email server not responding,Network,2 - High,Network
system,INC0000000492,Luke Wilson,Closed,Bud Richman,Beth Anglin,2024-01-28 07:17:00,2024-01-29 07:17:00.000000000,2024-01-29 07:17:00.000000000,Cannot access the company database,Database,2 - High,Database
system,INC0000000493,Luke Wilson,Resolved,ITIL User,Beth Anglin,2024-01-28 10:22:00,2024-01-29 10:22:00.000000000,2024-01-29 10:22:00.000000000,Cannot connect to the office WiFi network,Network,2 - High,Network
admin,INC0000000494,Charlie Whitherspoon,Resolved,Bud Richman,Beth Anglin,2024-01-29 04:17:00,2024-02-07 03:47:08.903126758,2024-02-07 03:47:08.903126758,The server is not responding,Network,2 - High,Hardware
admin,INC0000000495,Fred Luddy,Closed,David Loo,Beth Anglin,2024-01-29 17:23:00,2024-02-11 07:17:03.860313126,2024-02-11 07:17:03.860313126,Email service not working,Service Desk,3 - Moderate,Inquiry / Help
system,INC0000000496,Luke Wilson,Resolved,Bud Richman,Luke Wilson,2024-01-30 08:02:00,2024-02-07 06:42:12.141772045,2024-02-07 06:42:12.141772045,Unable to access the database,Database,2 - High,Database
admin,INC0000000497,Charlie Whitherspoon,Resolved,Don Goodliffe,Beth Anglin,2024-01-30 14:47:00,2024-02-01 10:46:02.357656268,2024-02-01 10:46:02.357656268,Can't connect to office wifi,Network,2 - High,Network
admin,INC0000000498,Luke Wilson,Closed,David Loo,Luke Wilson,2024-01-31 08:55:00,2024-02-05 10:03:42.889203576,2024-02-05 10:03:42.889203576,Unable to access the company database,Database,2 - High,Database
employee,INC0000000499,Beth Anglin,Resolved,Bud Richman,Beth Anglin,2024-01-31 13:47:00,2024-02-02 21:13:56.210315253,2024-02-02 21:13:56.210315253,Unable to access VPN,Network,2 - High,Network
