category,state,closed_at,opened_at,closed_by,number,sys_updated_by,location,assigned_to,caller_id,sys_updated_on,short_description,priority,assignement_group,amount,processed_time,department
Services,Resolved,2023-04-14 10:00:00.000000000,2023-10-02 01:05:00,Beth Anglin,INC0000000165,employee,North America,Luke Wilson,Bud Richman,2023-12-01 23:08:08.172813661,There was an issue,4 - Low,Database,46072,3,HR
Miscellaneous,Processed,2023-08-02 04:32:04.560171158,2023-10-02 20:23:00,Fred Luddy,INC0000000350,admin,South America,Howard Johnson,ITIL User,2023-01-23 02:21:48.999352525,There was an issue,3 - Moderate,Software,42003,53,Finance
Assets,Processed,2023-12-01 23:08:08.172813661,2023-10-03 07:12:00,Howard Johnson,INC0000000182,employee,Africa,Luke Wilson,Don Goodliffe,2023-11-15 18:59:00.000000000,There was an issue,3 - Moderate,Network,35358,95,Product Management
Services,Resolved,2023-02-09 20:37:54.209291607,2023-10-03 08:47:00,Fred Luddy,INC0000000360,system,Asia,Fred Luddy,Bud Richman,2023-07-31 04:33:45.303280610,There was an issue,4 - Low,Hardware,39948,50,Product Management
Travel,Processed,2024-01-06 13:12:25.109624389,2023-10-03 11:29:00,Charlie Whitherspoon,INC0000000364,employee,Asia,Fred Luddy,Bud Richman,2023-08-08 20:25:25.735379947,There was an issue,4 - Low,Network,17956,63,HR
Miscellaneous,Closed,2023-06-29 19:11:43.933822843,2023-10-03 14:29:00,Charlie Whitherspoon,INC0000000027,admin,Europe,Fred Luddy,David Loo,2023-12-13 03:48:19.521259680,There was an issue,3 - Moderate,Network,54748,24,Finance
Travel,Processed,2023-07-06 13:13:24.843387226,2023-10-04 21:50:00,Howard Johnson,INC0000000234,employee,Asia,Beth Anglin,Don Goodliffe,2023-11-01 13:29:20.811811166,There was an issue,4 - Low,Inquiry / Help,27394,49,Customer Support
Miscellaneous,Processed,2023-12-09 22:53:40.047263709,2023-10-05 06:17:00,Charlie Whitherspoon,INC0000000326,system,North America,Beth Anglin,Bud Richman,2023-05-06 08:53:56.696181202,There was an issue,3 - Moderate,Network,59157,97,HR
Miscellaneous,Processed,2023-05-27 02:04:45.048501853,2023-10-05 12:36:00,Beth Anglin,INC0000000158,system,Europe,Fred Luddy,David Loo,2023-04-08 15:04:33.153395278,There was an issue,2 - High,Inquiry / Help,46555,42,Development
Services,Resolved,2023-10-07 15:02:09.446606967,2023-10-06 14:02:00,Luke Wilson,INC0000000132,employee,Africa,Beth Anglin,Don Goodliffe,2023-11-06 00:05:08.518186417,There was an issue,3 - Moderate,Network,17488,49,Finance
Miscellaneous,Processed,2023-03-17 15:33:56.380678280,2023-10-07 19:05:00,Fred Luddy,INC0000000481,employee,North America,Charlie Whitherspoon,Bud Richman,2023-07-06 00:45:36.251942561,There was an issue,3 - Moderate,Database,82272,21,Customer Support
Services,Processed,2023-08-30 14:14:08.283969923,2023-10-08 09:10:00,Howard Johnson,INC0000000136,system,Asia,Charlie Whitherspoon,David Loo,2023-05-13 13:14:46.388208661,There was an issue,2 - High,Hardware,16726,68,HR
Miscellaneous,Resolved,2023-07-06 00:45:36.251942561,2023-10-08 10:24:00,Beth Anglin,INC0000000222,admin,South America,Beth Anglin,David Loo,2023-07-19 14:54:49.403388921,There was an issue,1 - Critical,Software,54738,81,Product Management
Assets,Resolved,2023-08-07 06:13:36.125124469,2023-10-09 03:23:00,Beth Anglin,INC0000000260,admin,Europe,Beth Anglin,David Loo,2023-09-22 21:14:00.000000000,There was an issue,2 - High,Inquiry / Help,31102,0,IT
Services,Closed,2023-10-11 12:19:52.993926660,2023-10-09 19:05:00,Beth Anglin,INC0000000193,system,Africa,Howard Johnson,Bud Richman,2023-11-11 05:32:19.072152631,There was an issue,2 - High,Hardware,13771,0,Development
Assets,Processed,2023-04-25 00:40:17.584686390,2023-10-10 09:43:00,Fred Luddy,INC0000000051,system,Africa,Charlie Whitherspoon,ITIL User,2023-11-24 06:22:46.772217434,There was an issue,1 - Critical,Inquiry / Help,19969,19,Development
Miscellaneous,Closed,2023-11-13 13:05:35.772593402,2023-10-11 11:15:00,Fred Luddy,INC0000000337,admin,Africa,Beth Anglin,ITIL User,2023-10-20 04:35:01.141400836,There was an issue,3 - Moderate,Network,11698,34,HR
Miscellaneous,Closed,2023-10-06 07:39:16.761597562,2023-10-11 14:14:00,Fred Luddy,INC0000000220,employee,Africa,Beth Anglin,Don Goodliffe,2023-09-13 13:44:32.848563603,There was an issue,4 - Low,Network,22042,93,Sales
Assets,Closed,2023-10-30 13:55:51.015143360,2023-10-11 19:50:00,Beth Anglin,INC0000000457,admin,Europe,Howard Johnson,Bud Richman,2023-09-17 17:36:33.312203552,There was an issue,3 - Moderate,Network,58843,80,Finance
Services,Processed,2023-08-07 18:20:23.668968040,2023-10-12 01:24:00,Charlie Whitherspoon,INC0000000421,employee,Africa,Howard Johnson,ITIL User,2023-10-28 17:01:26.639036991,There was an issue,4 - Low,Inquiry / Help,32108,10,Customer Support
Miscellaneous,Resolved,2023-03-31 07:59:26.909209525,2023-10-12 03:06:00,Howard Johnson,INC0000000383,admin,South America,Luke Wilson,ITIL User,2023-11-09 09:27:41.299495824,There was an issue,4 - Low,Software,35843,75,Development
Miscellaneous,Resolved,2023-06-06 12:59:19.008350345,2023-10-12 20:39:00,Howard Johnson,INC0000000020,employee,Asia,Beth Anglin,Don Goodliffe,2023-08-03 13:35:26.483807424,There was an issue,1 - Critical,Software,30705,34,Product Management
Assets,Resolved,2023-01-12 10:23:00.628645777,2023-10-13 09:01:00,Luke Wilson,INC0000000447,system,South America,Howard Johnson,Bud Richman,2023-07-25 03:32:18.462401146,There was an issue,3 - Moderate,Network,33607,40,Sales
Services,Closed,2023-07-01 09:46:55.866723604,2023-10-14 19:37:00,Beth Anglin,INC0000000169,system,Europe,Charlie Whitherspoon,David Loo,2023-11-07 11:30:00.000000000,There was an issue,1 - Critical,Network,56294,25,Sales
Services,Resolved,2023-09-13 13:44:32.848563603,2023-10-15 00:02:00,Fred Luddy,INC0000000102,employee,Africa,Luke Wilson,Bud Richman,2023-02-14 04:41:35.236486606,There was an issue,2 - High,Database,10858,77,Development
Assets,Processed,2023-02-13 09:00:00.000000000,2023-10-15 00:53:00,Luke Wilson,INC0000000016,employee,Europe,Charlie Whitherspoon,Don Goodliffe,2023-10-10 07:54:06.270667738,There was an issue,1 - Critical,Network,68774,19,Customer Support
Travel,Processed,2023-02-11 09:07:59.479099672,2023-10-15 17:23:00,Fred Luddy,INC0000000415,employee,North America,Beth Anglin,ITIL User,2023-09-20 04:57:50.969058643,There was an issue,3 - Moderate,Inquiry / Help,65502,29,Sales
Travel,Processed,2023-08-09 07:59:01.326042131,2023-10-16 14:21:00,Howard Johnson,INC0000000378,employee,Africa,Luke Wilson,Bud Richman,2023-11-12 08:10:38.248010764,There was an issue,1 - Critical,Network,11485,0,IT
Miscellaneous,Processed,2023-07-06 03:31:13.838619495,2023-10-16 16:55:00,Charlie Whitherspoon,INC0000000007,admin,Asia,Charlie Whitherspoon,ITIL User,2023-12-09 17:15:01.861232926,There was an issue,3 - Moderate,Database,23300,77,Customer Support
Services,Closed,2023-04-26 07:15:31.647958414,2023-10-17 00:52:00,Charlie Whitherspoon,INC0000000111,employee,Europe,Luke Wilson,David Loo,2023-10-14 07:51:41.450443462,There was an issue,2 - High,Software,49649,10,Finance
Assets,Processed,2023-03-29 09:27:22.091188363,2023-10-20 02:34:00,Charlie Whitherspoon,INC0000000402,employee,Africa,Luke Wilson,Don Goodliffe,2023-03-01 04:41:50.658060449,There was an issue,4 - Low,Hardware,29102,82,Sales
Travel,Resolved,2023-01-11 01:17:39.128189467,2023-10-21 03:48:00,Fred Luddy,INC0000000207,admin,South America,Charlie Whitherspoon,David Loo,2023-08-04 08:39:00.000000000,There was an issue,4 - Low,Inquiry / Help,35737,30,HR
Services,Processed,2023-03-05 11:31:06.569025031,2023-10-22 17:17:00,Charlie Whitherspoon,INC0000000082,employee,Europe,Charlie Whitherspoon,Bud Richman,2023-04-08 07:50:02.291054808,There was an issue,3 - Moderate,Software,79197,54,Customer Support
Services,Processed,2023-07-21 18:09:17.803746956,2023-10-23 01:08:00,Howard Johnson,INC0000000471,employee,Europe,Howard Johnson,ITIL User,2024-01-25 11:01:00.578026325,There was an issue,4 - Low,Hardware,41782,0,IT
Travel,Closed,2023-04-24 02:25:13.899200115,2023-10-23 14:06:00,Charlie Whitherspoon,INC0000000257,employee,Europe,Howard Johnson,David Loo,2023-03-30 05:18:20.748165094,There was an issue,2 - High,Inquiry / Help,40001,26,Finance
Miscellaneous,Closed,2023-02-03 19:14:44.970166482,2023-10-24 02:28:00,Fred Luddy,INC0000000090,admin,South America,Beth Anglin,ITIL User,2023-07-14 08:23:51.080019979,There was an issue,3 - Moderate,Software,34561,29,Development
Services,Processed,2023-06-07 21:23:00.000000000,2023-10-24 20:18:00,Howard Johnson,INC0000000451,admin,South America,Fred Luddy,Don Goodliffe,2023-03-11 20:13:52.693225203,There was an issue,1 - Critical,Database,48819,66,Customer Support
Miscellaneous,Processed,2023-05-08 00:19:49.950083121,2023-10-25 03:39:00,Charlie Whitherspoon,INC0000000095,admin,Africa,Luke Wilson,ITIL User,2023-09-28 10:20:40.858388369,There was an issue,4 - Low,Software,10354,0,IT
Miscellaneous,Processed,2023-05-24 09:29:18.509870284,2023-10-25 05:06:00,Charlie Whitherspoon,INC0000000248,admin,North America,Fred Luddy,David Loo,2023-04-08 23:37:33.628402771,There was an issue,1 - Critical,Inquiry / Help,95254,87,Customer Support
Miscellaneous,Processed,2023-10-09 09:10:00.000000000,2023-10-26 10:39:00,Howard Johnson,INC0000000498,admin,South America,Howard Johnson,David Loo,2023-08-28 16:17:39.682367202,There was an issue,1 - Critical,Database,44985,20,Customer Support
Travel,Closed,2023-07-09 20:00:30.308403141,2023-10-26 19:39:00,Howard Johnson,INC0000000429,employee,Africa,Fred Luddy,Don Goodliffe,2023-02-11 09:07:59.479099672,There was an issue,3 - Moderate,Software,10843,70,Development
Assets,Closed,2023-03-13 16:49:10.116400647,2023-10-26 20:51:00,Fred Luddy,INC0000000155,admin,South America,Beth Anglin,David Loo,2023-09-01 14:19:29.165134519,There was an issue,3 - Moderate,Inquiry / Help,37404,89,HR
Travel,Resolved,2023-02-16 22:50:20.255626998,2023-10-27 23:13:00,Charlie Whitherspoon,INC0000000075,employee,South America,Luke Wilson,Bud Richman,2023-12-05 17:32:49.113615094,There was an issue,3 - Moderate,Inquiry / Help,44761,77,Sales
Assets,Processed,2023-02-13 08:10:20.378839709,2023-10-28 04:24:00,Fred Luddy,INC0000000407,admin,Asia,Howard Johnson,Don Goodliffe,2023-05-05 00:21:12.204265630,There was an issue,3 - Moderate,Inquiry / Help,28974,68,Finance
Assets,Resolved,2023-07-08 04:48:00.000000000,2023-10-29 03:27:00,Fred Luddy,INC0000000049,admin,Europe,Fred Luddy,David Loo,2023-05-14 08:03:47.192602517,There was an issue,2 - High,Hardware,46260,93,Sales
Travel,Processed,2023-06-12 02:12:20.844915289,2023-10-29 03:41:00,Fred Luddy,INC0000000254,system,South America,Howard Johnson,David Loo,2024-01-06 22:55:13.977268119,There was an issue,4 - Low,Inquiry / Help,46987,4,Finance
Travel,Closed,2023-04-25 04:21:38.122505056,2023-10-29 14:02:00,Charlie Whitherspoon,INC0000000058,employee,North America,Luke Wilson,Don Goodliffe,2023-11-27 06:06:19.635851412,There was an issue,1 - Critical,Software,58010,42,Development
Services,Processed,2023-10-16 04:30:10.679168966,2023-10-29 17:52:00,Howard Johnson,INC0000000472,employee,Asia,Howard Johnson,Bud Richman,2023-03-14 22:49:22.720352152,There was an issue,3 - Moderate,Hardware,26823,89,Finance
Assets,Closed,2023-01-13 22:01:58.804819178,2023-10-29 18:57:00,Luke Wilson,INC0000000096,admin,Europe,Fred Luddy,Bud Richman,2023-06-20 19:52:27.802682144,There was an issue,3 - Moderate,Hardware,30022,0,IT
Services,Closed,2023-11-11 05:32:19.072152631,2023-10-31 23:16:00,Luke Wilson,INC0000000489,system,South America,Charlie Whitherspoon,David Loo,2023-04-04 09:15:27.409492338,There was an issue,4 - Low,Software,43459,93,Sales
Miscellaneous,Processed,2024-02-08 06:58:35.863529275,2023-11-02 11:52:00,Fred Luddy,INC0000000422,employee,North America,Fred Luddy,David Loo,2023-07-12 18:45:07.705046349,There was an issue,1 - Critical,Hardware,57985,4,HR
Services,Resolved,2023-06-14 11:45:24.784548040,2023-11-02 12:42:00,Luke Wilson,INC0000000280,employee,Europe,Fred Luddy,ITIL User,2023-08-25 07:22:00.000000000,There was an issue,1 - Critical,Inquiry / Help,55728,28,Sales
Miscellaneous,Processed,2024-01-29 03:16:08.014433635,2023-11-03 09:56:00,Fred Luddy,INC0000000105,admin,Asia,Luke Wilson,Bud Richman,2023-05-08 00:19:49.950083121,There was an issue,3 - Moderate,Software,38121,32,Customer Support
Miscellaneous,Processed,2023-02-25 14:32:02.076278529,2023-11-03 13:49:00,Howard Johnson,INC0000000363,employee,Asia,Beth Anglin,David Loo,2023-03-31 08:03:25.091057805,There was an issue,4 - Low,Hardware,32248,50,Customer Support
Miscellaneous,Closed,2023-10-10 07:54:06.270667738,2023-11-04 10:59:00,Luke Wilson,INC0000000442,admin,South America,Beth Anglin,David Loo,2024-01-14 19:07:03.245823840,There was an issue,3 - Moderate,Network,34101,0,IT
Services,Processed,2023-10-05 14:06:46.265722782,2023-11-05 06:44:00,Charlie Whitherspoon,INC0000000211,employee,Asia,Fred Luddy,Bud Richman,2024-01-27 16:50:43.924769422,There was an issue,1 - Critical,Hardware,37763,21,Customer Support
Assets,Processed,2023-04-29 07:22:13.691497066,2023-11-05 11:29:00,Fred Luddy,INC0000000128,employee,South America,Charlie Whitherspoon,David Loo,2023-11-14 12:04:58.180425139,There was an issue,1 - Critical,Database,41542,52,Customer Support
Assets,Closed,2023-12-09 12:22:44.658032345,2023-11-05 19:34:00,Beth Anglin,INC0000000372,admin,South America,Luke Wilson,Don Goodliffe,2023-01-13 22:01:58.804819178,There was an issue,1 - Critical,Inquiry / Help,23730,0,IT
Services,Closed,2023-12-12 19:10:00.000000000,2023-11-06 04:39:00,Howard Johnson,INC0000000425,system,North America,Luke Wilson,David Loo,2023-02-19 06:21:12.452625610,There was an issue,4 - Low,Database,70222,81,Finance
Assets,Processed,2024-01-04 00:08:18.653166818,2023-11-06 11:30:00,Beth Anglin,INC0000000304,system,South America,Luke Wilson,Bud Richman,2023-06-25 09:59:55.161658018,There was an issue,4 - Low,Software,30304,46,Sales
Services,Resolved,2023-03-03 22:24:21.666904166,2023-11-07 02:57:00,Charlie Whitherspoon,INC0000000097,employee,North America,Beth Anglin,Bud Richman,2024-01-24 20:11:01.690566157,There was an issue,3 - Moderate,Hardware,48170,6,Development
Services,Closed,2023-01-23 14:49:23.734002375,2023-11-07 19:50:00,Beth Anglin,INC0000000235,system,Africa,Charlie Whitherspoon,David Loo,2023-05-15 10:38:15.815796741,There was an issue,4 - Low,Database,10396,0,IT
Miscellaneous,Processed,2023-10-03 08:53:36.796709606,2023-11-08 05:51:00,Howard Johnson,INC0000000159,system,Asia,Fred Luddy,ITIL User,2023-05-05 19:25:33.306689559,There was an issue,4 - Low,Software,16149,0,IT
Travel,Closed,2023-09-22 15:44:42.056556368,2023-11-08 19:58:00,Fred Luddy,INC0000000009,system,Africa,Howard Johnson,ITIL User,2023-08-22 04:24:28.410211673,There was an issue,2 - High,Software,25111,17,Sales
Services,Processed,2023-02-19 05:46:55.363664679,2023-11-09 00:45:00,Luke Wilson,INC0000000320,admin,Asia,Beth Anglin,ITIL User,2023-12-14 06:24:13.933877695,There was an issue,1 - Critical,Inquiry / Help,36587,29,Customer Support
Miscellaneous,Resolved,2023-10-01 22:54:51.030860190,2023-11-09 12:54:00,Beth Anglin,INC0000000467,employee,Africa,Howard Johnson,Bud Richman,2023-06-25 12:04:04.032337887,There was an issue,3 - Moderate,Inquiry / Help,23428,58,Sales
Miscellaneous,Closed,2023-03-14 22:49:22.720352152,2023-11-10 16:18:00,Fred Luddy,INC0000000253,admin,Europe,Howard Johnson,Bud Richman,2023-05-27 00:02:45.297437201,There was an issue,2 - High,Hardware,43361,69,Finance
Travel,Processed,2023-10-07 04:57:07.243553547,2023-11-11 21:57:00,Fred Luddy,INC0000000142,admin,North America,Luke Wilson,Don Goodliffe,2023-02-05 14:01:58.932181130,There was an issue,4 - Low,Hardware,43116,82,Development
Assets,Resolved,2023-07-14 06:35:05.209399792,2023-11-12 04:33:00,Luke Wilson,INC0000000300,admin,South America,Fred Luddy,ITIL User,2023-05-30 11:21:04.259433606,There was an issue,1 - Critical,Network,47398,42,Finance
Services,Processed,2023-10-09 10:00:05.170032833,2023-11-14 18:59:00,Fred Luddy,INC0000000012,employee,South America,Fred Luddy,Don Goodliffe,2023-04-25 04:21:38.122505056,There was an issue,4 - Low,Network,50897,51,Customer Support
Miscellaneous,Resolved,2023-05-19 01:48:03.565852983,2023-11-14 19:32:00,Luke Wilson,INC0000000073,admin,Africa,Charlie Whitherspoon,David Loo,2023-07-14 21:15:31.584390518,There was an issue,1 - Critical,Hardware,13407,32,Development
Services,Closed,2023-05-30 02:59:49.369927031,2023-11-15 07:35:00,Beth Anglin,INC0000000288,system,North America,Beth Anglin,David Loo,2023-09-30 16:57:13.076218110,There was an issue,1 - Critical,Database,64062,74,Sales
Services,Closed,2023-06-01 13:53:33.745863862,2023-11-15 19:05:00,Charlie Whitherspoon,INC0000000019,system,North America,Charlie Whitherspoon,Bud Richman,2023-05-27 02:04:45.048501853,There was an issue,1 - Critical,Network,73918,38,Sales
Services,Resolved,2024-01-01 04:47:56.741681309,2023-11-17 07:33:00,Luke Wilson,INC0000000406,employee,North America,Luke Wilson,Bud Richman,2023-08-19 05:22:39.220366354,There was an issue,3 - Moderate,Hardware,40548,54,HR
Assets,Resolved,2023-08-02 12:16:09.558065832,2023-11-17 11:41:00,Fred Luddy,INC0000000200,system,Asia,Fred Luddy,ITIL User,2023-02-19 11:12:41.587556967,There was an issue,3 - Moderate,Hardware,20144,38,Product Management
Miscellaneous,Processed,2023-03-19 18:35:49.186969810,2023-11-18 02:05:00,Fred Luddy,INC0000000067,system,Europe,Fred Luddy,David Loo,2023-03-10 09:09:00.000000000,There was an issue,3 - Moderate,Software,72687,85,Customer Support
Assets,Processed,2023-07-26 17:51:52.767336231,2023-11-19 02:52:00,Charlie Whitherspoon,INC0000000230,system,North America,Luke Wilson,David Loo,2023-09-03 02:19:00.000000000,There was an issue,3 - Moderate,Database,48791,54,Development
Miscellaneous,Resolved,2023-09-05 02:07:43.113682721,2023-11-19 11:06:00,Beth Anglin,INC0000000201,admin,North America,Beth Anglin,David Loo,2023-11-19 06:43:16.486790150,There was an issue,3 - Moderate,Database,52948,12,HR
Services,Closed,2023-11-07 22:41:41.858766805,2023-11-21 04:00:00,Fred Luddy,INC0000000166,system,South America,Howard Johnson,Don Goodliffe,2024-01-29 03:16:08.014433635,There was an issue,3 - Moderate,Database,28385,0,IT
Miscellaneous,Closed,2023-11-23 08:35:34.467772083,2023-11-22 08:43:00,Charlie Whitherspoon,INC0000000416,system,South America,Charlie Whitherspoon,ITIL User,2023-07-23 19:05:17.533035942,There was an issue,2 - High,Hardware,34941,87,Finance
Travel,Processed,2023-04-13 12:12:50.918205479,2023-11-23 08:47:00,Beth Anglin,INC0000000226,employee,Europe,Fred Luddy,David Loo,2023-04-13 02:17:59.600859991,There was an issue,1 - Critical,Software,72147,32,Customer Support
Assets,Closed,2023-05-05 01:59:48.858836394,2023-11-23 15:24:00,Luke Wilson,INC0000000024,employee,Asia,Howard Johnson,Don Goodliffe,2023-10-16 11:37:53.443608066,There was an issue,3 - Moderate,Database,11013,98,HR
Services,Processed,2023-05-19 04:22:50.443252112,2023-11-24 19:27:00,Howard Johnson,INC0000000328,employee,Asia,Charlie Whitherspoon,ITIL User,2023-08-04 22:43:36.252615961,There was an issue,4 - Low,Network,17652,86,Finance
Miscellaneous,Closed,2023-07-19 14:54:49.403388921,2023-11-27 20:26:00,Luke Wilson,INC0000000365,system,Asia,Charlie Whitherspoon,Bud Richman,2023-07-01 09:46:55.866723604,There was an issue,2 - High,Software,14141,71,HR
Assets,Resolved,2023-12-05 02:10:03.357753705,2023-11-28 06:30:00,Howard Johnson,INC0000000319,employee,Asia,Howard Johnson,ITIL User,2023-12-15 03:54:00.000000000,There was an issue,1 - Critical,Hardware,36542,60,Product Management
Miscellaneous,Closed,2023-12-19 02:53:45.256687900,2023-11-29 01:39:00,Luke Wilson,INC0000000028,admin,Europe,Charlie Whitherspoon,Don Goodliffe,2023-01-06 16:52:00.000000000,There was an issue,2 - High,Database,42748,69,Sales
Miscellaneous,Resolved,2023-07-23 19:05:17.533035942,2023-11-29 07:33:00,Charlie Whitherspoon,INC0000000221,admin,Africa,Beth Anglin,Don Goodliffe,2023-08-13 15:36:00.000000000,There was an issue,2 - High,Hardware,14530,42,HR
Services,Closed,2023-10-18 21:50:20.165772966,2023-11-30 04:31:00,Beth Anglin,INC0000000412,employee,South America,Beth Anglin,Don Goodliffe,2023-10-02 19:11:48.163774968,There was an issue,4 - Low,Network,25712,0,IT
Miscellaneous,Resolved,2023-10-16 08:25:44.792483730,2023-12-01 04:34:00,Fred Luddy,INC0000000114,admin,Europe,Luke Wilson,ITIL User,2023-07-28 21:34:00.908307924,There was an issue,4 - Low,Hardware,37848,0,IT
Miscellaneous,Resolved,2023-08-04 18:56:00.000000000,2023-12-02 09:51:00,Howard Johnson,INC0000000276,employee,Asia,Fred Luddy,ITIL User,2023-12-06 06:18:20.231641812,There was an issue,4 - Low,Inquiry / Help,11719,77,Development
Miscellaneous,Closed,2023-11-15 18:59:00.000000000,2023-12-03 07:21:00,Fred Luddy,INC0000000156,employee,Africa,Charlie Whitherspoon,ITIL User,2023-05-24 17:45:04.375124775,There was an issue,2 - High,Inquiry / Help,20557,17,Sales
Assets,Processed,2024-01-06 22:55:13.977268119,2023-12-04 13:22:00,Howard Johnson,INC0000000484,employee,Europe,Fred Luddy,ITIL User,2024-02-11 16:34:09.159779461,There was an issue,4 - Low,Hardware,67942,98,Customer Support
Assets,Resolved,2023-02-13 00:16:27.398179564,2023-12-04 20:14:00,Luke Wilson,INC0000000338,system,Asia,Howard Johnson,Bud Richman,2023-08-19 10:57:00.000000000,There was an issue,1 - Critical,Inquiry / Help,26225,12,Finance
Travel,Closed,2023-04-24 09:36:05.775625483,2023-12-04 20:19:00,Howard Johnson,INC0000000321,employee,Europe,Luke Wilson,David Loo,2023-11-12 08:41:55.212270110,There was an issue,1 - Critical,Hardware,44115,57,Development
Miscellaneous,Resolved,2023-07-20 02:37:10.813279462,2023-12-05 11:43:00,Fred Luddy,INC0000000164,admin,South America,Fred Luddy,Don Goodliffe,2023-11-23 05:26:06.568026419,There was an issue,1 - Critical,Network,31485,35,Development
Assets,Resolved,2023-08-31 15:44:00.000000000,2023-12-05 15:02:00,Howard Johnson,INC0000000452,admin,South America,Charlie Whitherspoon,David Loo,2023-09-22 23:55:17.560026848,There was an issue,1 - Critical,Network,24826,0,IT
Services,Closed,2023-07-14 08:23:51.080019979,2023-12-06 00:31:00,Howard Johnson,INC0000000002,employee,North America,Luke Wilson,Bud Richman,2023-06-19 06:59:02.120925069,There was an issue,1 - Critical,Hardware,49193,0,IT
Assets,Resolved,2023-10-30 03:46:43.553522312,2023-12-07 00:44:00,Fred Luddy,INC0000000259,admin,North America,Beth Anglin,Don Goodliffe,2023-03-26 11:10:50.949076210,There was an issue,4 - Low,Software,51499,88,Development
Services,Closed,2023-03-26 17:14:15.209900642,2023-12-08 00:32:00,Beth Anglin,INC0000000450,system,Africa,Charlie Whitherspoon,Bud Richman,2023-11-13 13:05:35.772593402,There was an issue,3 - Moderate,Software,26746,78,Product Management
Assets,Resolved,2023-12-14 13:02:12.152455924,2023-12-09 03:58:00,Fred Luddy,INC0000000151,admin,North America,Luke Wilson,David Loo,2023-09-13 04:40:34.280556892,There was an issue,4 - Low,Network,69623,39,Sales
Services,Closed,2023-08-21 08:48:34.847604103,2023-12-10 12:52:00,Charlie Whitherspoon,INC0000000387,system,South America,Fred Luddy,David Loo,2023-08-14 09:36:00.295254938,There was an issue,2 - High,Database,39104,0,IT
Services,Resolved,2023-01-24 10:21:12.713928509,2023-12-11 17:57:00,Beth Anglin,INC0000000204,admin,South America,Beth Anglin,David Loo,2023-11-14 14:50:37.041296707,There was an issue,1 - Critical,Inquiry / Help,20310,54,HR
Travel,Closed,2023-02-23 22:00:23.401697490,2023-12-11 19:10:00,Fred Luddy,INC0000000178,admin,Asia,Beth Anglin,Bud Richman,2024-01-07 03:03:46.511421975,There was an issue,1 - Critical,Network,23698,2,Finance
Assets,Closed,2023-01-17 04:28:00.000000000,2023-12-12 08:51:00,Luke Wilson,INC0000000011,system,South America,Charlie Whitherspoon,ITIL User,2023-07-21 18:09:17.803746956,There was an issue,2 - High,Hardware,40594,80,Sales
Services,Closed,2023-12-06 21:57:38.764148014,2023-12-12 15:28:00,Howard Johnson,INC0000000087,employee,North America,Charlie Whitherspoon,Don Goodliffe,2023-10-01 22:54:51.030860190,There was an issue,2 - High,Inquiry / Help,63894,7,Finance
Assets,Processed,2023-05-06 22:24:00.000000000,2023-12-14 03:54:00,Fred Luddy,INC0000000261,employee,North America,Charlie Whitherspoon,David Loo,2023-08-11 16:02:37.684405305,There was an issue,3 - Moderate,Database,98778,60,Customer Support
Assets,Resolved,2023-06-29 22:17:23.746230748,2023-12-17 08:06:00,Charlie Whitherspoon,INC0000000443,admin,South America,Luke Wilson,Don Goodliffe,2023-10-14 10:07:06.909703281,There was an issue,1 - Critical,Inquiry / Help,32822,66,Development
Travel,Resolved,2023-10-21 17:05:49.162145411,2023-12-18 04:38:00,Charlie Whitherspoon,INC0000000353,employee,Africa,Howard Johnson,ITIL User,2023-03-05 04:00:53.829740603,There was an issue,4 - Low,Software,13056,18,Sales
Assets,Resolved,2023-09-28 10:20:40.858388369,2023-12-18 11:13:00,Beth Anglin,INC0000000124,employee,Europe,Charlie Whitherspoon,Don Goodliffe,2023-06-24 09:17:21.801903137,There was an issue,2 - High,Hardware,49896,0,IT
Services,Processed,2023-08-02 05:21:25.991706511,2023-12-19 05:43:00,Fred Luddy,INC0000000061,employee,North America,Beth Anglin,David Loo,2024-01-03 16:45:19.710278908,There was an issue,3 - Moderate,Inquiry / Help,92293,8,Customer Support
Services,Processed,2024-02-11 16:34:09.159779461,2023-12-19 07:32:00,Beth Anglin,INC0000000290,admin,Asia,Charlie Whitherspoon,ITIL User,2023-08-17 04:45:43.185739101,There was an issue,4 - Low,Database,21194,53,Sales
Miscellaneous,Processed,2023-08-22 04:24:28.410211673,2023-12-23 18:43:00,Howard Johnson,INC0000000032,admin,North America,Luke Wilson,Bud Richman,2023-10-31 10:15:16.995034613,There was an issue,4 - Low,Network,91055,17,Customer Support
Services,Processed,2023-04-04 19:04:22.181856865,2023-12-26 00:19:00,Beth Anglin,INC0000000461,system,Europe,Beth Anglin,David Loo,2023-01-26 12:30:48.397896971,There was an issue,2 - High,Database,68954,68,Customer Support
Miscellaneous,Closed,2023-10-28 17:01:26.639036991,2023-12-26 00:25:00,Howard Johnson,INC0000000263,employee,Europe,Luke Wilson,David Loo,2023-10-16 08:15:55.096916626,There was an issue,1 - Critical,Inquiry / Help,79991,42,Product Management
Services,Closed,2023-08-13 06:44:24.424288482,2023-12-26 16:08:00,Luke Wilson,INC0000000424,employee,North America,Charlie Whitherspoon,Bud Richman,2023-06-28 14:05:28.538482547,There was an issue,3 - Moderate,Database,46400,0,IT
