sys_updated_by,number,closed_by,state,caller_id,category,assigned_to,opened_at,sys_updated_on,closed_at,short_description,assignment_group,priority
employee,INC0000000372,Beth Anglin,Resolved,Bud Richman,Hardware,Beth Anglin,2023-10-14 21:49:00,2023-10-27 13:30:34.765438801,2023-10-27 13:30:34.765438801,Keyboard malfunctioning,Hardware,1 - Critical
employee,INC0000000373,Luke Wilson,Resolved,Don Goodliffe,Hardware,Beth Anglin,2023-10-15 03:21:00,2023-10-22 00:10:51.753989490,2023-10-22 00:10:51.753989490,Keyboard malfunctioning on office computer,Hardware,3 - Moderate
employee,INC0000000374,Charlie Whitherspoon,Resolved,David Loo,Hardware,Luke Wilson,2023-10-17 15:18:00,2023-10-26 20:05:57.135446419,2023-10-26 20:05:57.135446419,Printer is not functioning properly,Hardware,2 - High
employee,INC0000000375,Howard Johnson,Resolved,Don Goodliffe,Inquiry / Help,Charlie Whitherspoon,2023-10-19 07:37:00,2023-10-25 20:28:38.101250113,2023-10-25 20:28:38.101250113,Need assistance with understanding software features,Service Desk,3 - Moderate
employee,INC0000000376,Howard Johnson,Closed,David Loo,Hardware,Fred Luddy,2023-10-20 09:21:00,2023-11-01 10:22:10.291937965,2023-11-01 10:22:10.291937965,Failed to power on workstation,Hardware,2 - High
employee,INC0000000377,Charlie Whitherspoon,Closed,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-10-20 23:14:00,2023-10-28 16:02:48.961288576,2023-10-28 16:02:48.961288576,Issue with the company issued printer,Hardware,2 - High
system,INC0000000378,Fred Luddy,Closed,Bud Richman,Hardware,Luke Wilson,2023-10-21 02:54:00,2023-10-31 19:50:17.597774680,2023-10-31 19:50:17.597774680,Keyboard issue on office PC,Hardware,2 - High
admin,INC0000000379,Howard Johnson,Resolved,Don Goodliffe,Hardware,Luke Wilson,2023-10-22 07:48:00,2023-11-02 14:56:58.801370847,2023-11-02 14:56:58.801370847,Keyboard malfunctioning on company issued laptop,Hardware,2 - High
system,INC0000000380,Fred Luddy,Closed,David Loo,Hardware,Beth Anglin,2023-10-22 18:37:00,2023-10-27 19:45:46.241011653,2023-10-27 19:45:46.241011653,Replacement needed for broken desktop keyboard,Hardware,2 - High
system,INC0000000381,Charlie Whitherspoon,Closed,David Loo,Inquiry / Help,Luke Wilson,2023-10-23 01:21:00,2023-10-26 02:36:57.121335650,2023-10-26 02:36:57.121335650,Need assistance with software usage,Service Desk,3 - Moderate
system,INC0000000382,Howard Johnson,Closed,Bud Richman,Software,Howard Johnson,2023-10-23 12:06:00,2023-10-27 18:38:39.558623183,2023-10-27 18:38:39.558623183,Software update causes application crash,Software,2 - High
employee,INC0000000383,Beth Anglin,Resolved,David Loo,Hardware,Beth Anglin,2023-10-24 01:25:00,2023-11-09 15:54:52.503379730,2023-11-09 15:54:52.503379730,CD Drive not reading discs,Hardware,2 - High
admin,INC0000000384,Fred Luddy,Resolved,ITIL User,Hardware,Luke Wilson,2023-10-24 20:22:00,2023-11-03 21:36:06.120956875,2023-11-03 21:36:06.120956875,Printer not responding,Hardware,2 - High
system,INC0000000385,Beth Anglin,Resolved,ITIL User,Hardware,Luke Wilson,2023-10-25 06:34:00,2023-10-29 19:04:32.378312340,2023-10-29 19:04:32.378312340,Printer stopped working after power outage,Hardware,2 - High
employee,INC0000000386,Luke Wilson,Closed,David Loo,Hardware,Fred Luddy,2023-10-26 01:10:00,2023-10-27 01:10:00.000000000,2023-10-27 01:10:00.000000000,Monitor display is not working correctly,Hardware,2 - High
admin,INC0000000387,Fred Luddy,Resolved,David Loo,Hardware,Luke Wilson,2023-10-27 17:55:00,2023-11-13 20:26:37.831055568,2023-11-13 20:26:37.831055568,Keyboard not functioning properly,Hardware,2 - High
admin,INC0000000388,Beth Anglin,Closed,ITIL User,Software,Charlie Whitherspoon,2023-10-29 21:53:00,2023-10-30 21:53:00.000000000,2023-10-30 21:53:00.000000000,Unable to update antivirus software,Software,2 - High
system,INC0000000389,Howard Johnson,Closed,David Loo,Hardware,Howard Johnson,2023-10-29 23:36:00,2023-11-12 09:58:36.060391317,2023-11-12 09:58:36.060391317,System fan error on workstation,Hardware,2 - High
employee,INC0000000390,Fred Luddy,Resolved,David Loo,Hardware,Luke Wilson,2023-10-30 00:14:00,2023-11-04 12:52:28.834946758,2023-11-04 12:52:28.834946758,The office printer is not working,Hardware,2 - High
system,INC0000000391,Fred Luddy,Resolved,David Loo,Hardware,Charlie Whitherspoon,2023-10-31 05:02:00,2023-11-07 22:31:04.408297000,2023-11-07 22:31:04.408297000,Monitor screen flickering,Hardware,2 - High
admin,INC0000000392,Luke Wilson,Resolved,Bud Richman,Inquiry / Help,Charlie Whitherspoon,2023-11-01 08:02:00,2023-11-07 22:23:23.555796369,2023-11-07 22:23:23.555796369,Need information regarding software installation,Service Desk,3 - Moderate
employee,INC0000000393,Fred Luddy,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-11-01 21:11:00,2023-11-07 13:28:17.502135885,2023-11-07 13:28:17.502135885,Printer not functioning properly,Hardware,2 - High
system,INC0000000394,Howard Johnson,Closed,ITIL User,Hardware,Fred Luddy,2023-11-02 07:21:00,2023-11-09 20:58:05.111560601,2023-11-09 20:58:05.111560601,The printer is malfunctioning,Hardware,2 - High
system,INC0000000395,Charlie Whitherspoon,Closed,David Loo,Hardware,Fred Luddy,2023-11-04 11:18:00,2023-11-05 11:18:00.000000000,2023-11-05 11:18:00.000000000,Printer not functioning properly,Hardware,2 - High
admin,INC0000000396,Beth Anglin,Closed,David Loo,Hardware,Charlie Whitherspoon,2023-11-04 13:33:00,2023-11-12 23:21:54.129571922,2023-11-12 23:21:54.129571922,Monitor display issue,Hardware,2 - High
system,INC0000000397,Charlie Whitherspoon,Resolved,David Loo,Hardware,Charlie Whitherspoon,2023-11-05 00:24:00,2023-11-17 11:21:26.509829065,2023-11-17 11:21:26.509829065,Printer is not functioning properly,Hardware,2 - High
employee,INC0000000398,Luke Wilson,Resolved,David Loo,Hardware,Fred Luddy,2023-11-05 07:25:00,2023-11-15 11:17:01.205693855,2023-11-15 11:17:01.205693855,Monitor display issue,Hardware,2 - High
employee,INC0000000399,Charlie Whitherspoon,Closed,David Loo,Hardware,Charlie Whitherspoon,2023-11-06 04:41:00,2023-11-10 19:22:36.120732079,2023-11-10 19:22:36.120732079,Unable to connect printer to workstation,Hardware,3 - Moderate
admin,INC0000000400,Howard Johnson,Resolved,ITIL User,Hardware,Luke Wilson,2023-11-06 07:02:00,2023-11-07 07:02:00.000000000,2023-11-07 07:02:00.000000000,Newly purchased printer is not working,Hardware,2 - High
system,INC0000000401,Charlie Whitherspoon,Resolved,Don Goodliffe,Inquiry / Help,Luke Wilson,2023-11-06 07:54:00,2023-11-13 19:26:25.282881363,2023-11-13 19:26:25.282881363,Inquiry about software installation process,Service Desk,3 - Moderate
system,INC0000000402,Fred Luddy,Closed,Don Goodliffe,Hardware,Fred Luddy,2023-11-07 03:42:00,2023-11-14 10:17:37.557907022,2023-11-14 10:17:37.557907022,Unable to connect printer to workstation,Hardware,2 - High
system,INC0000000403,Charlie Whitherspoon,Closed,ITIL User,Network,Charlie Whitherspoon,2023-11-08 17:04:00,2023-11-19 02:34:05.595092737,2023-11-19 02:34:05.595092737,Cannot connect to the VPN,Network,3 - Moderate
employee,INC0000000404,Beth Anglin,Resolved,David Loo,Software,Charlie Whitherspoon,2023-11-08 23:21:00,2023-11-11 04:50:07.080155676,2023-11-11 04:50:07.080155676,Unable to install antivirus software,Software,2 - High
admin,INC0000000405,Luke Wilson,Closed,ITIL User,Hardware,Charlie Whitherspoon,2023-11-10 13:25:00,2023-11-25 23:07:41.209803330,2023-11-25 23:07:41.209803330,Unable to boot up workstation,Hardware,2 - High
system,INC0000000406,Beth Anglin,Resolved,David Loo,Hardware,Beth Anglin,2023-11-11 15:21:00,2023-11-27 21:26:01.449911325,2023-11-27 21:26:01.449911325,Screen of workstation not working properly,Hardware,2 - High
admin,INC0000000407,Luke Wilson,Closed,David Loo,Network,Beth Anglin,2023-11-14 21:36:00,2023-11-17 07:44:51.824570542,2023-11-17 07:44:51.824570542,Cannot connect to the company's VPN,Network,2 - High
employee,INC0000000408,Charlie Whitherspoon,Resolved,Don Goodliffe,Inquiry / Help,Howard Johnson,2023-11-15 19:25:00,2023-11-16 19:25:00.000000000,2023-11-16 19:25:00.000000000,Need help with software installation,Service Desk,3 - Moderate
admin,INC0000000409,Beth Anglin,Resolved,Don Goodliffe,Hardware,Beth Anglin,2023-11-15 21:35:00,2023-11-22 00:15:35.713903169,2023-11-22 00:15:35.713903169,Printing issue on office printer,Hardware,2 - High
system,INC0000000410,Beth Anglin,Closed,David Loo,Network,Howard Johnson,2023-11-16 02:05:00,2023-11-28 12:09:32.881460323,2023-11-28 12:09:32.881460323,Unable to connect to VPN,Network,2 - High
admin,INC0000000411,Charlie Whitherspoon,Closed,Bud Richman,Hardware,Beth Anglin,2023-11-17 13:26:00,2023-11-25 07:37:34.896201871,2023-11-25 07:37:34.896201871,Printer is not functioning properly,Hardware,2 - High
admin,INC0000000412,Fred Luddy,Resolved,ITIL User,Inquiry / Help,Luke Wilson,2023-11-18 01:52:00,2023-11-28 17:15:04.368378840,2023-11-28 17:15:04.368378840,Need information regarding software update process,Service Desk,3 - Moderate
employee,INC0000000413,Beth Anglin,Closed,ITIL User,Hardware,Charlie Whitherspoon,2023-11-18 11:46:00,2023-11-23 11:25:45.028448156,2023-11-23 11:25:45.028448156,Printer malfunctioning in finance department,Hardware,3 - Moderate
system,INC0000000414,Howard Johnson,Resolved,Bud Richman,Software,Howard Johnson,2023-11-19 05:28:00,2023-12-08 12:40:40.235563756,2023-12-08 12:40:40.235563756,Unexpected software crash while using Photoshop,Software,2 - High
system,INC0000000415,Luke Wilson,Resolved,Bud Richman,Hardware,Howard Johnson,2023-11-20 19:15:00,2023-12-06 12:00:50.602969658,2023-12-06 12:00:50.602969658,Monitor screen goes blank intermittently,Hardware,2 - High
admin,INC0000000416,Luke Wilson,Closed,Bud Richman,Hardware,Beth Anglin,2023-11-21 20:38:00,2023-11-30 06:55:20.589009134,2023-11-30 06:55:20.589009134,Faulty printer causing disruption,Hardware,2 - High
system,INC0000000417,Luke Wilson,Closed,Don Goodliffe,Inquiry / Help,Luke Wilson,2023-11-22 00:39:00,2023-12-04 02:44:42.077149258,2023-12-04 02:44:42.077149258,Need help with database connection issue,Database,3 - Moderate
admin,INC0000000418,Howard Johnson,Closed,Bud Richman,Hardware,Luke Wilson,2023-11-22 03:28:00,2023-12-01 07:29:47.176887341,2023-12-01 07:29:47.176887341,Printer not responding,Hardware,2 - High
system,INC0000000419,Beth Anglin,Resolved,Bud Richman,Hardware,Howard Johnson,2023-11-23 14:11:00,2023-12-09 12:45:44.103901608,2023-12-09 12:45:44.103901608,Printer not working properly,Hardware,2 - High
employee,INC0000000420,Howard Johnson,Closed,David Loo,Hardware,Fred Luddy,2023-11-23 16:47:00,2023-11-30 03:15:03.690366459,2023-11-30 03:15:03.690366459,Audio issue with Conference Room Hardware ID 785JKBG,Hardware,2 - High
admin,INC0000000421,Howard Johnson,Resolved,Don Goodliffe,Hardware,Fred Luddy,2023-11-24 12:04:00,2023-12-01 15:52:23.390287347,2023-12-01 15:52:23.390287347,Printer not responding,Hardware,2 - High
employee,INC0000000422,Beth Anglin,Resolved,Don Goodliffe,Network,Charlie Whitherspoon,2023-11-25 03:11:00,2023-12-04 15:14:33.841179768,2023-12-04 15:14:33.841179768,Router not responding,Network,1 - Critical
system,INC0000000423,Charlie Whitherspoon,Closed,Bud Richman,Hardware,Howard Johnson,2023-11-25 08:40:00,2023-12-06 07:46:22.098524651,2023-12-06 07:46:22.098524651,Unable to boot up office desktop,Hardware,2 - High
employee,INC0000000424,Luke Wilson,Closed,Don Goodliffe,Hardware,Howard Johnson,2023-11-25 20:50:00,2023-12-06 20:04:23.006468463,2023-12-06 20:04:23.006468463,Issue with server hardware overheating,Hardware,1 - Critical
employee,INC0000000425,Howard Johnson,Resolved,Don Goodliffe,Hardware,Beth Anglin,2023-11-26 12:47:00,2023-12-05 08:24:55.898074419,2023-12-05 08:24:55.898074419,Mouse not working properly,Hardware,2 - High
system,INC0000000426,Charlie Whitherspoon,Resolved,Bud Richman,Hardware,Luke Wilson,2023-11-26 23:27:00,2023-12-07 12:07:02.956271748,2023-12-07 12:07:02.956271748,Assigned printer not working,Hardware,2 - High
admin,INC0000000427,Luke Wilson,Resolved,ITIL User,Hardware,Fred Luddy,2023-11-28 18:58:00,2023-12-03 19:27:27.977320997,2023-12-03 19:27:27.977320997,Printer is not working properly,Hardware,2 - High
system,INC0000000428,Fred Luddy,Closed,David Loo,Hardware,Luke Wilson,2023-11-29 01:09:00,2023-12-05 00:16:17.236302018,2023-12-05 00:16:17.236302018,Printer not working,Hardware,2 - High
admin,INC0000000429,Luke Wilson,Closed,David Loo,Hardware,Howard Johnson,2023-11-29 01:26:00,2023-12-12 04:53:54.982322784,2023-12-12 04:53:54.982322784,Printer machine is not working,Hardware,2 - High
employee,INC0000000430,Fred Luddy,Resolved,David Loo,Software,Howard Johnson,2023-11-29 12:31:00,2023-12-05 22:23:36.646006423,2023-12-05 22:23:36.646006423,Application fails to update,Software,2 - High
employee,INC0000000431,Beth Anglin,Closed,David Loo,Hardware,Fred Luddy,2023-11-29 23:47:00,2023-12-01 19:04:20.133128126,2023-12-01 19:04:20.133128126,Printer is not functioning properly,Hardware,2 - High
employee,INC0000000432,Howard Johnson,Closed,ITIL User,Hardware,Charlie Whitherspoon,2023-11-30 09:26:00,2023-12-07 10:02:09.305854824,2023-12-07 10:02:09.305854824,Printer is not working properly,Hardware,2 - High
employee,INC0000000433,Beth Anglin,Resolved,Don Goodliffe,Hardware,Howard Johnson,2023-12-01 15:42:00,2023-12-03 22:12:04.466362632,2023-12-03 22:12:04.466362632,Printer not working correctly,Hardware,3 - Moderate
employee,INC0000000434,Beth Anglin,Resolved,David Loo,Database,Luke Wilson,2023-12-02 03:51:00,2023-12-09 13:24:05.065929183,2023-12-09 13:24:05.065929183,SQL Server service failed to start,Database,2 - High
system,INC0000000435,Howard Johnson,Resolved,Bud Richman,Hardware,Luke Wilson,2023-12-02 06:11:00,2023-12-14 06:52:02.763135324,2023-12-14 06:52:02.763135324,PC power supply failure,Hardware,2 - High
employee,INC0000000436,Charlie Whitherspoon,Closed,Don Goodliffe,Hardware,Luke Wilson,2023-12-02 16:42:00,2023-12-03 16:42:00.000000000,2023-12-03 16:42:00.000000000,Printer not working properly,Hardware,2 - High
system,INC0000000437,Howard Johnson,Closed,Bud Richman,Hardware,Beth Anglin,2023-12-04 12:02:00,2023-12-17 00:40:40.710199292,2023-12-17 00:40:40.710199292,Keyboard not responding,Hardware,2 - High
employee,INC0000000438,Howard Johnson,Closed,Don Goodliffe,Database,Howard Johnson,2023-12-04 22:05:00,2023-12-05 22:05:00.000000000,2023-12-05 22:05:00.000000000,Issue with Oracle database connection,Database,2 - High
employee,INC0000000439,Fred Luddy,Resolved,David Loo,Inquiry / Help,Beth Anglin,2023-12-06 08:08:00,2023-12-14 07:08:01.813941311,2023-12-14 07:08:01.813941311,Need assistance with software installation,Service Desk,3 - Moderate
admin,INC0000000440,Howard Johnson,Resolved,David Loo,Hardware,Luke Wilson,2023-12-07 15:08:00,2023-12-20 08:34:15.740799683,2023-12-20 08:34:15.740799683,Need assistance to replace faulty hard drive,Hardware,2 - High
employee,INC0000000441,Luke Wilson,Resolved,Don Goodliffe,Hardware,Fred Luddy,2023-12-07 15:19:00,2023-12-16 02:03:33.549942559,2023-12-16 02:03:33.549942559,Issue with external hard drive not detecting,Hardware,2 - High
admin,INC0000000442,Fred Luddy,Closed,Bud Richman,Hardware,Charlie Whitherspoon,2023-12-08 00:34:00,2023-12-18 14:06:57.415358439,2023-12-18 14:06:57.415358439,Printer malfunctioning,Hardware,2 - High
system,INC0000000443,Luke Wilson,Closed,Don Goodliffe,Software,Beth Anglin,2023-12-09 12:59:00,2023-12-23 02:04:00.644686740,2023-12-23 02:04:00.644686740,Unable to update anti-virus software,Software,2 - High
employee,INC0000000444,Charlie Whitherspoon,Closed,Don Goodliffe,Hardware,Howard Johnson,2023-12-10 21:01:00,2023-12-11 21:01:00.000000000,2023-12-11 21:01:00.000000000,Server hardware failure detected,Hardware,1 - Critical
admin,INC0000000445,Luke Wilson,Resolved,David Loo,Hardware,Luke Wilson,2023-12-12 04:23:00,2023-12-14 04:08:12.723128059,2023-12-14 04:08:12.723128059,Printer not connecting to the system,Hardware,2 - High
admin,INC0000000446,Beth Anglin,Closed,David Loo,Hardware,Fred Luddy,2023-12-12 16:18:00,2023-12-18 20:46:06.123698838,2023-12-18 20:46:06.123698838,Printer is malfunctioning and causing paper jams,Hardware,2 - High
system,INC0000000447,Charlie Whitherspoon,Closed,ITIL User,Hardware,Beth Anglin,2023-12-13 11:51:00,2023-12-23 08:47:41.950951988,2023-12-23 08:47:41.950951988,Monitor not responding,Hardware,2 - High
admin,INC0000000448,Luke Wilson,Resolved,David Loo,Hardware,Charlie Whitherspoon,2023-12-14 11:25:00,2023-12-30 01:31:56.100973082,2023-12-30 01:31:56.100973082,Printer not working properly,Hardware,3 - Moderate
admin,INC0000000449,Fred Luddy,Closed,Don Goodliffe,Hardware,Beth Anglin,2023-12-15 12:16:00,2023-12-19 15:39:19.334744759,2023-12-19 15:39:19.334744759,Monitor screen is flickering,Hardware,2 - High
employee,INC0000000450,Charlie Whitherspoon,Closed,David Loo,Hardware,Howard Johnson,2023-12-16 05:14:00,2024-01-01 05:49:40.004564204,2024-01-01 05:49:40.004564204,Monitor not turning on,Hardware,2 - High
employee,INC0000000451,Fred Luddy,Closed,David Loo,Hardware,Luke Wilson,2023-12-17 17:27:00,2023-12-27 22:12:01.797339107,2023-12-27 22:12:01.797339107,Printer is not working,Hardware,2 - High
admin,INC0000000452,Fred Luddy,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-12-19 18:16:00,2024-01-01 18:22:49.975987535,2024-01-01 18:22:49.975987535,Printer malfunctioning,Hardware,2 - High
admin,INC0000000453,Charlie Whitherspoon,Closed,ITIL User,Hardware,Fred Luddy,2023-12-20 17:50:00,2023-12-24 19:58:55.684436078,2023-12-24 19:58:55.684436078,Overheating issue with company issued laptop,Hardware,2 - High
admin,INC0000000454,Howard Johnson,Resolved,David Loo,Hardware,Luke Wilson,2023-12-20 18:12:00,2023-12-30 00:41:39.542477566,2023-12-30 00:41:39.542477566,Keyboard not functioning properly,Hardware,3 - Moderate
admin,INC0000000455,Howard Johnson,Closed,Bud Richman,Inquiry / Help,Charlie Whitherspoon,2023-12-21 08:46:00,2024-01-04 14:24:00.842245356,2024-01-04 14:24:00.842245356,Need assistance with software installation,Service Desk,3 - Moderate
admin,INC0000000456,Fred Luddy,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-12-21 19:34:00,2023-12-28 12:49:02.046588225,2023-12-28 12:49:02.046588225,Need replacement for malfunctioning keyboard,Hardware,2 - High
system,INC0000000457,Howard Johnson,Closed,Don Goodliffe,Hardware,Luke Wilson,2023-12-22 14:38:00,2024-01-02 07:49:26.686129769,2024-01-02 07:49:26.686129769,Printer not working properly,Hardware,3 - Moderate
employee,INC0000000458,Luke Wilson,Resolved,David Loo,Software,Fred Luddy,2023-12-22 15:07:00,2023-12-25 05:01:39.446868796,2023-12-25 05:01:39.446868796,Email client application crashing repeatedly,Software,2 - High
system,INC0000000459,Howard Johnson,Closed,David Loo,Hardware,Howard Johnson,2023-12-23 04:36:00,2024-01-01 10:23:58.167517826,2024-01-01 10:23:58.167517826,The company printer is malfunctioning,Hardware,2 - High
admin,INC0000000460,Howard Johnson,Closed,David Loo,Hardware,Luke Wilson,2023-12-23 14:45:00,2023-12-26 03:47:53.652283236,2023-12-26 03:47:53.652283236,Desktop monitor not turning on,Hardware,2 - High
system,INC0000000461,Fred Luddy,Closed,Bud Richman,Hardware,Charlie Whitherspoon,2023-12-23 16:02:00,2023-12-31 11:20:14.138817121,2023-12-31 11:20:14.138817121,Printer not functioning properly,Hardware,2 - High
employee,INC0000000462,Charlie Whitherspoon,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-12-24 20:39:00,2023-12-27 18:41:04.740245333,2023-12-27 18:41:04.740245333,Issue with the monitor display,Hardware,2 - High
employee,INC0000000463,Fred Luddy,Resolved,Don Goodliffe,Hardware,Fred Luddy,2023-12-24 22:22:00,2024-01-06 02:09:46.656895001,2024-01-06 02:09:46.656895001,Monitor periodically flashes and goes black,Hardware,2 - High
system,INC0000000464,Howard Johnson,Closed,Don Goodliffe,Hardware,Howard Johnson,2023-12-25 22:19:00,2024-01-04 02:02:29.074673567,2024-01-04 02:02:29.074673567,The office printer is malfunctioning,Hardware,2 - High
admin,INC0000000465,Fred Luddy,Closed,David Loo,Hardware,Howard Johnson,2023-12-26 20:25:00,2024-01-03 09:19:35.952644441,2024-01-03 09:19:35.952644441,Printer not working,Hardware,3 - Moderate
admin,INC0000000466,Luke Wilson,Closed,Don Goodliffe,Hardware,Charlie Whitherspoon,2023-12-27 07:07:00,2023-12-31 21:59:37.567857928,2023-12-31 21:59:37.567857928,"GPU overheating issue, potential replacement needed",Hardware,2 - High
employee,INC0000000467,Howard Johnson,Resolved,David Loo,Hardware,Beth Anglin,2023-12-29 09:42:00,2024-01-05 20:34:32.158673551,2024-01-05 20:34:32.158673551,"Printer malfunctioning, requires immediate attention",Hardware,2 - High
admin,INC0000000468,Beth Anglin,Closed,Don Goodliffe,Hardware,Fred Luddy,2023-12-31 15:02:00,2024-01-07 09:28:48.603664702,2024-01-07 09:28:48.603664702,Server main board malfunction,Hardware,2 - High
system,INC0000000469,Beth Anglin,Resolved,Bud Richman,Hardware,Luke Wilson,2023-12-31 20:27:00,2024-01-10 06:48:56.961234211,2024-01-10 06:48:56.961234211,Printer malfunctioning in Room 402,Hardware,3 - Moderate
admin,INC0000000470,Fred Luddy,Closed,ITIL User,Hardware,Charlie Whitherspoon,2024-01-01 12:59:00,2024-01-02 12:59:00.000000000,2024-01-02 12:59:00.000000000,Printer not functioning correctly,Hardware,2 - High
admin,INC0000000471,Fred Luddy,Closed,Don Goodliffe,Hardware,Howard Johnson,2024-01-01 18:39:00,2024-01-06 08:32:34.495911884,2024-01-06 08:32:34.495911884,Printer not working properly,Hardware,2 - High
admin,INC0000000472,Charlie Whitherspoon,Closed,Don Goodliffe,Hardware,Beth Anglin,2024-01-04 16:14:00,2024-01-13 19:20:53.753076198,2024-01-13 19:20:53.753076198,Unable to print from office desktop,Hardware,2 - High
employee,INC0000000473,Charlie Whitherspoon,Resolved,Don Goodliffe,Hardware,Luke Wilson,2024-01-04 20:09:00,2024-01-16 23:39:25.229989093,2024-01-16 23:39:25.229989093,Printer not working properly,Hardware,2 - High
admin,INC0000000474,Luke Wilson,Closed,ITIL User,Hardware,Howard Johnson,2024-01-05 05:10:00,2024-01-16 09:42:41.293512203,2024-01-16 09:42:41.293512203,Printer fails to connect to network,Hardware,2 - High
system,INC0000000475,Howard Johnson,Closed,David Loo,Hardware,Beth Anglin,2024-01-05 19:30:00,2024-01-10 01:28:49.633793558,2024-01-10 01:28:49.633793558,Printer not functioning properly,Hardware,2 - High
admin,INC0000000476,Howard Johnson,Closed,ITIL User,Hardware,Howard Johnson,2024-01-06 01:18:00,2024-01-07 01:18:00.000000000,2024-01-07 01:18:00.000000000,Printer not functioning properly,Hardware,2 - High
employee,INC0000000477,Beth Anglin,Closed,Don Goodliffe,Hardware,Howard Johnson,2024-01-08 00:33:00,2024-01-09 00:33:00.000000000,2024-01-09 00:33:00.000000000,Keyboard malfunction on office desktop,Hardware,2 - High
system,INC0000000478,Luke Wilson,Closed,ITIL User,Hardware,Fred Luddy,2024-01-08 00:36:00,2024-01-11 08:54:49.506202857,2024-01-11 08:54:49.506202857,Printer not functioning properly,Hardware,2 - High
employee,INC0000000479,Beth Anglin,Closed,ITIL User,Hardware,Fred Luddy,2024-01-09 21:33:00,2024-01-10 21:33:00.000000000,2024-01-10 21:33:00.000000000,Cannot power up company-issued laptop,Hardware,2 - High
admin,INC0000000480,Fred Luddy,Closed,Bud Richman,Hardware,Fred Luddy,2024-01-10 18:30:00,2024-01-11 18:30:00.000000000,2024-01-11 18:30:00.000000000,Printer not working properly,Hardware,2 - High
admin,INC0000000481,Fred Luddy,Resolved,ITIL User,Hardware,Luke Wilson,2024-01-11 10:31:00,2024-01-23 01:30:46.222786387,2024-01-23 01:30:46.222786387,Printer is not working properly,Hardware,2 - High
admin,INC0000000482,Howard Johnson,Resolved,Bud Richman,Hardware,Luke Wilson,2024-01-13 03:12:00,2024-01-20 02:26:53.032377546,2024-01-20 02:26:53.032377546,Failed hard drive on work desktop,Hardware,1 - Critical
system,INC0000000483,Fred Luddy,Resolved,Bud Richman,Hardware,Fred Luddy,2024-01-14 03:55:00,2024-01-25 00:33:22.641635193,2024-01-25 00:33:22.641635193,Printer not working properly,Hardware,2 - High
admin,INC0000000484,Luke Wilson,Closed,David Loo,Software,Howard Johnson,2024-01-15 05:34:00,2024-01-17 23:58:27.529645025,2024-01-17 23:58:27.529645025,Unable to update anti-virus software,Software,2 - High
admin,INC0000000485,Fred Luddy,Resolved,Don Goodliffe,Hardware,Charlie Whitherspoon,2024-01-16 11:05:00,2024-01-19 11:41:40.132864012,2024-01-19 11:41:40.132864012,Desktop monitor not turning on,Hardware,2 - High
system,INC0000000486,Beth Anglin,Closed,ITIL User,Hardware,Luke Wilson,2024-01-16 21:03:00,2024-01-26 09:14:32.709639041,2024-01-26 09:14:32.709639041,Printer not functioning correctly,Hardware,2 - High
admin,INC0000000487,Beth Anglin,Resolved,Bud Richman,Hardware,Beth Anglin,2024-01-17 08:48:00,2024-01-26 12:48:52.325624744,2024-01-26 12:48:52.325624744,Printer malfunctioning after software update,Hardware,2 - High
employee,INC0000000488,Charlie Whitherspoon,Resolved,Bud Richman,Network,Charlie Whitherspoon,2024-01-18 22:32:00,2024-02-03 14:37:54.704538008,2024-02-03 14:37:54.704538008,Network outage causing disruption in services,Network,1 - Critical
system,INC0000000489,Charlie Whitherspoon,Resolved,Bud Richman,Hardware,Charlie Whitherspoon,2024-01-20 14:25:00,2024-01-31 19:27:38.038172846,2024-01-31 19:27:38.038172846,Keyboard keys not responding properly,Hardware,2 - High
employee,INC0000000490,Beth Anglin,Resolved,Don Goodliffe,Database,Beth Anglin,2024-01-22 17:08:00,2024-01-31 14:43:34.084104863,2024-01-31 14:43:34.084104863,Unable to connect to the production database,Database,2 - High
employee,INC0000000491,Howard Johnson,Resolved,ITIL User,Hardware,Luke Wilson,2024-01-23 02:32:00,2024-01-28 13:24:36.241317681,2024-01-28 13:24:36.241317681,Mouse not working properly,Hardware,2 - High
admin,INC0000000492,Beth Anglin,Closed,Don Goodliffe,Hardware,Beth Anglin,2024-01-23 05:53:00,2024-01-27 11:44:53.659956588,2024-01-27 11:44:53.659956588,Keyboard key not functioning,Hardware,2 - High
admin,INC0000000493,Fred Luddy,Resolved,Bud Richman,Hardware,Fred Luddy,2024-01-23 11:13:00,2024-01-24 11:13:00.000000000,2024-01-24 11:13:00.000000000,Monitor not displaying correctly,Hardware,3 - Moderate
admin,INC0000000494,Howard Johnson,Closed,David Loo,Hardware,Luke Wilson,2024-01-23 15:32:00,2024-02-03 22:48:01.547574689,2024-02-03 22:48:01.547574689,Keyboard not functioning properly,Hardware,2 - High
admin,INC0000000495,Howard Johnson,Closed,ITIL User,Hardware,Charlie Whitherspoon,2024-01-25 01:07:00,2024-01-29 17:29:59.777058178,2024-01-29 17:29:59.777058178,Monitor not turning on,Hardware,2 - High
