cost,warranty_expiration,model_category,serial_number,sys_updated_on,department,asset_tag,purchased_on,assigned_to,display_name,ci
8000,2025-05-16 00:18:00,Web Server,,2023-06-24 00:18:00,Customer Support,P1000432,2023-05-16 00:18:00,Melinda Carleton,Dell PowerEdge R940 Web Server,PowerEdge R940
343,2025-07-12 09:26:00,Computer Peripheral,,2023-08-01 09:26:00,Sales,P1000433,2023-07-12 09:26:00,David Dan,Dell Alienware Keyboard,Alienware Keyboard
400,2026-09-18 17:57:00,Rack,,2023-10-19 17:57:00,Sales,P1000434,2023-09-18 17:57:00,Elmo Gabouer,Dell PowerEdge Rack Server,PowerEdge Rack
488,2025-07-28 15:58:00,Storage Device,,2023-09-07 15:58:00,IT,P1000435,2023-07-28 15:58:00,Bertram Quertermous,WD Blue 3D NAND 1TB Internal PC SSD,1TB PC SSD
400,2027-03-04 07:25:00,Rack,,2024-04-14 07:25:00,Customer Support,P1000436,2024-03-04 07:25:00,Guillermo Tsang,Rack Server Pro245,Server Pro245
8000,2026-08-26 05:07:00,Web Server,,2023-09-03 05:07:00,Sales,P1000437,2023-08-26 05:07:00,Doreen Sakurai,Dell PowerEdge R740 Web Server,PowerEdge R740
494,2026-01-09 12:04:00,Storage Device,,2024-02-20 12:04:00,Product Management,P1000438,2024-01-09 12:04:00,Mamie Mcintee,Western Digital 2TB External Hard Drive,WD 2TB Drive
100,2026-01-12 20:39:00,Computer Peripheral,,2024-02-25 20:39:00,Customer Support,P1000439,2024-01-12 20:39:00,Sean Bonnet,Logitech Keyboard K120,Keyboard K120
8000,2026-02-26 23:24:00,Web Server,,2024-03-20 23:24:00,Product Management,P1000440,2024-02-26 23:24:00,Allie Pumphrey,Dell PowerEdge R740 Web Server,PowerEdge R740
8000,2025-03-27 04:46:00,Web Server,,2024-04-03 04:46:00,Customer Support,P1000441,2024-03-27 04:46:00,Lona Scronce,HP ProLiant DL380 Web Server,ProLiant DL380
4682,2024-02-09 06:16:00,Computer,YMZ-97463815,2023-12-02 06:16:00,Customer Support,P1000442,2023-11-08 06:16:00,Cherie Fuhri,Dell Inspiron 7000 Computer,Inspiron 7000
255,2025-07-18 10:13:00,Computer Peripheral,,2023-07-24 10:13:00,IT,P1000443,2023-07-18 10:13:00,Ron Kettering,Logitech Wireless Mouse M185,Wireless Mouse M185
101,2026-11-05 07:16:00,Computer Peripheral,,2023-11-20 07:16:00,Sales,P1000444,2023-11-05 07:16:00,Diana Temple,Dell USB Keyboard SK-8125,USB Keyboard SK-8125
11076,2025-07-12 22:08:00,Server,TFI-08568672,2023-08-02 22:08:00,Sales,P1000445,2023-07-12 22:08:00,Sheila Holloran,Dell PowerEdge R720 Server,PowerEdge R720
422,2025-05-21 00:22:00,Storage Device,,2023-06-22 00:22:00,Customer Support,P1000446,2023-05-21 00:22:00,Jarvis Galas,Seagate External Hard Drive 1TB,Seagate 1TB
567,2026-10-22 10:15:00,Printer,LLJ-73854882,2023-11-23 10:15:00,Customer Support,P1000447,2023-10-22 10:15:00,Mitch Schattner,HP LaserJet Pro MFP M281fdw Printer,LaserJet Pro M281fdw
339,2025-02-17 02:47:00,Storage Device,,2024-02-23 02:47:00,Finance,P1000448,2024-02-17 02:47:00,Titus Rodreguez,Dell PowerVault ML6000 Storage Device,PowerVault ML6000
400,2025-03-21 17:05:00,Rack,,2024-04-18 17:05:00,Sales,P1000449,2024-03-21 17:05:00,Berta Karczewski,Dell PowerEdge Rack,PowerEdge Rack
8000,2025-07-08 04:09:00,Web Server,,2023-08-20 04:09:00,IT,P1000450,2023-07-08 04:09:00,Van Leanen,Dell PowerEdge R740 Web Server,PowerEdge R740
358,2027-02-28 04:38:00,Storage Device,,2024-03-19 04:38:00,Sales,P1000451,2024-02-28 04:38:00,Martin Carley,Samsung SSD 970 EVO 1TB,SSD 970 EVO 1TB
400,2025-08-18 06:18:00,Rack,,2023-09-09 06:18:00,Development,P1000452,2023-08-18 06:18:00,Fred Luddy,Dell PowerEdge Rack,PowerEdge Rack
400,2025-06-01 10:04:00,Rack,,2023-07-27 10:04:00,Sales,P1000453,2023-06-01 10:04:00,Renae Eldrige,Dell PowerEdge Rack Server,PowerEdge Rack
397,2024-11-16 14:58:00,Storage Device,,2024-01-08 14:58:00,Customer Support,P1000454,2023-11-16 14:58:00,Jarvis Galas,Dell EMC PowerVault ME4 Series Storage Device,PowerVault ME4 Series
8000,2026-05-21 02:23:00,Web Server,,2023-07-13 02:23:00,Product Management,P1000455,2023-05-21 02:23:00,Mamie Mcintee,Dell PowerEdge Web Server,PowerEdge Server
8956,2026-11-17 22:54:00,Server,OYN-20666479,2024-01-08 22:54:00,Customer Support,P1000456,2023-11-17 22:54:00,Denver Topete,Dell PowerEdge R720 Server,PowerEdge R720
10728,2025-11-02 08:56:00,Server,WXM-46005579,2023-11-12 08:56:00,Customer Support,P1000457,2023-11-02 08:56:00,Jimmie Barninger,Dell PowerEdge R740 Server,PowerEdge R740
1207,2025-06-08 04:38:00,Printer,FMQ-44237934,2023-07-24 04:38:00,IT,P1000458,2023-06-08 04:38:00,Eduardo Bellendir,HP LaserJet 4050 Printer,LaserJet 4050
400,2025-08-13 08:17:00,Rack,,2023-09-14 08:17:00,Customer Support,P1000459,2023-08-13 08:17:00,Jacinto Gawron,Dell PowerEdge Rack Server 4500,PowerEdge 4500
3285,2024-11-10 13:14:00,Computer,ACK-73064732,2023-12-13 13:14:00,Sales,P1000460,2023-11-03 13:14:00,Pilar Suddeth,Dell Latitude 5420 Laptop Computer,Latitude 5420
2697,2024-11-08 03:30:00,Computer,NBV-47369619,2023-08-07 03:30:00,Product Management,P1000461,2023-07-07 03:30:00,Mamie Mcintee,Dell Inspiron 15 Computer,Inspiron 15
393,2026-01-30 19:50:00,Storage Device,,2024-02-27 19:50:00,Development,P1000462,2024-01-30 19:50:00,Mandy Mcdonnell,Seagate External Hard Drive 2TB,External HD 2TB
400,2024-10-26 03:50:00,Rack,,2023-11-18 03:50:00,Customer Support,P1000463,2023-10-26 03:50:00,Dollie Daquino,Rack Dell PowerEdge 8470,PowerEdge 8470
400,2024-06-09 10:42:00,Rack,,2023-07-19 10:42:00,Sales,P1000464,2023-06-09 10:42:00,Lee Javens,Data Centre Rack 7000,Rack 7000
444,2025-01-27 17:08:00,Storage Device,,2024-03-09 17:08:00,Customer Support,P1000465,2024-01-27 17:08:00,Mara Rineheart,Dell EMC PowerVault NX3240 Storage Device,PowerVault NX3240
4909,2024-03-05 20:08:00,Computer,IMO-83212062,2023-12-19 20:08:00,IT,P1000466,2023-12-06 20:08:00,Eduardo Bellendir,Dell Inspiron 15 3000 Laptop,Inspiron 15 3000
5838,2026-10-30 13:57:00,Server,MLD-86460558,2023-12-17 13:57:00,Sales,P1000467,2023-10-30 13:57:00,Elmo Gabouer,Dell PowerEdge R740 Server,PowerEdge R740
4793,2023-08-26 16:18:00,Computer,HGQ-57410032,2023-06-04 16:18:00,IT,P1000468,2023-05-28 16:18:00,Miranda Hammitt,Dell Inspiron 15 Computer,Inspiron 15
9950,2027-01-04 07:35:00,Server,TUM-01606091,2024-02-09 07:35:00,Customer Support,P1000469,2024-01-04 07:35:00,Cristopher Wiget,Dell PowerEdge R740xd Server,PowerEdge R740xd
1151,2025-02-22 23:34:00,Printer,XJX-69056192,2024-03-26 23:34:00,Customer Support,P1000470,2024-02-22 23:34:00,Marta Horner,Epson WorkForce Pro WF-3720,WorkForce Pro WF-3720
9963,2026-11-15 20:11:00,Server,DZT-92407481,2023-11-28 20:11:00,IT,P1000471,2023-11-15 20:11:00,Pamala Brodtmann,Dell PowerEdge R740 Server,PowerEdge R740
2018,2025-07-05 18:20:00,Computer,TZV-80125763,2023-11-16 18:20:00,Customer Support,P1000472,2023-10-18 18:20:00,Lynette Setlock,Dell Inspiron 3583 Computer,Inspiron 3583
2756,2025-05-10 20:56:00,Computer,SGF-46957176,2024-02-21 20:56:00,IT,P1000473,2024-01-18 20:56:00,Wes Fontanella,Dell Inspiron Desktop Computer,Inspiron Desktop
138,2025-10-18 19:54:00,Storage Device,,2023-12-09 19:54:00,Development,P1000474,2023-10-18 19:54:00,Lucien Iurato,Dell PowerEdge Datacenter 3650,PowerEdge 3650
445,2025-12-29 05:36:00,Computer Peripheral,,2024-02-04 05:36:00,Customer Support,P1000475,2023-12-29 05:36:00,Isaac Davensizer,Dell Keyboard 104-Keys,Dell Keyboard
1893,2025-11-16 04:02:00,Printer,BID-63078283,2023-11-22 04:02:00,Customer Support,P1000476,2023-11-16 04:02:00,Marquita Bousman,HP LaserJet Pro M501,LaserJet Pro M501
8000,2026-01-08 21:27:00,Web Server,,2024-03-01 21:27:00,IT,P1000477,2024-01-08 21:27:00,Cherie Schronce,Dell PowerEdge R740 Web Server,PowerEdge R740
8000,2025-01-15 11:20:00,Web Server,,2024-01-23 11:20:00,IT,P1000478,2024-01-15 11:20:00,Barton Friesner,Dell PowerEdge R940 - Web Server,PowerEdge R940
234,2026-12-27 03:17:00,Computer Peripheral,,2024-01-18 03:17:00,IT,P1000479,2023-12-27 03:17:00,Byron Fortuna,Logitech MX Master Mouse,MX Master Mouse
4077,2024-05-08 03:17:00,Computer,ZBB-15782639,2023-10-19 03:17:00,Customer Support,P1000480,2023-10-07 03:17:00,Nanette Turansky,Dell Inspiron 5501 Computer,Inspiron 5501
224,2026-10-14 03:03:00,Storage Device,,2023-11-01 03:03:00,Sales,P1000481,2023-10-14 03:03:00,John Retak,Western Digital My Passport 1TB,My Passport 1TB
8000,2024-12-19 00:34:00,Web Server,,2023-12-24 00:34:00,Sales,P1000482,2023-12-19 00:34:00,Roman Simone,Dell PowerEdge R740xd Web Server,PowerEdge R740xd
7810,2026-01-07 17:07:00,Server,EHM-22837957,2024-03-06 17:07:00,Sales,P1000483,2024-01-07 17:07:00,Phil Hendrie,Dell PowerEdge R740 Server,PowerEdge R740
2190,2025-06-27 00:19:00,Computer,VYR-87931763,2023-11-28 00:19:00,Sales,P1000484,2023-11-13 00:19:00,Jasmin Gum,Dell Inspiron Desktop Computer,Inspiron Desktop
1795,2024-06-11 01:19:00,Printer,VJJ-24021606,2023-06-15 01:19:00,Sales,P1000485,2023-06-11 01:19:00,Carolina Kinlaw,HP LaserJet Pro Printer M404n,LaserJet Pro M404n
118,2024-10-12 03:08:00,Computer Peripheral,,2023-10-23 03:08:00,IT,P1000486,2023-10-12 03:08:00,Cherie Schronce,Logitech Wireless Mouse M510,Wireless Mouse M510
4257,2024-05-23 18:46:00,Computer,KUN-52519746,2023-12-31 18:46:00,Customer Support,P1000487,2023-11-27 18:46:00,Darrell Amrich,Dell Optiplex 3070 Computer,Optiplex 3070
8000,2024-05-12 19:20:00,Web Server,,2023-06-04 19:20:00,Finance,P1000488,2023-05-12 19:20:00,System Administrator,Dell PowerEdge R230 Web Server,PowerEdge R230
400,2025-05-26 21:56:00,Rack,,2023-07-03 21:56:00,Sales,P1000489,2023-05-26 21:56:00,Pilar Suddeth,Dell PowerEdge Rack Server,PowerEdge Rack Server
482,2024-06-03 16:50:00,Computer Peripheral,,2023-06-07 16:50:00,Sales,P1000490,2023-06-03 16:50:00,Dennis Millar,Logitech MX Master - Computer Peripheral,MX Master
5428,2026-01-25 19:23:00,Server,YVZ-64719275,2024-03-12 19:23:00,Sales,P1000491,2024-01-25 19:23:00,Heath Vanalphen,Dell PowerEdge R730 Server,PowerEdge R730
1174,2024-08-20 20:51:00,Printer,SDN-37397667,2023-08-31 20:51:00,Finance,P1000492,2023-08-20 20:51:00,Bridgett Retort,HP LaserJet Printer,LaserJet Printer
8473,2026-12-02 10:51:00,Server,LGN-04506015,2024-01-22 10:51:00,IT,P1000493,2023-12-02 10:51:00,Cruz Roudabush,Dell PowerEdge R940 Server,PowerEdge R940
400,2024-05-25 01:32:00,Rack,,2023-06-24 01:32:00,Product Management,P1000494,2023-05-25 01:32:00,Alejandro Mascall,Dell PowerEdge R740 Rack,PowerEdge R740
8000,2027-03-31 07:07:00,Web Server,,2024-04-14 07:07:00,Sales,P1000495,2024-03-31 07:07:00,Carolina Kinlaw,IBM Web Server X5,Web Server X5
8000,2026-08-01 21:30:00,Web Server,,2023-08-30 21:30:00,Customer Support,P1000496,2023-08-01 21:30:00,Marquita Bousman,Dell PowerEdge R430 Web Server,PowerEdge R430
5612,2026-11-15 10:33:00,Server,EKC-12818081,2023-12-29 10:33:00,IT,P1000497,2023-11-15 10:33:00,Judy Gartenmayer,Dell PowerEdge Server R640,PowerEdge R640
2021,2025-12-03 07:05:00,Printer,APS-64957768,2024-01-22 07:05:00,Finance,P1000498,2023-12-03 07:05:00,Titus Rodreguez,HP LaserJet Pro Printer,LaserJet Pro
163,2027-01-24 02:53:00,Storage Device,,2024-02-27 02:53:00,IT,P1000499,2024-01-24 02:53:00,Cruz Roudabush,Dell EMC PowerStore 5000 Series Storage Device,EMC PowerStore 5000
