sys_updated_on,assigned_to,caller_id,number,state,closed_by,opened_at,closed_at,sys_updated_by,short_description,assignment_group,priority,category
2023-12-20 17:10:03.759382521,Fred Luddy,Don Goodliffe,INC0000000389,Resolved,Fred Luddy,2023-12-14 14:23:00,2023-12-20 17:10:03.759382521,admin,Unable to connect to VPN,Network,2 - High,Network
2023-12-15 15:19:00.000000000,Fred Luddy,Don Goodliffe,INC0000000390,Resolved,Fred Luddy,2023-12-14 15:19:00,2023-12-15 15:19:00.000000000,employee,Email server down,Network,1 - Critical,Network
2023-12-26 20:25:59.668121563,Luke Wilson,ITIL User,INC0000000391,Resolved,Beth Anglin,2023-12-15 02:03:00,2023-12-26 20:25:59.668121563,employee,Cannot access email,Network,2 - High,Software
2023-12-22 20:45:46.001722788,Luke Wilson,Bud Richman,INC0000000392,Closed,Charlie Whitherspoon,2023-12-15 18:11:00,2023-12-22 20:45:46.001722788,admin,Internet connection issues in the marketing department,Network,2 - High,Network
2023-12-25 04:01:09.660617050,Beth Anglin,Bud Richman,INC0000000393,Resolved,Charlie Whitherspoon,2023-12-15 19:58:00,2023-12-25 04:01:09.660617050,employee,Unable to connect to the VPN,Network,2 - High,Network
2023-12-22 21:10:28.068335819,Fred Luddy,ITIL User,INC0000000394,Closed,Luke Wilson,2023-12-17 01:20:00,2023-12-22 21:10:28.068335819,employee,Unable to access database server,Database,2 - High,Database
2023-12-30 08:46:58.952439257,Howard Johnson,Don Goodliffe,INC0000000395,Resolved,Beth Anglin,2023-12-17 16:24:00,2023-12-30 08:46:58.952439257,employee,Database connectivity issue,Database,2 - High,Database
2023-12-26 22:19:55.174046034,Howard Johnson,David Loo,INC0000000396,Closed,Fred Luddy,2023-12-18 19:15:00,2023-12-26 22:19:55.174046034,employee,Email client continuously crashing,Software,2 - High,Software
2024-01-05 18:53:24.012456122,Fred Luddy,Don Goodliffe,INC0000000397,Closed,Fred Luddy,2023-12-19 23:48:00,2024-01-05 18:53:24.012456122,employee,Cannot connect to VPN,Network,2 - High,Network
2023-12-22 05:13:00.000000000,Luke Wilson,David Loo,INC0000000398,Closed,Howard Johnson,2023-12-21 05:13:00,2023-12-22 05:13:00.000000000,admin,Cannot connect to VPN,Network,2 - High,Network
2024-01-02 10:43:12.397521332,Luke Wilson,ITIL User,INC0000000399,Closed,Fred Luddy,2023-12-21 22:30:00,2024-01-02 10:43:12.397521332,employee,Cannot connect to database,Database,2 - High,Database
2023-12-23 10:23:00.000000000,Fred Luddy,ITIL User,INC0000000400,Closed,Luke Wilson,2023-12-22 10:23:00,2023-12-23 10:23:00.000000000,system,Email server is down,Network,1 - Critical,Network
2023-12-24 11:59:00.000000000,Beth Anglin,ITIL User,INC0000000401,Resolved,Luke Wilson,2023-12-23 11:59:00,2023-12-24 11:59:00.000000000,employee,Login issue with ERP system,Database,2 - High,Software
2023-12-24 16:04:00.000000000,Fred Luddy,David Loo,INC0000000402,Resolved,Howard Johnson,2023-12-23 16:04:00,2023-12-24 16:04:00.000000000,admin,Issue with database connection,Database,2 - High,Database
2023-12-28 21:19:06.701893152,Luke Wilson,Don Goodliffe,INC0000000403,Closed,Fred Luddy,2023-12-24 03:33:00,2023-12-28 21:19:06.701893152,system,Network connectivity issues in the business wing,Network,2 - High,Network
2024-01-02 05:57:56.434386341,Howard Johnson,Don Goodliffe,INC0000000404,Closed,Howard Johnson,2023-12-24 07:18:00,2024-01-02 05:57:56.434386341,system,Server outage in main facility,Network,1 - Critical,Network
2024-01-11 16:04:36.265744065,Beth Anglin,David Loo,INC0000000405,Closed,Beth Anglin,2023-12-24 09:52:00,2024-01-11 16:04:36.265744065,employee,Unable to log into the company email server,Network,2 - High,Inquiry / Help
2023-12-25 13:33:00.000000000,Beth Anglin,Bud Richman,INC0000000406,Resolved,Beth Anglin,2023-12-24 13:33:00,2023-12-25 13:33:00.000000000,system,Unable to connect to the office VPN,Network,2 - High,Network
2023-12-25 16:19:00.000000000,Howard Johnson,Bud Richman,INC0000000407,Closed,Fred Luddy,2023-12-24 16:19:00,2023-12-25 16:19:00.000000000,employee,Can't Access Email Account,Service Desk,2 - High,Software
2024-01-03 12:09:28.786624394,Charlie Whitherspoon,ITIL User,INC0000000408,Closed,Beth Anglin,2023-12-26 08:40:00,2024-01-03 12:09:28.786624394,employee,Email system outage,Network,1 - Critical,Network
2024-01-14 04:40:12.122007052,Charlie Whitherspoon,ITIL User,INC0000000409,Closed,Charlie Whitherspoon,2023-12-27 07:16:00,2024-01-14 04:40:12.122007052,system,Issue with server connectivity,Network,2 - High,Network
2024-01-03 08:02:47.794322357,Charlie Whitherspoon,Don Goodliffe,INC0000000410,Closed,Howard Johnson,2023-12-27 15:19:00,2024-01-03 08:02:47.794322357,admin,Unable to access email,Network,2 - High,Database
2023-12-28 19:12:00.000000000,Fred Luddy,David Loo,INC0000000411,Resolved,Luke Wilson,2023-12-27 19:12:00,2023-12-28 19:12:00.000000000,system,Unable to access company database,Database,2 - High,Database
2024-01-04 21:49:12.675919675,Charlie Whitherspoon,ITIL User,INC0000000412,Resolved,Howard Johnson,2023-12-27 20:42:00,2024-01-04 21:49:12.675919675,system,Issues with VPN connectivity,Network,2 - High,Network
2024-01-16 20:45:16.841037845,Fred Luddy,ITIL User,INC0000000413,Resolved,Howard Johnson,2023-12-28 06:43:00,2024-01-16 20:45:16.841037845,employee,Cannot access server,Network,2 - High,Hardware
2023-12-31 07:27:22.391306383,Fred Luddy,Don Goodliffe,INC0000000414,Resolved,Luke Wilson,2023-12-28 17:05:00,2023-12-31 07:27:22.391306383,admin,Email server issues causing disruptions,Network,2 - High,Network
2024-01-05 12:34:26.219221785,Luke Wilson,Bud Richman,INC0000000415,Closed,Beth Anglin,2023-12-29 01:46:00,2024-01-05 12:34:26.219221785,system,Unable to access the database server,Database,2 - High,Database
2023-12-30 02:29:00.000000000,Beth Anglin,David Loo,INC0000000416,Resolved,Fred Luddy,2023-12-29 02:29:00,2023-12-30 02:29:00.000000000,employee,Printer is not responding,Hardware,3 - Moderate,Hardware
2023-12-31 07:02:24.328193811,Luke Wilson,Bud Richman,INC0000000417,Closed,Luke Wilson,2023-12-29 11:46:00,2023-12-31 07:02:24.328193811,admin,SQL server database connectivity issue,Database,2 - High,Database
2024-01-08 23:37:26.612650495,Charlie Whitherspoon,Bud Richman,INC0000000418,Closed,Howard Johnson,2023-12-30 07:36:00,2024-01-08 23:37:26.612650495,employee,Unable to connect to VPN,Network,2 - High,Network
2024-01-09 16:08:10.584758166,Howard Johnson,Don Goodliffe,INC0000000419,Closed,Charlie Whitherspoon,2023-12-30 21:19:00,2024-01-09 16:08:10.584758166,admin,Unable to connect to VPN,Network,2 - High,Network
2024-01-01 08:58:00.000000000,Fred Luddy,ITIL User,INC0000000420,Resolved,Charlie Whitherspoon,2023-12-31 08:58:00,2024-01-01 08:58:00.000000000,employee,Unable to connect to VPN,Network,2 - High,Network
2024-01-09 00:33:55.850067922,Charlie Whitherspoon,Don Goodliffe,INC0000000421,Resolved,Fred Luddy,2023-12-31 09:52:00,2024-01-09 00:33:55.850067922,employee,Email server connectivity issues,Network,2 - High,Network
2024-01-13 12:37:01.115741465,Charlie Whitherspoon,David Loo,INC0000000422,Closed,Fred Luddy,2023-12-31 23:08:00,2024-01-13 12:37:01.115741465,system,Unresolved database connectivity issue,Database,2 - High,Database
2024-01-03 09:13:00.000000000,Howard Johnson,David Loo,INC0000000423,Resolved,Luke Wilson,2024-01-02 09:13:00,2024-01-03 09:13:00.000000000,system,Database backup failure,Database,2 - High,Database
2024-01-10 17:14:02.333256201,Fred Luddy,David Loo,INC0000000424,Resolved,Charlie Whitherspoon,2024-01-02 15:53:00,2024-01-10 17:14:02.333256201,employee,Unable to connect to VPN access,Network,2 - High,Network
2024-01-17 16:43:52.789937032,Beth Anglin,David Loo,INC0000000425,Resolved,Fred Luddy,2024-01-03 05:06:00,2024-01-17 16:43:52.789937032,employee,Cannot connect to office VPN,Network,2 - High,Network
2024-01-08 16:35:14.719003627,Fred Luddy,Don Goodliffe,INC0000000426,Resolved,Fred Luddy,2024-01-03 06:12:00,2024-01-08 16:35:14.719003627,admin,Unable to access company database,Database,2 - High,Database
2024-01-23 10:51:42.472919621,Luke Wilson,ITIL User,INC0000000427,Closed,Howard Johnson,2024-01-03 11:16:00,2024-01-23 10:51:42.472919621,employee,SQL Server connectivity issues,Database,2 - High,Database
2024-01-10 00:34:17.289409608,Beth Anglin,Bud Richman,INC0000000428,Closed,Luke Wilson,2024-01-04 00:27:00,2024-01-10 00:34:17.289409608,employee,Internet connection is unstable,Network,2 - High,Network
2024-01-17 06:49:32.930595075,Charlie Whitherspoon,David Loo,INC0000000429,Closed,Fred Luddy,2024-01-04 01:07:00,2024-01-17 06:49:32.930595075,system,Unable to connect to WiFi,Network,2 - High,Network
2024-01-11 12:45:04.678517098,Fred Luddy,Don Goodliffe,INC0000000430,Resolved,Luke Wilson,2024-01-04 21:47:00,2024-01-11 12:45:04.678517098,admin,Email server not responding,Network,2 - High,Inquiry / Help
2024-01-06 03:38:00.000000000,Beth Anglin,David Loo,INC0000000431,Resolved,Beth Anglin,2024-01-05 03:38:00,2024-01-06 03:38:00.000000000,admin,SQL Server not responding,Database,1 - Critical,Software
2024-01-14 01:07:54.093024341,Fred Luddy,Bud Richman,INC0000000432,Resolved,Howard Johnson,2024-01-05 19:02:00,2024-01-14 01:07:54.093024341,system,Unable to connect to the VPN,Network,1 - Critical,Network
2024-01-11 17:59:11.968548947,Luke Wilson,David Loo,INC0000000433,Resolved,Fred Luddy,2024-01-05 19:38:00,2024-01-11 17:59:11.968548947,admin,Email server not responding,Network,2 - High,Network
2024-01-09 18:35:34.987040740,Charlie Whitherspoon,Don Goodliffe,INC0000000434,Resolved,Howard Johnson,2024-01-06 12:17:00,2024-01-09 18:35:34.987040740,admin,Email system not responding,Software,1 - Critical,Software
2024-01-21 16:58:14.547724189,Howard Johnson,Bud Richman,INC0000000435,Closed,Charlie Whitherspoon,2024-01-06 18:32:00,2024-01-21 16:58:14.547724189,admin,Database connection issue,Database,2 - High,Database
2024-01-19 09:55:28.561337902,Charlie Whitherspoon,Bud Richman,INC0000000436,Resolved,Charlie Whitherspoon,2024-01-07 03:37:00,2024-01-19 09:55:28.561337902,system,Cannot connect to the VPN,Network,2 - High,Network
2024-01-14 18:50:09.844643225,Luke Wilson,Bud Richman,INC0000000437,Resolved,Charlie Whitherspoon,2024-01-07 17:22:00,2024-01-14 18:50:09.844643225,admin,Database server is down,Database,1 - Critical,Database
2024-01-24 10:05:36.911926707,Beth Anglin,David Loo,INC0000000438,Resolved,Fred Luddy,2024-01-07 19:16:00,2024-01-24 10:05:36.911926707,admin,Trouble with database connection,Database,2 - High,Database
2024-01-28 01:43:24.845425666,Luke Wilson,Bud Richman,INC0000000439,Closed,Fred Luddy,2024-01-07 22:36:00,2024-01-28 01:43:24.845425666,system,Email client not syncing,Service Desk,3 - Moderate,Software
2024-01-09 00:29:00.000000000,Beth Anglin,ITIL User,INC0000000440,Closed,Luke Wilson,2024-01-08 00:29:00,2024-01-09 00:29:00.000000000,admin,Internet connection issue,Network,2 - High,Network
2024-01-15 23:19:06.910016958,Beth Anglin,Bud Richman,INC0000000441,Closed,Beth Anglin,2024-01-08 05:51:00,2024-01-15 23:19:06.910016958,employee,Email system is not responding,Network,2 - High,Software
2024-01-14 04:40:57.743721408,Luke Wilson,ITIL User,INC0000000442,Resolved,Beth Anglin,2024-01-08 09:11:00,2024-01-14 04:40:57.743721408,admin,Unable to access shared network drive,Network,2 - High,Network
2024-01-16 16:28:13.253096041,Howard Johnson,ITIL User,INC0000000443,Resolved,Howard Johnson,2024-01-08 09:25:00,2024-01-16 16:28:13.253096041,employee,Database connection error,Database,2 - High,Database
2024-01-14 08:33:23.169292212,Howard Johnson,David Loo,INC0000000444,Resolved,Fred Luddy,2024-01-08 12:24:00,2024-01-14 08:33:23.169292212,admin,Unable to access the database,Database,2 - High,Database
2024-01-23 01:24:41.302881180,Howard Johnson,ITIL User,INC0000000445,Resolved,Charlie Whitherspoon,2024-01-09 19:57:00,2024-01-23 01:24:41.302881180,admin,Unable to access database,Database,2 - High,Database
2024-01-15 06:12:36.614406774,Beth Anglin,Don Goodliffe,INC0000000446,Resolved,Beth Anglin,2024-01-10 11:11:00,2024-01-15 06:12:36.614406774,employee,Email server downtime,Network,1 - Critical,Network
2024-01-18 02:43:23.538492208,Howard Johnson,David Loo,INC0000000447,Resolved,Charlie Whitherspoon,2024-01-10 19:32:00,2024-01-18 02:43:23.538492208,employee,Unable to connect to the VPN,Network,2 - High,Network
2024-01-12 02:02:00.000000000,Beth Anglin,Don Goodliffe,INC0000000448,Closed,Charlie Whitherspoon,2024-01-11 02:02:00,2024-01-12 02:02:00.000000000,employee,Cannot connect to the server,Network,2 - High,Network
2024-01-14 17:41:41.214781641,Luke Wilson,Bud Richman,INC0000000449,Resolved,Charlie Whitherspoon,2024-01-11 03:35:00,2024-01-14 17:41:41.214781641,employee,Enterprise software installation failure,Software,2 - High,Software
2024-01-23 05:41:29.752951859,Fred Luddy,Bud Richman,INC0000000450,Resolved,Howard Johnson,2024-01-11 03:55:00,2024-01-23 05:41:29.752951859,employee,Database connection issue in production environment,Database,2 - High,Database
2024-01-12 13:30:00.000000000,Beth Anglin,Don Goodliffe,INC0000000451,Closed,Fred Luddy,2024-01-11 13:30:00,2024-01-12 13:30:00.000000000,system,Can't access the HR database,Database,4 - Low,Database
2024-01-12 22:26:00.000000000,Fred Luddy,Don Goodliffe,INC0000000452,Closed,Howard Johnson,2024-01-11 22:26:00,2024-01-12 22:26:00.000000000,system,Internet connectivity issue on floor 24,Network,2 - High,Network
2024-01-13 00:52:00.000000000,Luke Wilson,Don Goodliffe,INC0000000453,Closed,Beth Anglin,2024-01-12 00:52:00,2024-01-13 00:52:00.000000000,system,Unable to connect to the VPN,Network,2 - High,Network
2024-01-13 06:41:00.000000000,Fred Luddy,ITIL User,INC0000000454,Resolved,Charlie Whitherspoon,2024-01-12 06:41:00,2024-01-13 06:41:00.000000000,admin,Cannot connect to the Wi-Fi network,Network,2 - High,Network
2024-01-16 14:25:40.187146339,Howard Johnson,ITIL User,INC0000000455,Resolved,Luke Wilson,2024-01-12 09:27:00,2024-01-16 14:25:40.187146339,admin,Email server not responding,Network,1 - Critical,Inquiry / Help
2024-01-15 14:45:47.308898679,Charlie Whitherspoon,David Loo,INC0000000456,Resolved,Charlie Whitherspoon,2024-01-12 13:07:00,2024-01-15 14:45:47.308898679,system,Unable to access the database,Database,1 - Critical,Database
2024-01-13 16:47:00.000000000,Fred Luddy,David Loo,INC0000000457,Closed,Charlie Whitherspoon,2024-01-12 16:47:00,2024-01-13 16:47:00.000000000,system,Need assistance with database migration,Database,2 - High,Database
2024-01-14 02:54:00.000000000,Charlie Whitherspoon,Don Goodliffe,INC0000000458,Closed,Fred Luddy,2024-01-13 02:54:00,2024-01-14 02:54:00.000000000,employee,Cannot connect to VPN,Network,2 - High,Network
2024-01-28 17:19:51.714750408,Luke Wilson,David Loo,INC0000000459,Closed,Howard Johnson,2024-01-13 19:37:00,2024-01-28 17:19:51.714750408,admin,Cannot connect to VPN,Network,2 - High,Network
2024-01-19 11:25:13.072090329,Beth Anglin,Bud Richman,INC0000000460,Resolved,Beth Anglin,2024-01-14 15:18:00,2024-01-19 11:25:13.072090329,employee,Cannot connect to office VPN,Network,2 - High,Network
2024-01-19 17:29:41.670947760,Howard Johnson,Don Goodliffe,INC0000000461,Resolved,Charlie Whitherspoon,2024-01-15 10:29:00,2024-01-19 17:29:41.670947760,admin,Database server outage,Database,1 - Critical,Database
2024-01-25 02:23:13.148520140,Luke Wilson,ITIL User,INC0000000462,Resolved,Charlie Whitherspoon,2024-01-15 22:35:00,2024-01-25 02:23:13.148520140,admin,Failed to establish VPN connection,Network,2 - High,Network
2024-01-17 06:10:00.000000000,Beth Anglin,David Loo,INC0000000463,Closed,Beth Anglin,2024-01-16 06:10:00,2024-01-17 06:10:00.000000000,system,Can't connect to the database,Database,2 - High,Database
2024-01-17 19:03:00.000000000,Howard Johnson,David Loo,INC0000000464,Closed,Howard Johnson,2024-01-16 19:03:00,2024-01-17 19:03:00.000000000,admin,Cannot log into the database,Database,2 - High,Database
2024-01-18 08:49:15.847331591,Luke Wilson,ITIL User,INC0000000465,Resolved,Beth Anglin,2024-01-16 21:13:00,2024-01-18 08:49:15.847331591,system,Unable to connect to VPN,Network,1 - Critical,Network
2024-01-26 09:53:30.457733986,Beth Anglin,Don Goodliffe,INC0000000466,Resolved,Howard Johnson,2024-01-16 21:18:00,2024-01-26 09:53:30.457733986,system,Cannot connect to the database,Database,2 - High,Database
2024-02-02 07:23:16.461345895,Charlie Whitherspoon,David Loo,INC0000000467,Resolved,Luke Wilson,2024-01-17 01:11:00,2024-02-02 07:23:16.461345895,admin,Connectivity issue in meeting room,Network,3 - Moderate,Network
2024-02-04 08:36:58.383163346,Beth Anglin,Don Goodliffe,INC0000000468,Resolved,Luke Wilson,2024-01-17 02:09:00,2024-02-04 08:36:58.383163346,admin,Database connection error,Database,2 - High,Database
2024-01-21 16:39:36.371071171,Beth Anglin,Bud Richman,INC0000000469,Resolved,Fred Luddy,2024-01-17 06:23:00,2024-01-21 16:39:36.371071171,employee,Cannot access email client,Service Desk,3 - Moderate,Software
2024-01-25 06:48:13.288428785,Charlie Whitherspoon,Don Goodliffe,INC0000000470,Resolved,Charlie Whitherspoon,2024-01-17 09:13:00,2024-01-25 06:48:13.288428785,employee,Cannot connect to the office network,Network,2 - High,Network
2024-01-31 00:52:43.238880023,Luke Wilson,Don Goodliffe,INC0000000471,Closed,Howard Johnson,2024-01-17 17:41:00,2024-01-31 00:52:43.238880023,system,Email service down in building 3,Network,1 - Critical,Network
2024-02-11 13:34:12.962369534,Luke Wilson,Don Goodliffe,INC0000000472,Resolved,Luke Wilson,2024-01-18 22:43:00,2024-02-11 13:34:12.962369534,system,Cannot connect to office VPN,Network,2 - High,Network
2024-01-27 21:06:50.788308968,Luke Wilson,David Loo,INC0000000473,Resolved,Fred Luddy,2024-01-18 23:10:00,2024-01-27 21:06:50.788308968,admin,Email system is not working properly,Network,1 - Critical,Software
2024-01-20 02:42:00.000000000,Luke Wilson,David Loo,INC0000000474,Resolved,Beth Anglin,2024-01-19 02:42:00,2024-01-20 02:42:00.000000000,employee,Email server not responding,Network,2 - High,Network
2024-01-20 10:21:00.000000000,Beth Anglin,David Loo,INC0000000475,Resolved,Beth Anglin,2024-01-19 10:21:00,2024-01-20 10:21:00.000000000,admin,Cannot connect to VPN,Network,2 - High,Network
2024-01-20 13:41:00.000000000,Fred Luddy,Bud Richman,INC0000000476,Closed,Luke Wilson,2024-01-19 13:41:00,2024-01-20 13:41:00.000000000,employee,Unable to connect to VPN,Network,2 - High,Network
2024-01-23 11:09:09.444519634,Luke Wilson,Bud Richman,INC0000000477,Closed,Howard Johnson,2024-01-20 04:13:00,2024-01-23 11:09:09.444519634,admin,Printer malfunction in office,Hardware,3 - Moderate,Hardware
2024-01-25 23:21:19.299332125,Fred Luddy,Don Goodliffe,INC0000000478,Resolved,Beth Anglin,2024-01-20 10:40:00,2024-01-25 23:21:19.299332125,system,Cannot connect to VPN,Network,2 - High,Network
2024-01-23 20:52:27.926200742,Fred Luddy,David Loo,INC0000000479,Closed,Beth Anglin,2024-01-20 21:50:00,2024-01-23 20:52:27.926200742,system,Unable to connect to VPN,Network,1 - Critical,Network
2024-01-24 19:30:00.000000000,Beth Anglin,Don Goodliffe,INC0000000480,Closed,Luke Wilson,2024-01-23 19:30:00,2024-01-24 19:30:00.000000000,system,Unable to access company database,Database,2 - High,Database
2024-01-24 20:43:00.000000000,Charlie Whitherspoon,Don Goodliffe,INC0000000481,Resolved,Luke Wilson,2024-01-23 20:43:00,2024-01-24 20:43:00.000000000,employee,Unable to connect to the VPN,Network,2 - High,Network
2024-02-02 12:32:12.593689194,Fred Luddy,Don Goodliffe,INC0000000482,Resolved,Charlie Whitherspoon,2024-01-24 14:07:00,2024-02-02 12:32:12.593689194,system,Network connection issue in building 5,Network,2 - High,Network
2024-02-02 06:40:33.509910066,Charlie Whitherspoon,Don Goodliffe,INC0000000483,Resolved,Charlie Whitherspoon,2024-01-24 17:39:00,2024-02-02 06:40:33.509910066,employee,Unable to connect to VPN,Network,2 - High,Network
2024-02-03 12:24:19.702658883,Howard Johnson,David Loo,INC0000000484,Resolved,Charlie Whitherspoon,2024-01-24 20:31:00,2024-02-03 12:24:19.702658883,system,Email service not working properly,Service Desk,2 - High,Network
2024-01-25 20:35:00.000000000,Howard Johnson,Bud Richman,INC0000000485,Closed,Fred Luddy,2024-01-24 20:35:00,2024-01-25 20:35:00.000000000,admin,Email server outage,Network,1 - Critical,Network
2024-01-30 11:18:05.880556680,Luke Wilson,Don Goodliffe,INC0000000486,Resolved,Fred Luddy,2024-01-25 08:46:00,2024-01-30 11:18:05.880556680,employee,Cannot connect to VPN,Network,1 - Critical,Network
2024-02-07 09:57:12.427983758,Howard Johnson,ITIL User,INC0000000487,Closed,Beth Anglin,2024-01-25 16:41:00,2024-02-07 09:57:12.427983758,admin,Cannot connect to the corporate WiFi,Network,2 - High,Network
2024-01-26 21:26:00.000000000,Howard Johnson,David Loo,INC0000000488,Resolved,Fred Luddy,2024-01-25 21:26:00,2024-01-26 21:26:00.000000000,system,Email server is not responding,Network,1 - Critical,Network
2024-01-27 16:51:00.000000000,Charlie Whitherspoon,David Loo,INC0000000489,Closed,Howard Johnson,2024-01-26 16:51:00,2024-01-27 16:51:00.000000000,admin,Email client not syncing,Service Desk,2 - High,Software
2024-01-28 14:34:00.000000000,Luke Wilson,Bud Richman,INC0000000490,Resolved,Howard Johnson,2024-01-27 14:34:00,2024-01-28 14:34:00.000000000,system,Database is not responding,Database,2 - High,Database
2024-02-01 21:46:32.253416759,Beth Anglin,Bud Richman,INC0000000491,Closed,Fred Luddy,2024-01-27 21:02:00,2024-02-01 21:46:32.253416759,employee,Email system not functioning,Network,1 - Critical,Software
2024-02-06 01:27:44.249195069,Howard Johnson,ITIL User,INC0000000492,Closed,Charlie Whitherspoon,2024-01-29 16:48:00,2024-02-06 01:27:44.249195069,employee,Database connection issue,Database,2 - High,Database
2024-02-12 00:48:56.038785171,Fred Luddy,ITIL User,INC0000000493,Closed,Howard Johnson,2024-01-30 03:24:00,2024-02-12 00:48:56.038785171,admin,Unable to access my email account,Service Desk,2 - High,Software
2024-01-31 06:03:05.541380127,Howard Johnson,David Loo,INC0000000494,Closed,Howard Johnson,2024-01-30 05:36:00,2024-01-31 06:03:05.541380127,admin,Email server not responding,Network,1 - Critical,Network
2024-02-11 03:58:52.796121905,Fred Luddy,Don Goodliffe,INC0000000495,Resolved,Howard Johnson,2024-01-30 07:03:00,2024-02-11 03:58:52.796121905,admin,Cannot connect to database server,Database,3 - Moderate,Database
2024-01-31 13:19:00.000000000,Luke Wilson,Bud Richman,INC0000000496,Resolved,Beth Anglin,2024-01-30 13:19:00,2024-01-31 13:19:00.000000000,system,Database connection issues reported,Database,2 - High,Database
2024-02-15 06:56:17.349729949,Beth Anglin,Don Goodliffe,INC0000000497,Resolved,Charlie Whitherspoon,2024-01-30 20:44:00,2024-02-15 06:56:17.349729949,admin,Unable to access email,Service Desk,2 - High,Software
2024-02-04 23:39:43.258481318,Fred Luddy,Don Goodliffe,INC0000000498,Closed,Fred Luddy,2024-01-30 22:03:00,2024-02-04 23:39:43.258481318,employee,Email system is not working,Network,2 - High,Software
2024-02-07 21:45:42.560614645,Beth Anglin,Don Goodliffe,INC0000000499,Resolved,Luke Wilson,2024-01-31 01:27:00,2024-02-07 21:45:42.560614645,admin,Network connectivity issue,Network,2 - High,Network
