number,opened_at,state,amount,short_description,department,location,processing_time,processed_date,user
f90f0b8e-0432-47ab-8137-8ca0e6df211e,2024-02-17 08:19:53,Processed,9933.367937846555,Our ready behind develop room money middle real.,Customer Support,South America,5.0,2024-02-22 08:19:53,Barbara Martinez
e788583b-510d-489e-8a69-befe3ff7e983,2024-05-22 15:42:16,Declined,6372.498213772487,Factor eat provide help book. Oracle,Product Management,Africa,0.0,,William Brown
2da855d3-460d-462f-a2b7-3ec10231deae,2024-10-25 18:03:08,Declined,6319.09123998848,Girl control senior per industry. Oracle,HR,Africa,0.0,,Michael Johnson
dacfe8b8-4b1a-482c-85b5-b36ad2c029ef,2024-05-15 07:55:14,Declined,9978.922146638248,Term condition bank purpose receive still also.,IT,South America,0.0,,Michael Johnson
2e569870-e4f4-42d1-ac94-4896c794ff2a,2024-08-08 15:42:26,Declined,7993.222318256847,Exactly involve investment. Oracle,Development,North America,0.0,,John Smith
b56eaaf2-edf0-4833-9712-fc6c2f996034,2024-08-21 20:26:53,Processed,5084.056410167956,Either reality cause nation gas learn someone station. Automated,Finance,Europe,5.0,2024-08-26 20:26:53,Thomas White
5b32bbbd-e615-4f22-8295-44a75d02fffa,2024-02-15 06:59:42,Pending,624.6012361196968,Cause notice grow pull everyone them. Automated,Sales,Africa,0.0,,Patricia Thompson
fc73c8d9-803b-45a1-ac4e-577141ec4d2b,2024-10-15 09:03:44,Declined,1986.5753913242452,Mind keep receive year.,Finance,Asia,0.0,,Charles Martin
02a67c6a-aa05-47af-863d-8152f7e2630f,2024-09-11 20:28:00,Pending,4688.599379839451,The notice cut several worry. Automated,Sales,South America,0.0,,Barbara Martinez
ce89eea6-baff-4366-8ad4-00f769de9b57,2024-06-14 06:45:43,Processed,2467.770088350452,Out during scene environmental program increase. Automated,Product Management,Asia,13.0,2024-06-27 06:45:43,Richard Thomas
6c5776e4-54b6-49b2-a2f5-21e4fc3922e8,2024-03-21 01:30:57,Processed,6966.885281172727,Song career director appear defense civil.,HR,Europe,5.0,2024-03-26 01:30:57,Christopher Garcia
93eb3ade-6302-4ff6-b4f1-684efba31798,2024-09-30 10:49:08,Processed,11523.240884025066,Movement black brother. Oracle,Sales,North America,4.0,2024-10-04 10:49:08,John Smith
aaead445-a63a-4d4c-b684-67c75e6a1fe1,2024-03-08 08:36:14,Processed,8789.113184285394,Door structure start.,Development,North America,3.0,2024-03-11 08:36:14,Linda Miller
6e5b1078-5075-46fa-9f3b-84ac9aea395f,2024-02-09 18:55:45,Processed,5506.019495433488,Letter author question few arrive owner recently pass.,HR,North America,4.0,2024-02-13 18:55:45,Richard Thomas
00e5bd51-c072-49d1-81eb-bf1d0e72ef62,2024-08-17 10:04:04,Submitted,593.5281222912533,Mission turn our white wind standard statement.,Development,North America,0.0,,Richard Thomas
0285b0b9-1f69-45a2-a0bf-46433195c0c1,2024-03-27 10:11:13,Declined,1845.064314225384,Develop market may while bar. Travel,Product Management,Africa,0.0,,Richard Thomas
5bfd660e-8be1-4478-8041-1a01907d09a6,2024-05-31 17:23:01,Declined,1596.8014145073078,Remain land loss break. Cloud,Finance,Asia,0.0,,Karen Jackson
772f6f6f-eacd-499c-93b3-b8b47dcb1312,2024-10-07 13:02:43,Declined,1655.964861709633,Last everything machine.,Product Management,North America,0.0,,Thomas White
21566162-d783-408a-834c-c1e6573ea5cb,2024-06-30 01:44:58,Submitted,1141.2033500284458,Physical green site experience score. Travel,Development,Europe,0.0,,Jessica Anderson
46e2be56-0ba4-4964-8f52-f6c4618b70da,2024-09-17 02:08:05,Declined,2106.263790546519,Represent manager game true.,Finance,Europe,0.0,,William Brown
30f7c1e9-acb3-4336-9dbe-86ddc5ee37c0,2024-08-21 00:09:22,Pending,6285.4087548745,Hospital popular partner truth product side deal go.,Finance,North America,0.0,,Michael Johnson
bb248cd8-edee-43ee-b5ce-4052349242eb,2024-03-22 14:37:13,Processed,6712.596092167396,Majority oil onto great defense forget reach. Cloud,Product Management,South America,3.0,2024-03-25 14:37:13,David Wilson
c18d7427-4e06-4c42-a4c8-d4b4e33f43ce,2024-09-30 08:56:34,Submitted,7905.350477709508,Happy leg list arrive eight. Automated,Customer Support,Asia,0.0,,Jane Doe
de2d176d-02c4-4e67-ad01-9df42991f340,2024-06-24 08:53:49,Processed,6613.027063550492,Gun wonder company change table eight very.,Development,North America,5.0,2024-06-29 08:53:49,David Wilson
02ba77e6-a2c7-43c6-865d-3075f7aee1ae,2024-09-30 10:45:01,Pending,2322.585227288935,Born pass the later federal crime. Travel,Development,South America,0.0,,Barbara Martinez
fb8401f5-e829-49c0-aae2-25136d65d5f2,2024-09-02 17:33:32,Processed,1607.0228300746996,Spring surface which tonight perform half song. Oracle,Customer Support,Africa,13.0,2024-09-15 17:33:32,Richard Thomas
ae4e0fa5-8ff0-4030-8dc2-5b76c897cf95,2024-09-18 06:47:56,Pending,5553.833723922079,Record foreign adult.,Finance,Asia,0.0,,David Wilson
d5c28b6b-d267-4aa5-85c1-90511a002675,2024-04-26 19:20:13,Processed,10388.143410077408,Whom listen herself pull argue. Oracle,Sales,Europe,4.0,2024-04-30 19:20:13,David Wilson
9204a2fb-e77f-4bcf-82bb-f9e7d8e4572e,2024-01-25 21:58:52,Processed,5555.527883327332,Thing seek future civil reach middle any.,Finance,Europe,6.0,2024-01-31 21:58:52,Patricia Thompson
805bb5ad-8932-4f44-addb-22e4c0f7cd4b,2024-08-01 16:13:48,Processed,9605.49117290121,Yourself responsibility piece trouble.,Customer Support,Europe,2.0,2024-08-03 16:13:48,Charles Martin
85e88fea-e06b-4a99-bab3-3611f74582a0,2024-09-06 18:52:51,Processed,9327.60130175765,Guess specific strategy meeting. Travel,Product Management,North America,5.0,2024-09-11 18:52:51,Linda Miller
c1633c54-6a8b-4c81-a55e-f2d7a95f4e0f,2024-06-05 19:22:43,Processed,1758.060931187641,Different accept foot long.,IT,Africa,12.0,2024-06-17 19:22:43,Angela Rodriguez
0f0cf3c6-2304-421b-b0da-c24615b1e072,2024-06-16 01:12:49,Submitted,114.6385128895518,Real to throw light western foot respond partner.,Finance,Europe,0.0,,Karen Jackson
