target_percentage,sys_updated_by,priority,metric,percent_complete,sys_id,state,start_date,end_date,department,category,owner,description
51,admin,Low,Sales Increase,39,G000370,In Progress,2022-11-26,2022-09-28,Finance,Employee Satisfaction,Maurine Monroy,"Launch an employee engagement program including regular feedback sessions and a wellness program, with a goal to increase overall employee satisfaction score from 70% to 85% as measured by annual employee survey."
76,admin,High,Employee Turnover Rate,57,G000371,Cancelled,2022-05-11,2022-08-04,IT,Employee Satisfaction,User 1,Initiate regular employee feedback surveys and implement flexi-work arrangements to improve overall employee satisfaction rate by 20% compared to last year's survey results.
60,admin,Critical,Employee Turnover Rate,91,G000372,Completed,2022-08-22,2023-09-28,IT,Employee Satisfaction,Concetta Sarchett,"Develop and launch an employee engagement program aimed at improving overall satisfaction rates by 20% in the next fiscal year, based on annual employee survey results."
59,admin,Critical,Employee Turnover Rate,80,G000373,Completed,2022-09-18,2023-03-30,IT,Employee Satisfaction,Vernon Engelman,"Improve workplace culture by fostering respect and trust, aiming to increase the annual employee satisfaction survey score by 20% compared to the previous year."
50,admin,Critical,Sales Increase,82,G000374,Completed,2022-12-23,2023-02-25,IT,Revenue Growth,User 1,Scale the business sales volume by 20% to enhance company's annual revenue from $1M to $1.2M by employing aggressive Marketing and Sales strategies.
100,admin,Medium,Sales Increase,15,G000375,Completed,2022-02-17,2022-07-11,Marketing,Cost Reduction,Kennith Peto,Revamp the overall IT infrastructure to reduce system maintenance costs by 20% over the next fiscal year. That is from $500K to $400K annually.
60,admin,Critical,Sales Increase,79,G000376,Completed,2022-10-30,2022-12-16,HR,Employee Satisfaction,Lucius Bagnoli,Increase flexible work initiatives and improve office environment to enhance employee satisfaction by 20% as measured by annual staff surveys.
89,admin,High,Employee Turnover Rate,84,G000377,In Progress,2022-10-02,2023-04-08,IT,Efficiency,SOAP Guest,Streamline business operations to improve overall output by 20% for the next quarter by reducing bottlenecks and minimizing downtime.
76,admin,Critical,Sales Increase,85,G000378,Completed,2022-12-11,2023-07-06,IT,Cost Reduction,Bryant Bouliouris,Transition to a cloud-based storage solution to decrease IT expenditures by 20% as compared to the current financial year.
51,admin,Medium,Expense Ratio,33,G000379,In Progress,2022-06-24,2022-08-04,Finance,Efficiency,Mabel Weeden,"Improve internal operations and processes to increase team efficiency by 10% over the next quarter, representing a possible productivity gain equivalent to 1 additional full-time employee."
50,admin,Critical,Sales Increase,88,G000380,Completed,2022-06-29,2022-05-29,HR,Employee Satisfaction,Manifah Masood,Ensure weekly team building activities and regular performance feedback sessions are consistently carried out with a goal to improve employee satisfaction rates by 20% over next quarter.
84,admin,Low,Survey Score,8,G000381,Completed,2022-09-06,2022-09-27,HR,Efficiency,Rob Phillips,"Redesign workflows and implement automation tools to improve operational efficiency, aiming to decrease processing time by 20% compared to previous quarter benchmarks."
95,admin,Medium,Survey Score,43,G000382,In Progress,2022-09-11,2022-12-12,IT,Efficiency,Allyson Gillispie,Automate manual tasks using advanced software tools in various departments to increase overall operational efficiency by 20% thereby reducing time spent on tasks by individuals.
100,admin,Critical,Survey Score,75,G000383,In Progress,2022-05-19,2022-12-28,IT,Customer Satisfaction,Dwayne Maddalena,Improve customer support response times to increase overall customer satisfaction rating by at least 20% over the next quarter compared to the same time period last year.
50,admin,High,Sales Increase,63,G000384,Completed,2022-10-16,2022-10-22,IT,Customer Satisfaction,Alyssa Biasotti,Develop and execute a strategy to improve customer service responses -- aiming to increase our customer satisfaction rating by an estimated 20% over the next quarter based on customer surveys.
69,admin,Low,Sales Increase,4,G000385,Planned,2022-12-28,2022-08-06,Marketing,Employee Satisfaction,Kathleen Beresnyak,Improve employee engagement and morale by launching a bi-monthly team-building activities and increasing satisfaction survey scores by 20% compared to last quarter.
50,admin,Medium,Employee Turnover Rate,76,G000386,Completed,2022-05-29,2022-08-20,HR,Employee Satisfaction,Alfonso Griglen,Initiate bi-monthly team-building activities and implement comprehensive employee feedback system to improve overall employee satisfaction by 20% compared to last quarter.
79,admin,Medium,Sales Increase,20,G000387,In Progress,2022-06-22,2023-05-29,Marketing,Efficiency,Zane Sulikowski,"Improve system response times by 25% and reduce manual entry tasks by implementing automation, contributing to an overall 30% increase in efficiency as compared to last quarter."
64,admin,Medium,Employee Turnover Rate,15,G000388,Completed,2022-07-26,2023-05-13,HR,Revenue Growth,Misty Ericksen,"Institute a new customer retention initiative aimed to increase recurring revenue by 25% in the fiscal year i.e., from $1M to $1.25M."
80,admin,Critical,Survey Score,84,G000389,Completed,2022-11-09,2022-06-02,IT,Cost Reduction,Cherie Fuhri,Implement cost-saving technologies and improve production efficiency to decrease operational expenditure by 20% in comparison to the previous financial year.
54,admin,Critical,Survey Score,88,G000390,Completed,2022-12-24,2023-01-19,Marketing,Cost Reduction,Rosalia Kennemur,"Utilize automation and efficient technologies to cut operational costs by 20% against prior year expenditure, potentially saving the company up to $150K annually."
86,admin,Low,Survey Score,21,G000391,Completed,2022-07-14,2022-11-13,Marketing,Revenue Growth,Travis Brockert,Boost company revenues by expanding our customer base by 20% this year through focused marketing campaigns and strategic partnerships.
52,admin,Critical,Expense Ratio,53,G000392,Completed,2022-11-01,2022-10-11,Marketing,Cost Reduction,Jacinto Gawron,Introduce automation in repetitive tasks to cut down manual labor costs by 20% compared to the previous fiscal year.
88,admin,Low,Expense Ratio,15,G000393,Planned,2022-11-28,2022-12-15,HR,Customer Satisfaction,Savannah Kesich,Enhance customer support turnaround time by 20% over the next quarter to improve overall customer satisfaction ratings from 80% to 95%.
78,admin,Medium,Survey Score,24,G000394,In Progress,2022-01-10,2023-04-02,Finance,Revenue Growth,Veronica Radman,"Develop comprehensive business strategies, optimize operational efficiency and leverage technology to increase overall revenue by 20% compared to the previous fiscal year turning $500K into $600K."
73,admin,Critical,Survey Score,75,G000395,Completed,2022-02-09,2023-04-28,Marketing,Customer Satisfaction,Terrell Rodda,Improve response time for customer queries by 20% and enhance product quality to achieve at least a 90% customer satisfaction rating in our annual surveys.
85,admin,Critical,Survey Score,70,G000396,Planned,2022-08-06,2023-04-04,Marketing,Cost Reduction,Mabel Weeden,"Develop and deploy an automated system to eliminate unnecessary expenditures by 20% in the next fiscal year compared to the previous one, moving from $500K to $400K."
51,admin,Low,Employee Turnover Rate,6,G000397,Completed,2022-12-11,2022-09-14,Finance,Customer Satisfaction,Dwayne Maddalena,"Improve support response times by 20% in Q2 to boost customer satisfaction metrics as compared to Q1, with additional emphasis on resolving high severity tickets within agreed SLAs."
79,admin,Medium,Expense Ratio,16,G000398,Planned,2022-01-27,2022-11-26,Marketing,Revenue Growth,Beverley Bunche,"Increase the company's market share in the online space by 10% over the next financial year, leading to estimated revenue growth of $1.5M."
92,admin,Medium,Survey Score,62,G000399,In Progress,2022-10-01,2022-07-04,Finance,Efficiency,Geri Forness,Create process automation and digitize manual tasks to improve overall team efficiency by 20% over the next quarter. This includes reducing time spent on administrative tasks from 30 hours to 20 hours per week.
76,admin,Medium,Employee Turnover Rate,37,G000400,In Progress,2022-04-03,2022-11-12,Marketing,Revenue Growth,Gisela Kosicki,Implement sales strategies and enhance customer service to increase annual revenue by 20% from last year's $500K to $600K.
64,admin,Medium,Employee Turnover Rate,16,G000401,In Progress,2022-10-14,2023-01-15,Finance,Cost Reduction,Jimmie Barninger,"Implement energy-saving initiatives across all branches to decrease operating costs by 20% over the next year, equivalent to a reduction from $500K to $400K."
57,admin,Medium,Employee Turnover Rate,14,G000402,In Progress,2022-02-22,2022-06-06,HR,Customer Satisfaction,Kennith Peto,"Increase customer satisfaction from 75% to 90% by improving after-sales services, implementing an aggressive customer feedback and resolution process, and improving product quality."
77,admin,Critical,Employee Turnover Rate,83,G000403,Completed,2022-02-26,2023-04-26,IT,Efficiency,Concetta Sarchett,Optimize workflow and automate repetitive tasks to enhance operational efficiency by 20% over the next quarter.
57,admin,Medium,Expense Ratio,11,G000404,Completed,2022-02-21,2023-04-28,Marketing,Revenue Growth,Gisela Kosicki,"Increase sales volume by 20% on our core products across all regions, thereby enhancing our annual revenue growth from $1M to $1.2M."
81,admin,Medium,Expense Ratio,60,G000405,Cancelled,2022-11-10,2023-05-03,Marketing,Cost Reduction,Karen Flierl,"Restructure our current supplier contracts to achieve a 20% reduction in annual spending, reducing costs from $500K to $400K in the next fiscal year."
75,admin,Low,Survey Score,58,G000406,In Progress,2022-09-23,2023-04-25,Finance,Cost Reduction,Krystle Stika,"Explore automation possibilities to reduce manual tasks by 20% within next quarter, leading to a significant reduction in operational costs."
77,admin,Medium,Expense Ratio,29,G000407,In Progress,2022-06-22,2022-05-10,HR,Cost Reduction,Rob Phillips,"Prioritize energy-efficient strategies to cut electricity costs by 20% in the next quarter, a reduction of approximately $50K from the last fiscal period."
83,admin,High,Sales Increase,85,G000408,Completed,2022-07-20,2022-08-28,HR,Efficiency,Jacinto Gawron,Improve system automation and eliminate manual data entry to increase overall efficiency by 20% compared to previous quarter.
79,admin,High,Survey Score,88,G000409,Completed,2022-04-01,2022-07-24,IT,Customer Satisfaction,Naomi Greenly,Improve our online support portal interface to increase customer satisfaction ratings by 20% in the next quarter by enhancing user experience and reducing response time.
94,admin,High,Sales Increase,66,G000410,Completed,2022-08-14,2022-10-16,IT,Employee Satisfaction,Dwain Cuttitta,Establish a comprehensive employee feedback system and improve the work environment to increase employee satisfaction rates by 20% over the next quarter.
96,admin,Critical,Expense Ratio,63,G000411,Completed,2022-10-26,2022-06-21,IT,Efficiency,Vanessa Lewallen,"Improve software development workflows to increase team efficiency by 20% in the next quarter, thereby decreasing project completion time from 5 weeks to 4 weeks."
78,admin,Medium,Expense Ratio,14,G000412,In Progress,2022-08-08,2023-03-22,Marketing,Revenue Growth,Justina Dragaj,Develop and launch new product line expected to generate an additional $1M in annual revenue contributing to a 20% increase in overall company revenue.
75,admin,Critical,Survey Score,70,G000413,In Progress,2022-09-20,2023-05-31,Marketing,Efficiency,Elaine Renzi,Automate repetitive tasks using AI-based solutions to improve team efficiency by 30% over the next quarter.
76,admin,High,Sales Increase,61,G000414,In Progress,2022-02-23,2022-12-27,IT,Efficiency,Christian Marnell,"Implement automation in repetitive tasks across different departments to improve overall operational efficiency by 20%, reducing man-hours and increasing productivity."
57,admin,Critical,Employee Turnover Rate,77,G000415,Completed,2022-11-20,2022-11-03,IT,Employee Satisfaction,Gisela Kosicki,"Develop an employee engagement program to increase overall satisfaction score by 20% in the annual employee survey, improving from a rate of 70% to 90%."
80,admin,High,Expense Ratio,81,G000416,Completed,2022-08-05,2023-03-02,HR,Customer Satisfaction,Terrell Rodda,Develop an interactive feedback system to increase customer satisfaction ratings by 20% within the next 6 months as compared to last bi-annual survey.
59,admin,Medium,Expense Ratio,55,G000417,Planned,2022-07-13,2023-02-20,Marketing,Cost Reduction,Miquel Demicco,"Reduce energy consumption by installing central thermostat control systems in all departments, with an aim to cut down the energy costs by nearly 20% from previous year's $50K annual energy expenses."
83,admin,Critical,Employee Turnover Rate,61,G000418,Completed,2022-08-27,2023-03-26,IT,Customer Satisfaction,Bridget Knightly,Initiate a customer feedback system to enhance their experiences and boost overall satisfaction levels by 20% compared to the previous quarter.
75,admin,Medium,Survey Score,13,G000419,Completed,2022-12-06,2023-02-04,HR,Employee Satisfaction,Sophie Langner,Introduce flexible work hours and remote work options to increase employee satisfaction scores by 20% in the next quarter employee survey.
61,admin,High,Survey Score,76,G000420,Completed,2022-03-13,2023-01-04,Marketing,Customer Satisfaction,Bryant Bouliouris,Improve customer service training and implement new feedback systems to increase customer satisfaction ratings by 20% within the next year.
82,admin,Low,Employee Turnover Rate,48,G000421,In Progress,2022-01-11,2023-04-07,HR,Efficiency,Nelly Jakuboski,"Optimize workflow processes in the Design department to increase operational efficiency by 20% over the next quarter. This includes reducing idle time, enhancing resource allocation and improving task coordination."
87,admin,High,Employee Turnover Rate,59,G000422,Completed,2022-12-24,2023-01-13,IT,Revenue Growth,SLA Admin,Develop and execute a sales strategy to increase quarterly sales revenue in the North America region by 20% compared to the same period last year.
79,admin,Low,Employee Turnover Rate,74,G000423,Cancelled,2022-06-02,2022-08-31,Finance,Customer Satisfaction,Pierre Salera,Improve customer response times by 30% compared to last quarter to enhance overall customer satisfaction levels. Specifically aiming to bring down response time from 24 hours to less than 16 hours.
96,admin,Low,Survey Score,24,G000424,In Progress,2022-11-06,2023-02-07,Marketing,Cost Reduction,Lucas Santellana,Develop and execute a strategy to cut out unnecessary expenses to bring down operations cost by 20% compared to the previous year's expenses i.e. from $500K to $400K.
93,admin,Low,Employee Turnover Rate,44,G000425,Completed,2022-01-25,2022-12-31,Finance,Revenue Growth,Marcelino Maggs,"Increase sales volume by 25% through the enhancement of marketing strategies, generating an additional $500K revenue compared to the previous fiscal year."
99,admin,Low,Expense Ratio,56,G000426,Completed,2022-09-24,2022-11-28,Finance,Cost Reduction,Zane Sulikowski,"Utilize cloud-based solutions to lower IT expenditures by 20% within the next quarter, switching from an investment of $500K to $400K."
74,admin,Medium,Expense Ratio,80,G000427,Completed,2022-11-28,2023-04-04,HR,Revenue Growth,Travis Brockert,"Increase cross-selling activities among existing client base to grow revenue by 20% in Q3 compared to Q2, equivalent to an increase from $500K to $600K."
94,admin,Medium,Expense Ratio,10,G000428,Completed,2022-11-02,2022-08-04,HR,Employee Satisfaction,Vanessa Lewallen,Develop and implement a comprehensive employee engagement program aimed at boosting overall employee satisfaction by 20% based on annual survey results.
50,admin,Critical,Survey Score,83,G000429,Completed,2022-09-10,2023-06-05,IT,Revenue Growth,Sean Bonnet,Develop and execute strategic sales initiatives-targeted at high-value accounts to increase annual revenue by 20% compared to the previous fiscal year i.e. from $500K to $600K.
77,admin,Critical,Sales Increase,63,G000430,In Progress,2022-12-05,2023-08-01,IT,Employee Satisfaction,SOAP Guest,Conduct quarterly employee satisfaction surveys and workshops to improve overall satisfaction rate by 20% compared to previous fiscal year.
62,admin,Low,Expense Ratio,35,G000431,Completed,2022-12-29,2022-12-02,Finance,Revenue Growth,Bryant Bouliouris,Increase online sales revenue by 25% over the next 6 months through targeted marketing campaigns and website optimization.
87,admin,Low,Employee Turnover Rate,2,G000432,Planned,2022-12-27,2023-04-10,HR,Customer Satisfaction,Beverley Bunche,Improve response time in customer service department by 30% in Q3 compared to Q2 to enhance customer satisfaction.
85,admin,High,Expense Ratio,84,G000433,In Progress,2022-07-15,2022-09-27,IT,Efficiency,Valerie Pou,"To increase efficiency, aim to automate repetitive processes reducing manual intervention by 30% over the next quarter."
74,admin,Medium,Survey Score,54,G000434,In Progress,2022-11-27,2022-03-29,Finance,Customer Satisfaction,Cyril Behen,"Ensure customer disputes are resolved within the first call itself, aiming to increase the overall customer satisfaction rates by at least 20% compared to last quarter."
92,admin,Critical,Employee Turnover Rate,56,G000435,Completed,2022-05-28,2022-07-30,IT,Revenue Growth,Kathleen Beresnyak,Increase cross-selling opportunities across all product lines to achieve a revenue growth of 20% for the next financial year compared to the current forecast.
92,admin,Critical,Sales Increase,65,G000436,In Progress,2022-02-24,2023-04-17,Marketing,Efficiency,Misty Ericksen,"Optimize workflow by integrating systems to increase process speed and reduce manual tasks, aiming for a 20% overall efficiency increase in Quarter 2."
57,admin,Low,Sales Increase,15,G000437,Completed,2022-09-17,2023-04-19,Marketing,Cost Reduction,Doug Matrisciano,Reduce labor costs by 20% through automation of repetitive tasks within Q2 of this fiscal year.
87,admin,Low,Sales Increase,59,G000438,Completed,2022-04-05,2023-04-07,HR,Efficiency,Certification User,Optimize workflow design and reduce redundant tasks to increase overall operational efficiency by 20% over the next quarter.
50,admin,Low,Employee Turnover Rate,50,G000439,Completed,2022-01-14,2023-04-19,HR,Customer Satisfaction,Cyril Behen,Increase survey satisfaction scores by 10% by the third quarter through improved customer service response times and problem resolution.
75,admin,Medium,Sales Increase,30,G000440,Completed,2022-02-04,2022-10-22,Finance,Employee Satisfaction,Billie Cowley,"Introduce a robust employee feedback system, interactive workshops and flexible work hours to increase overall employee satisfaction rate by 20% within next quarter."
94,admin,Medium,Expense Ratio,8,G000441,In Progress,2022-12-14,2022-08-11,Marketing,Customer Satisfaction,Renae Eldrige,"Improve our customer support response time by 30%, aiming to answer all customer queries within 1 hour to drive up our customer satisfaction rate."
93,admin,Medium,Employee Turnover Rate,77,G000442,Cancelled,2022-06-28,2022-09-28,Marketing,Efficiency,Gisela Kosicki,Improve system automation to enhance efficiency by 30% within six months thereby reducing manual processes and saved time will be utilized in strategic initiatives.
73,admin,Low,Sales Increase,74,G000443,Completed,2022-04-30,2022-07-08,Finance,Revenue Growth,Cary Mccamey,Increase the company's market share in identified segments by 20% over the next quarter by implementing focused sales strategies and leveraging existing customer relationships.
75,admin,Low,Expense Ratio,51,G000444,In Progress,2022-03-31,2023-02-26,HR,Employee Satisfaction,Devon Teston,Measure and increase employee satisfaction rates from 70% in the previous survey to 85% this quarter through conduct of focused workshops and implementing feedback mechanisms.
92,admin,High,Sales Increase,80,G000445,Completed,2022-11-09,2023-03-23,IT,Cost Reduction,Maurine Monroy,"Adopt an energy-efficient solution in all company branches, aiming to reduce energy costs by 10% over the next fiscal year compared to the previous year. This translates to savings from $150K to $135K."
69,admin,High,Survey Score,80,G000446,Completed,2022-09-18,2022-09-10,IT,Employee Satisfaction,Karen Flierl,Improve staff experience through implementation of newly formed education and wellness programs to increase employee satisfaction by 20% over the next year.
71,admin,Low,Survey Score,15,G000447,In Progress,2022-11-18,2023-07-09,Marketing,Employee Satisfaction,Jewel Agresta,Develop and execute an employee engagement program to boost job satisfaction rates by 20% compared to last year's survey responses.
90,admin,Critical,Expense Ratio,81,G000448,In Progress,2022-07-29,2022-09-03,Finance,Cost Reduction,Maurine Monroy,"Undertake a program for increased efficiency in energy utilization in all office premises, aiming to cut down costs by 20% by the end of this financial year."
98,admin,Low,Sales Increase,79,G000449,Planned,2022-11-21,2023-07-02,Finance,Customer Satisfaction,Kathleen Beresnyak,"Conduct customer feedback surveys after each service interaction and aim to increase customer satisfaction score by 20% over the next quarter, reflecting an improvement in service quality and responsiveness."
66,admin,Low,Employee Turnover Rate,14,G000450,In Progress,2022-03-24,2022-09-16,Marketing,Revenue Growth,Bridget Knightly,Expand market share in the APAC region by launching a new product line estimated to increase sales revenue by 25% compared to Q1 2020 i.e. from $1M to $1.25M.
89,admin,Low,Employee Turnover Rate,8,G000451,Cancelled,2022-08-15,2022-12-27,Marketing,Revenue Growth,Logan Muhl,Increase the sales of our premium product line by 20% over the next financial year to drive revenue growth and meet company targets.
98,admin,Low,Employee Turnover Rate,68,G000452,Completed,2022-08-19,2023-02-13,Marketing,Revenue Growth,Jacinto Gawron,Increase upselling techniques and boost marketing efforts with the goal to drive annual revenue growth by 20% compared to the same period last year.
69,admin,Medium,Survey Score,37,G000453,Planned,2022-05-30,2022-12-06,Finance,Revenue Growth,Henrietta Cintora,Increase total company product sales by 20% over the next fiscal year through enhanced marketing strategies and potential market expansion.
64,admin,Medium,Expense Ratio,66,G000454,Completed,2022-08-30,2022-08-19,Marketing,Efficiency,SLA Admin,Optimize workflow automation to increase efficiency by 20% and reduce time spent on recurring tasks by end of this quarter.
87,admin,Low,Expense Ratio,42,G000455,In Progress,2022-01-30,2022-07-21,IT,Efficiency,Valerie Pou,Implement more efficient work methodologies to increase team productivity by 20% compared to the previous quarter.
91,admin,Medium,Survey Score,39,G000456,In Progress,2022-07-16,2022-09-29,Finance,Revenue Growth,Melinda Carleton,Develop a comprehensive sales strategy to increase overall revenue by 20% in the next fiscal year through upselling and customer retention programs.
77,admin,Low,Employee Turnover Rate,30,G000457,Completed,2022-11-29,2023-01-29,Marketing,Customer Satisfaction,Alejandra Prenatt,"Introduce a new customer service training program to increase customer satisfaction rate by 20% over the next quarter, resulting in an increase from 75% to 90% satisfaction rate."
90,admin,Medium,Expense Ratio,34,G000458,Completed,2022-07-13,2022-05-25,HR,Efficiency,Allyson Gillispie,Streamline and automate repetitive tasks within the operations department to increase overall efficiency by 20% in the next quarter.
50,admin,High,Employee Turnover Rate,77,G000459,Completed,2022-06-27,2023-03-18,HR,Customer Satisfaction,Bridget Knightly,Improve service response time by 20% to enhance customer satisfaction rate based on last year's average response time.
58,admin,Low,Survey Score,28,G000460,Planned,2022-05-26,2023-04-12,HR,Cost Reduction,Marcelino Maggs,"Rationalize software application portfolio to decrease total cost of ownership by 20% for the upcoming financial year, potentially saving an estimated $300K."
83,admin,High,Survey Score,97,G000461,Completed,2022-09-27,2023-03-01,IT,Cost Reduction,Vernon Engelman,Adopt lean manufacturing principles to minimize waste and reduce production costs by 20% over the next two quarters compared to the same period last year.
53,admin,Medium,Survey Score,9,G000462,Planned,2022-02-09,2022-09-01,HR,Customer Satisfaction,Terrell Rodda,Increase resolution of customer service tickets in first contact by 20% to improve customer satisfaction index by 10% in the next quarter.
81,admin,Medium,Sales Increase,59,G000463,In Progress,2022-01-11,2023-03-11,Finance,Customer Satisfaction,Pierre Salera,"Increase customer satisfaction rate by 20% in this quarter by enhancing product quality, improving customer service response time and launching frequent customer feedback surveys."
68,admin,Critical,Expense Ratio,91,G000464,Completed,2022-04-10,2023-05-08,Marketing,Revenue Growth,Nirali Patel,"Introduce new marketing strategies to increase product exposure and sales, thereby aiming for a 20% rise in Revenue Growth compared to the previous fiscal quarter."
61,admin,Critical,Expense Ratio,82,G000465,Completed,2022-12-31,2023-05-17,HR,Customer Satisfaction,Alfonso Griglen,Enhance customer support operations to improve overall customer satisfaction rating to 90% from the current rating of 75% by implementing improved CRM systems and effective communication techniques.
52,admin,Medium,Survey Score,72,G000466,Completed,2022-01-01,2023-02-04,Marketing,Cost Reduction,Eva Seahorn,Develop and execute a cost optimization plan focusing on unused software license reduction to cut IT expenses by 20% within the next fiscal year.
97,admin,Low,Sales Increase,12,G000467,In Progress,2022-05-20,2023-04-18,Marketing,Cost Reduction,Terrell Rodda,"Adopt a cost-effective software tool that cuts down IT expenditure by 30% this quarter, taking it down from $500K to $350K."
75,admin,Medium,Expense Ratio,28,G000468,In Progress,2022-10-20,2023-04-14,Finance,Efficiency,Security Center Data Collection User,Introduce automation in recurring tasks to increase efficiency of operations by 20% within the next two quarters.
65,admin,High,Expense Ratio,79,G000469,Completed,2022-04-22,2023-08-22,IT,Revenue Growth,Billie Cowley,Expand our online sales platform to boost overall company revenue by 20% this year compared to previous fiscal year income of $1M.
64,admin,Critical,Employee Turnover Rate,52,G000470,In Progress,2022-12-04,2022-07-26,IT,Revenue Growth,Jacinto Gawron,Expand our market presence to new geographies to achieve a 25% increase in overall sales compared to last quarter i.e. from $1M to $1.25M.
57,admin,High,Expense Ratio,80,G000471,Completed,2022-06-09,2022-12-09,Finance,Revenue Growth,Frankie Morein,Expand product lineup and target new regions for a potential increase of revenue by 20% over the next fiscal year.
66,admin,Critical,Employee Turnover Rate,75,G000472,Completed,2022-10-15,2023-03-07,IT,Cost Reduction,Corinne Cowan,Optimize IT infrastructure by shifting to cloud-based services to decrease overhead expenses by 20% compared to previous fiscal year.
81,admin,Critical,Employee Turnover Rate,82,G000473,Completed,2022-11-26,2022-08-18,IT,Cost Reduction,Suresh Yekollu,Improve efficiency in inventory management to decrease overall costs by an estimated 20% in the next 6 months.
75,admin,Low,Survey Score,62,G000474,Planned,2022-04-10,2023-03-23,Marketing,Employee Satisfaction,Kyle Lindauer,Enhance and maintain work environment facilities with an aim to boost employee morale and productivity by 10% which directly influences customer satisfaction as well.
88,admin,Medium,Expense Ratio,78,G000475,In Progress,2022-12-23,2023-08-06,Finance,Employee Satisfaction,Dollie Pillitteri,"Improve the office environment, providing benefits such as flexible working hours and work from home options for increases in overall employee satisfaction ratings by 20% in the next quarter."
70,admin,Low,Expense Ratio,52,G000476,Completed,2022-07-19,2022-07-11,Finance,Efficiency,Jess Assad,"Develop automated workflows to improve process efficiency and cut down on manual operations by 20%, aiming to reduce time spent on administrative tasks from 40 hours per week to 30 hours per week."
57,admin,Low,Sales Increase,44,G000477,In Progress,2022-04-18,2023-05-14,Marketing,Employee Satisfaction,Manifah Masood,Initiate a quarterly team-building program and maintain a comprehensive feedback system to increase employee satisfaction by 20% as per the company's annual survey.
60,admin,Critical,Sales Increase,94,G000478,Completed,2022-07-11,2022-10-31,IT,Employee Satisfaction,Miquel Demicco,Execute comprehensive employee engagement programs and enhance work life balance initiatives to boost employee satisfaction by 20% in Q2 compared to Q1 survey scores.
81,admin,Medium,Expense Ratio,25,G000479,Planned,2022-12-15,2022-07-20,Finance,Employee Satisfaction,Stephen Seiters,Develop and implement an employee satisfaction survey and improve areas identified as needing improvement by 25% within the next fiscal year to enhance overall employee satisfaction.
92,admin,Low,Employee Turnover Rate,75,G000480,In Progress,2022-06-21,2023-02-09,Marketing,Efficiency,Nirali Patel,Increase the efficiency of customer service operations by implementing a new ticket management system to reduce response times by 20% compared to last quarter.
94,admin,Low,Sales Increase,40,G000481,Completed,2022-06-04,2022-12-03,Marketing,Cost Reduction,SOAP Guest,Optimize operational efficiency to reduce overhead costs by 20% in the next fiscal year compared to the previous fiscal year.
96,admin,High,Survey Score,96,G000482,Completed,2022-05-14,2022-12-29,IT,Efficiency,Problem Administrator,Revamp the customer service workflow for a 20% increase in efficiency by reducing time-consuming processes and enhancing response time compared to prior year data.
75,admin,Low,Survey Score,34,G000483,In Progress,2022-05-10,2022-06-21,HR,Cost Reduction,Nirali Patel,"Optimize energy usage across facilities to cut utility costs by 10% in the upcoming quarter, with a projection of saving approximately $50,000 annually."
83,admin,Low,Sales Increase,1,G000484,Completed,2022-02-25,2022-11-19,Marketing,Revenue Growth,Dwayne Maddalena,Develop innovative sales strategies to increase gross revenue by 20% over the next quarter compared to the same period last year i.e. from $1M to $1.2M.
94,admin,Low,Sales Increase,37,G000485,In Progress,2022-09-23,2022-10-06,Finance,Employee Satisfaction,Van Leanen,Develop and launch an Employee Engagement Program to increase overall employee satisfaction rating by 20% in the annual employee survey compared to last year.
91,admin,Low,Expense Ratio,66,G000486,Completed,2022-01-16,2022-07-21,Finance,Customer Satisfaction,Mamie Mcintee,Develop and implement an improved customer feedback system to increase overall customer satisfaction rating by 20% compared to last year's metrics.
66,admin,Medium,Sales Increase,21,G000487,Planned,2022-02-12,2023-07-26,HR,Employee Satisfaction,Doug Matrisciano,"Initiating a comprehensive training program and organizing social events to improve employee satisfaction, aiming to increase employee engagement survey scores by 20% in the next fiscal year."
90,admin,Medium,Expense Ratio,43,G000488,In Progress,2022-07-15,2022-09-27,HR,Revenue Growth,Devon Teston,Launch a new product to increase overall company revenue by 20% in Q4 as compared to Q3. This is equivalent to growing our revenue from $500K to $600K.
71,admin,Low,Sales Increase,57,G000489,In Progress,2022-05-01,2022-08-01,Finance,Efficiency,Jewel Agresta,Improve our software performance by achieving at least 20% faster application load times resulting in increased user efficiency and satisfaction.
51,admin,Low,Employee Turnover Rate,75,G000490,Completed,2022-05-28,2023-05-10,Marketing,Revenue Growth,Corinne Cowan,Expand product portfolio by identifying and entering into three new market segments to increase top-line revenue by 20% compared to the previous fiscal year.
59,admin,Critical,Survey Score,90,G000491,Completed,2022-12-05,2023-03-15,IT,Customer Satisfaction,Gisela Kosicki,Enhance after-sales support and improve product quality to increase customer satisfaction scores by 20% over the next quarter.
61,admin,Critical,Employee Turnover Rate,63,G000492,Completed,2022-12-19,2023-06-17,Finance,Cost Reduction,Tammie Schwartzwalde,"Optimize the use of resources and eliminate waste in operations to decrease overall expenses by 20% compared to previous fiscal year, translating to a saving of around $500K."
56,admin,High,Employee Turnover Rate,79,G000493,Completed,2022-03-27,2022-10-23,HR,Employee Satisfaction,Dwayne Maddalena,"Implement an annual employee satisfaction survey and aim to improve scores by 20% from those achieved in the previous year, promoting a healthier and more productive work environment."
