caller_id,sys_updated_by,state,closed_at,closed_by,assigned_to,opened_at,number,sys_updated_on,short_description,assignment_group,priority,category
David Loo,employee,New,,,,2023-11-13 16:17:00,INC0000000395,2023-11-13 16:17:00.000000000,Connectivity issue on VLAN-19,Network,2 - High,Network
ITIL User,employee,New,,,,2023-11-14 07:34:00,INC0000000396,2023-11-14 07:34:00.000000000,Internet connection issue in office,Network,2 - High,Network
David Loo,employee,New,,,,2023-11-15 01:36:00,INC0000000397,2023-11-15 01:36:00.000000000,Cannot connect to the VPN,Network,2 - High,Network
ITIL User,employee,In Progress,,,Beth Anglin,2023-11-15 16:59:00,INC0000000398,2023-11-15 16:59:00.000000000,Unable to access internal database,Database,2 - High,Database
David Loo,employee,New,,,,2023-11-18 11:00:00,INC0000000399,2023-11-18 11:00:00.000000000,Error code received when trying to update application,Software,2 - High,Software
Bud Richman,system,In Progress,,,Charlie Whitherspoon,2023-11-19 13:11:00,INC0000000400,2023-11-20 13:11:00.000000000,Unable to access the Database,Database,2 - High,Database
Bud Richman,admin,In Progress,,,Luke Wilson,2023-11-19 18:43:00,INC0000000401,2023-11-23 18:43:00.000000000,Software update failed,Software,3 - Moderate,Software
Bud Richman,employee,New,,,,2023-11-20 05:12:00,INC0000000402,2023-11-20 05:12:00.000000000,Email server not responding,Network,2 - High,Hardware
Don Goodliffe,employee,In Progress,,,Howard Johnson,2023-11-20 21:58:00,INC0000000403,2023-11-21 21:58:00.000000000,Unable to connect to VPN,Network,2 - High,Network
Don Goodliffe,employee,New,,,,2023-11-24 21:29:00,INC0000000404,2023-11-24 21:29:00.000000000,SQL Database Connection Error,Database,2 - High,Database
ITIL User,employee,New,,,,2023-11-27 01:49:00,INC0000000405,2023-11-27 01:49:00.000000000,Server connectivity issue,Network,2 - High,Network
Don Goodliffe,admin,In Progress,,,Luke Wilson,2023-11-27 01:59:00,INC0000000406,2023-11-27 01:59:00.000000000,Unable to connect to VPN,Network,2 - High,Network
ITIL User,system,In Progress,,,Beth Anglin,2023-11-27 03:36:00,INC0000000407,2023-11-30 03:36:00.000000000,Email client not syncing,Service Desk,3 - Moderate,Software
Don Goodliffe,system,In Progress,,,Fred Luddy,2023-11-27 06:44:00,INC0000000408,2023-12-01 06:44:00.000000000,Server connection issue in department A,Network,2 - High,Network
Bud Richman,employee,New,,,,2023-11-28 03:21:00,INC0000000409,2023-11-28 03:21:00.000000000,Unable to connect to VPN,Network,3 - Moderate,Network
David Loo,employee,New,,,,2023-11-28 03:53:00,INC0000000410,2023-11-28 03:53:00.000000000,Cannot connect to the database,Database,1 - Critical,Database
Don Goodliffe,employee,New,,,,2023-11-28 04:36:00,INC0000000411,2023-11-28 04:36:00.000000000,Unable to access email services,Network,2 - High,Inquiry / Help
Don Goodliffe,employee,New,,,,2023-11-28 12:41:00,INC0000000412,2023-11-28 12:41:00.000000000,Unable to connect to VPN,Network,2 - High,Network
David Loo,system,In Progress,,,Fred Luddy,2023-11-29 19:28:00,INC0000000413,2023-12-03 19:28:00.000000000,Email system outage,Network,1 - Critical,Network
Bud Richman,employee,New,,,,2023-11-30 05:08:00,INC0000000414,2023-11-30 05:08:00.000000000,Email server shutdown required.,Network,3 - Moderate,Hardware
Bud Richman,employee,In Progress,,,Charlie Whitherspoon,2023-11-30 17:51:00,INC0000000415,2023-12-03 17:51:00.000000000,SQL Server connectivity issue,Database,2 - High,Database
Don Goodliffe,admin,In Progress,,,Beth Anglin,2023-12-01 01:40:00,INC0000000416,2023-12-04 01:40:00.000000000,Email service disruption,Network,2 - High,Network
David Loo,admin,In Progress,,,Fred Luddy,2023-12-01 23:24:00,INC0000000417,2023-12-01 23:24:00.000000000,Email server is down,Network,1 - Critical,Network
Bud Richman,employee,New,,,,2023-12-02 07:48:00,INC0000000418,2023-12-02 07:48:00.000000000,Cannot connect to the VPN,Network,2 - High,Network
ITIL User,system,In Progress,,,Luke Wilson,2023-12-03 03:20:00,INC0000000419,2023-12-07 03:20:00.000000000,Email server is not responding,Network,2 - High,Network
David Loo,employee,New,,,,2023-12-04 17:02:00,INC0000000420,2023-12-04 17:02:00.000000000,Unable to access email,Service Desk,2 - High,Software
Don Goodliffe,employee,New,,,,2023-12-04 22:19:00,INC0000000421,2023-12-04 22:19:00.000000000,Email system outage,Service Desk,1 - Critical,Software
Don Goodliffe,employee,New,,,,2023-12-05 07:53:00,INC0000000422,2023-12-05 07:53:00.000000000,Cannot access the database,Database,1 - Critical,Database
Don Goodliffe,employee,In Progress,,,Howard Johnson,2023-12-06 06:21:00,INC0000000423,2023-12-09 06:21:00.000000000,Database connectivity issues in third floor,Database,2 - High,Database
David Loo,system,In Progress,,,Beth Anglin,2023-12-06 09:46:00,INC0000000424,2023-12-08 09:46:00.000000000,Cannot access internal network,Network,2 - High,Network
Don Goodliffe,admin,In Progress,,,Charlie Whitherspoon,2023-12-06 18:21:00,INC0000000425,2023-12-08 18:21:00.000000000,Email server is not responding,Network,1 - Critical,Hardware
Don Goodliffe,system,In Progress,,,Charlie Whitherspoon,2023-12-06 23:41:00,INC0000000426,2023-12-06 23:41:00.000000000,Unable to connect to VPN,Network,2 - High,Network
ITIL User,system,In Progress,,,Luke Wilson,2023-12-07 08:24:00,INC0000000427,2023-12-11 08:24:00.000000000,Server connection issue,Network,2 - High,Network
Don Goodliffe,admin,In Progress,,,Howard Johnson,2023-12-08 01:09:00,INC0000000428,2023-12-12 01:09:00.000000000,Unable to connect to VPN,Network,2 - High,Network
ITIL User,employee,New,,,,2023-12-09 03:55:00,INC0000000429,2023-12-09 03:55:00.000000000,Email system is down,Network,1 - Critical,Network
Don Goodliffe,employee,New,,,,2023-12-09 10:51:00,INC0000000430,2023-12-09 10:51:00.000000000,Cannot connect to office WiFi,Network,2 - High,Network
David Loo,employee,New,,,,2023-12-10 13:42:00,INC0000000431,2023-12-10 13:42:00.000000000,Update required for HR software,Software,2 - High,Software
Don Goodliffe,employee,New,,,,2023-12-12 19:41:00,INC0000000432,2023-12-12 19:41:00.000000000,Database restore request,Database,2 - High,Database
David Loo,system,In Progress,,,Fred Luddy,2023-12-13 01:13:00,INC0000000433,2023-12-14 01:13:00.000000000,Lost connectivity to office VPN,Network,1 - Critical,Network
David Loo,employee,New,,,,2023-12-13 02:55:00,INC0000000434,2023-12-13 02:55:00.000000000,Database server downtime issue,Database,1 - Critical,Database
Don Goodliffe,employee,New,,,,2023-12-14 03:07:00,INC0000000435,2023-12-14 03:07:00.000000000,Software update required on server,Software,2 - High,Software
David Loo,system,In Progress,,,Fred Luddy,2023-12-14 15:23:00,INC0000000436,2023-12-14 15:23:00.000000000,Facing database connection issue,Database,2 - High,Network
Bud Richman,admin,In Progress,,,Charlie Whitherspoon,2023-12-14 22:02:00,INC0000000437,2023-12-15 22:02:00.000000000,Cannot connect to the internet,Network,3 - Moderate,Network
Don Goodliffe,employee,New,,,,2023-12-15 08:49:00,INC0000000438,2023-12-15 08:49:00.000000000,Database connection issue,Database,2 - High,Database
Bud Richman,system,In Progress,,,Howard Johnson,2023-12-17 22:34:00,INC0000000439,2023-12-18 22:34:00.000000000,Unable to access network drives,Network,2 - High,Network
ITIL User,admin,In Progress,,,Beth Anglin,2023-12-19 02:35:00,INC0000000440,2023-12-22 02:35:00.000000000,Database connection lost,Database,1 - Critical,Database
ITIL User,employee,New,,,,2023-12-20 19:34:00,INC0000000441,2023-12-20 19:34:00.000000000,Problem connecting to WiFi,Network,3 - Moderate,Network
Bud Richman,admin,In Progress,,,Howard Johnson,2023-12-21 00:22:00,INC0000000442,2023-12-23 00:22:00.000000000,My internet connection is slow,Network,2 - High,Network
Bud Richman,employee,New,,,,2023-12-22 03:31:00,INC0000000443,2023-12-22 03:31:00.000000000,Database connection issue,Database,1 - Critical,Database
Don Goodliffe,employee,New,,,,2023-12-25 00:22:00,INC0000000444,2023-12-25 00:22:00.000000000,Database access issue in payroll system,Database,2 - High,Software
Bud Richman,employee,New,,,,2023-12-25 20:43:00,INC0000000445,2023-12-25 20:43:00.000000000,Unable to connect to database server,Database,1 - Critical,Database
Bud Richman,employee,In Progress,,,Howard Johnson,2023-12-26 06:45:00,INC0000000446,2023-12-27 06:45:00.000000000,Server keeps disconnecting intermittently,Network,2 - High,Network
ITIL User,employee,New,,,,2023-12-27 14:20:00,INC0000000447,2023-12-27 14:20:00.000000000,Error in database connection,Database,2 - High,Database
Don Goodliffe,employee,In Progress,,,Luke Wilson,2023-12-27 19:25:00,INC0000000448,2023-12-31 19:25:00.000000000,Email client keeps crashing,Software,2 - High,Software
Don Goodliffe,employee,New,,,,2023-12-28 08:24:00,INC0000000449,2023-12-28 08:24:00.000000000,Issue with VPN connection,Network,2 - High,Network
Bud Richman,employee,New,,,,2023-12-29 02:52:00,INC0000000450,2023-12-29 02:52:00.000000000,Unable to connect to corporate network,Network,2 - High,Network
ITIL User,admin,In Progress,,,Beth Anglin,2023-12-29 16:16:00,INC0000000451,2024-01-02 16:16:00.000000000,Internet connection issue in floor 3,Network,2 - High,Network
Don Goodliffe,system,In Progress,,,Charlie Whitherspoon,2023-12-30 03:11:00,INC0000000452,2024-01-03 03:11:00.000000000,Cannot access the database,Database,2 - High,Database
Bud Richman,employee,New,,,,2023-12-30 15:41:00,INC0000000453,2023-12-30 15:41:00.000000000,Login credentials not working,Service Desk,2 - High,Inquiry / Help
ITIL User,employee,New,,,,2023-12-31 08:33:00,INC0000000454,2023-12-31 08:33:00.000000000,Unable to access network drives,Network,2 - High,Network
Bud Richman,employee,In Progress,,,Luke Wilson,2024-01-02 00:28:00,INC0000000455,2024-01-06 00:28:00.000000000,Email server not responding,Network,2 - High,Network
ITIL User,employee,New,,,,2024-01-02 22:54:00,INC0000000456,2024-01-02 22:54:00.000000000,Cannot connect to company VPN,Network,2 - High,Network
Don Goodliffe,employee,New,,,,2024-01-05 02:45:00,INC0000000457,2024-01-05 02:45:00.000000000,Email service is not working,Network,2 - High,Inquiry / Help
Don Goodliffe,employee,New,,,,2024-01-05 17:19:00,INC0000000458,2024-01-05 17:19:00.000000000,Outage in application server,Service Desk,1 - Critical,Software
ITIL User,employee,New,,,,2024-01-06 07:05:00,INC0000000459,2024-01-06 07:05:00.000000000,Cannot access email account,Service Desk,2 - High,Inquiry / Help
ITIL User,system,In Progress,,,Fred Luddy,2024-01-07 11:36:00,INC0000000460,2024-01-08 11:36:00.000000000,Can't connect to the VPN,Network,2 - High,Hardware
David Loo,system,In Progress,,,Fred Luddy,2024-01-07 16:28:00,INC0000000461,2024-01-07 16:28:00.000000000,VPN connectivity issue,Network,2 - High,Network
Bud Richman,employee,New,,,,2024-01-10 12:45:00,INC0000000462,2024-01-10 12:45:00.000000000,Unable to access VPN,Network,3 - Moderate,Network
ITIL User,system,In Progress,,,Charlie Whitherspoon,2024-01-12 13:18:00,INC0000000463,2024-01-13 13:18:00.000000000,Printer is not connecting to network,Hardware,2 - High,Hardware
David Loo,admin,In Progress,,,Beth Anglin,2024-01-13 00:11:00,INC0000000464,2024-01-17 00:11:00.000000000,Email client issues on workstation,Software,3 - Moderate,Software
David Loo,employee,New,,,,2024-01-13 01:25:00,INC0000000465,2024-01-13 01:25:00.000000000,Unable to access company database remotely,Database,2 - High,Database
Bud Richman,employee,New,,,,2024-01-14 03:47:00,INC0000000466,2024-01-14 03:47:00.000000000,Unable to connect to the network,Network,2 - High,Network
ITIL User,admin,In Progress,,,Howard Johnson,2024-01-14 06:21:00,INC0000000467,2024-01-17 06:21:00.000000000,Email application is crashing,Software,2 - High,Software
David Loo,employee,In Progress,,,Charlie Whitherspoon,2024-01-15 00:24:00,INC0000000468,2024-01-15 00:24:00.000000000,Cannot access database,Database,2 - High,Database
Don Goodliffe,employee,New,,,,2024-01-15 02:33:00,INC0000000469,2024-01-15 02:33:00.000000000,Email system outage,Network,1 - Critical,Network
David Loo,admin,In Progress,,,Luke Wilson,2024-01-15 17:07:00,INC0000000470,2024-01-19 17:07:00.000000000,Cannot connect to Wi-Fi,Network,2 - High,Network
ITIL User,employee,New,,,,2024-01-16 03:07:00,INC0000000471,2024-01-16 03:07:00.000000000,Email sync issue on mobile,Service Desk,2 - High,Software
ITIL User,system,In Progress,,,Fred Luddy,2024-01-16 08:03:00,INC0000000472,2024-01-19 08:03:00.000000000,Network connection issue in conference room,Network,2 - High,Network
ITIL User,employee,New,,,,2024-01-16 22:10:00,INC0000000473,2024-01-16 22:10:00.000000000,Unable to access the database,Database,2 - High,Database
ITIL User,employee,New,,,,2024-01-16 22:38:00,INC0000000474,2024-01-16 22:38:00.000000000,Email server is not responding,Network,2 - High,Network
ITIL User,employee,New,,,,2024-01-18 23:06:00,INC0000000475,2024-01-18 23:06:00.000000000,Email system down,Network,1 - Critical,Network
Don Goodliffe,admin,In Progress,,,Charlie Whitherspoon,2024-01-19 05:21:00,INC0000000476,2024-01-22 05:21:00.000000000,Email server not responding,Network,2 - High,Hardware
David Loo,employee,In Progress,,,Luke Wilson,2024-01-19 09:28:00,INC0000000477,2024-01-22 09:28:00.000000000,Unable to access database,Database,2 - High,Database
Don Goodliffe,employee,New,,,,2024-01-19 18:41:00,INC0000000478,2024-01-19 18:41:00.000000000,Cannot connect to the VPN,Network,2 - High,Network
David Loo,employee,New,,,,2024-01-19 20:24:00,INC0000000479,2024-01-19 20:24:00.000000000,Unable to connect to VPN,Network,1 - Critical,Network
Bud Richman,employee,In Progress,,,Fred Luddy,2024-01-20 00:10:00,INC0000000480,2024-01-22 00:10:00.000000000,Unable to connect to VPN,Network,2 - High,Network
Bud Richman,employee,In Progress,,,Luke Wilson,2024-01-20 23:19:00,INC0000000481,2024-01-21 23:19:00.000000000,Cannot connect to the company VPN,Network,2 - High,Network
Don Goodliffe,employee,New,,,,2024-01-21 01:50:00,INC0000000482,2024-01-21 01:50:00.000000000,Unable to access company database,Database,2 - High,Database
ITIL User,employee,New,,,,2024-01-21 12:26:00,INC0000000483,2024-01-21 12:26:00.000000000,Cannot access email on desktop,Service Desk,2 - High,Software
Bud Richman,employee,New,,,,2024-01-22 05:31:00,INC0000000484,2024-01-22 05:31:00.000000000,Can't connect to the server,Network,2 - High,Network
David Loo,system,In Progress,,,Luke Wilson,2024-01-22 16:41:00,INC0000000485,2024-01-24 16:41:00.000000000,Cannot connect to office VPN,Network,3 - Moderate,Network
Bud Richman,admin,In Progress,,,Beth Anglin,2024-01-24 07:37:00,INC0000000486,2024-01-26 07:37:00.000000000,Cannot connect to VPN from remote location,Network,2 - High,Network
Bud Richman,system,In Progress,,,Beth Anglin,2024-01-24 13:44:00,INC0000000487,2024-01-26 13:44:00.000000000,Unable to access VPN network,Network,2 - High,Network
David Loo,employee,New,,,,2024-01-25 01:16:00,INC0000000488,2024-01-25 01:16:00.000000000,Unable to access VPN,Network,2 - High,Network
ITIL User,system,In Progress,,,Luke Wilson,2024-01-25 06:13:00,INC0000000489,2024-01-27 06:13:00.000000000,Unable to access company portal,Network,1 - Critical,Software
Don Goodliffe,employee,New,,,,2024-01-25 12:24:00,INC0000000490,2024-01-25 12:24:00.000000000,Unable to connect to VPN,Network,2 - High,Network
ITIL User,employee,New,,,,2024-01-26 18:54:00,INC0000000491,2024-01-26 18:54:00.000000000,Cannot access company intranet,Network,2 - High,Network
Don Goodliffe,system,In Progress,,,Howard Johnson,2024-01-27 10:01:00,INC0000000492,2024-01-30 10:01:00.000000000,Cannot connect to the database,Database,2 - High,Database
Don Goodliffe,system,In Progress,,,Beth Anglin,2024-01-27 19:23:00,INC0000000493,2024-01-31 19:23:00.000000000,VPN Connectivity issue,Network,1 - Critical,Network
Don Goodliffe,employee,In Progress,,,Fred Luddy,2024-01-28 07:31:00,INC0000000494,2024-01-28 07:31:00.000000000,SQL server not responding,Database,2 - High,Database
Don Goodliffe,employee,New,,,,2024-01-28 15:32:00,INC0000000495,2024-01-28 15:32:00.000000000,Email server connection issue,Network,2 - High,Network
David Loo,employee,New,,,,2024-01-29 08:52:00,INC0000000496,2024-01-29 08:52:00.000000000,Cannot access network drives,Network,2 - High,Network
Don Goodliffe,employee,In Progress,,,Charlie Whitherspoon,2024-01-29 09:19:00,INC0000000497,2024-01-30 09:19:00.000000000,Unable to connect to VPN,Network,2 - High,Network
David Loo,employee,New,,,,2024-01-29 14:50:00,INC0000000498,2024-01-29 14:50:00.000000000,Unable to access the Database server,Database,1 - Critical,Database
ITIL User,employee,In Progress,,,Howard Johnson,2024-01-29 17:51:00,INC0000000499,2024-01-31 17:51:00.000000000,Email server not responding,Network,2 - High,Network
